Entity,Code,Year,"Crude marriage rate (marriages per 1,000 people)",World regions according to OWID,"Crude marriage rate (marriages per 1,000 people)",Year
Czechia,CZE,2003,4.8,,8.8,1990
Czechia,CZE,2004,5,,8.8,1990
Czechia,CZE,2005,5.1,,8.8,1990
Czechia,CZE,2006,5.2,,8.8,1990
Czechia,CZE,2007,5.5,,8.8,1990
Czechia,CZE,2008,5.1,,8.8,1990
Czechia,CZE,2009,4.6,,8.8,1990
Czechia,CZE,2010,4.5,,8.8,1990
Czechia,CZE,2011,4.3,,8.8,1990
Czechia,CZE,2012,4.3,,8.8,1990
Czechia,CZE,2013,4.1,,8.8,1990
Czechia,CZE,2014,4.3,,8.8,1990
Czechia,CZE,2015,4.6,,8.8,1990
Czechia,CZE,2016,4.8,,8.8,1990
Czechia,CZE,2017,5,,8.8,1990
Czechia,CZE,2018,5.1,,8.8,1990
Czechia,CZE,2019,5.1,,8.8,1990
Czechia,CZE,2020,4.2,,8.8,1990
Czechia,CZE,2023,,Europe,8.8,1990
Czechoslovakia,OWID_CZS,2023,,Europe,,
Democratic Republic of Congo,COD,2023,,Africa,,
Democratic Republic of Vietnam,,2023,,Asia,,
Denmark,DNK,1960,7.8,,6.1,1990
Denmark,DNK,1961,7.9,,6.1,1990
Denmark,DNK,1962,8.1,,6.1,1990
Denmark,DNK,1963,8.2,,6.1,1990
Denmark,DNK,1964,8.4,,6.1,1990
Denmark,DNK,1965,8.8,,6.1,1990
Denmark,DNK,1966,8.6,,6.1,1990
Denmark,DNK,1967,8.5,,6.1,1990
Denmark,DNK,1968,8.1,,6.1,1990
Denmark,DNK,1969,8,,6.1,1990
Denmark,DNK,1970,7.4,,6.1,1990
Denmark,DNK,1971,6.6,,6.1,1990
Denmark,DNK,1972,6.2,,6.1,1990
Denmark,DNK,1973,6.1,,6.1,1990
Denmark,DNK,1974,6.6,,6.1,1990
Denmark,DNK,1975,6.3,,6.1,1990
Denmark,DNK,1976,6.1,,6.1,1990
Denmark,DNK,1977,6.3,,6.1,1990
Denmark,DNK,1978,5.6,,6.1,1990
Denmark,DNK,1979,5.4,,6.1,1990
Denmark,DNK,1980,5.2,,6.1,1990
Denmark,DNK,1981,5,,6.1,1990
Denmark,DNK,1982,4.8,,6.1,1990
Denmark,DNK,1983,5.3,,6.1,1990
Denmark,DNK,1984,5.6,,6.1,1990
Denmark,DNK,1985,5.7,,6.1,1990
Denmark,DNK,1986,6,,6.1,1990
Denmark,DNK,1987,6.1,,6.1,1990
Denmark,DNK,1988,6.3,,6.1,1990
Denmark,DNK,1989,6,,6.1,1990
Denmark,DNK,1990,6.1,,6.1,1990
Denmark,DNK,1991,6,,6.1,1990
Denmark,DNK,1992,6.2,,6.1,1990
Denmark,DNK,1993,6.1,,6.1,1990
Denmark,DNK,1994,6.8,,6.1,1990
Denmark,DNK,1995,6.6,,6.1,1990
Denmark,DNK,1996,6.8,,6.1,1990
Denmark,DNK,1997,6.5,,6.1,1990
Denmark,DNK,1998,6.5,,6.1,1990
Denmark,DNK,1999,6.7,,6.1,1990
Denmark,DNK,2000,7.2,,6.1,1990
Denmark,DNK,2001,6.8,,6.1,1990
Denmark,DNK,2002,6.9,,6.1,1990
Denmark,DNK,2003,6.5,,6.1,1990
Denmark,DNK,2004,7,,6.1,1990
Denmark,DNK,2005,6.7,,6.1,1990
Denmark,DNK,2006,6.7,,6.1,1990
Denmark,DNK,2007,6.7,,6.1,1990
Denmark,DNK,2008,6.8,,6.1,1990
Denmark,DNK,2009,6,,6.1,1990
Denmark,DNK,2010,5.6,,6.1,1990
Denmark,DNK,2011,4.9,,6.1,1990
Denmark,DNK,2012,5.1,,6.1,1990
Denmark,DNK,2013,4.9,,6.1,1990
Denmark,DNK,2014,5,,6.1,1990
Denmark,DNK,2015,5.1,,6.1,1990
Denmark,DNK,2016,5.4,,6.1,1990
Denmark,DNK,2017,5.5,,6.1,1990
Denmark,DNK,2018,5.6,,6.1,1990
Denmark,DNK,2019,5.3,,6.1,1990
Denmark,DNK,2020,4.9,,6.1,1990
Denmark,DNK,2023,,Europe,6.1,1990
Djibouti,DJI,2023,,Africa,,
Dominica,DMA,2023,,North America,,
Dominican Republic,DOM,2023,,North America,,
Duchy of Modena and Reggio,,2023,,Europe,,
Duchy of Parma and Piacenza,,2023,,Europe,,
East Germany,OWID_GDR,2023,,Europe,,
East Timor,TLS,2023,,Asia,,
Ecuador,ECU,2023,,South America,,
Egypt,EGY,2023,,Africa,,
El Salvador,SLV,2023,,North America,,
Equatorial Guinea,GNQ,2023,,Africa,,
Eritrea,ERI,2023,,Africa,,
Estonia,EST,1960,10,,7.5,1990
Estonia,EST,1961,9.7,,7.5,1990
Estonia,EST,1962,8.9,,7.5,1990
Estonia,EST,1963,8.7,,7.5,1990
Estonia,EST,1964,8.5,,7.5,1990
Estonia,EST,1965,8.2,,7.5,1990
Estonia,EST,1966,8.6,,7.5,1990
Estonia,EST,1967,8.8,,7.5,1990
Estonia,EST,1968,8.9,,7.5,1990
Estonia,EST,1969,9.1,,7.5,1990
Estonia,EST,1970,9.1,,7.5,1990
Estonia,EST,1971,9.1,,7.5,1990
Estonia,EST,1972,8.5,,7.5,1990
Estonia,EST,1973,8.7,,7.5,1990
Estonia,EST,1974,8.7,,7.5,1990
Estonia,EST,1975,8.7,,7.5,1990
Estonia,EST,1976,8.6,,7.5,1990
Estonia,EST,1977,8.7,,7.5,1990
Estonia,EST,1978,8.6,,7.5,1990
Estonia,EST,1979,8.7,,7.5,1990
Estonia,EST,1980,8.8,,7.5,1990
Estonia,EST,1981,8.6,,7.5,1990
Estonia,EST,1982,8.2,,7.5,1990
Estonia,EST,1983,8.6,,7.5,1990
Estonia,EST,1984,8.3,,7.5,1990
Estonia,EST,1985,8.4,,7.5,1990
Estonia,EST,1986,8.4,,7.5,1990
Estonia,EST,1987,8.7,,7.5,1990
Estonia,EST,1988,8.3,,7.5,1990
Estonia,EST,1989,8.1,,7.5,1990
Estonia,EST,1990,7.5,,7.5,1990
Estonia,EST,1991,6.6,,7.5,1990
Estonia,EST,1992,5.8,,7.5,1990
Estonia,EST,1993,5.2,,7.5,1990
Estonia,EST,1994,5,,7.5,1990
Estonia,EST,1995,4.9,,7.5,1990
Estonia,EST,1996,3.9,,7.5,1990
Estonia,EST,1997,4,,7.5,1990
Estonia,EST,1998,3.9,,7.5,1990
Estonia,EST,1999,4,,7.5,1990
Estonia,EST,2000,3.9,,7.5,1990
Estonia,EST,2001,4.1,,7.5,1990
Estonia,EST,2002,4.2,,7.5,1990
Estonia,EST,2003,4.2,,7.5,1990
Estonia,EST,2004,4.4,,7.5,1990
Estonia,EST,2005,4.5,,7.5,1990
Estonia,EST,2006,5.2,,7.5,1990
Estonia,EST,2007,5.2,,7.5,1990
Estonia,EST,2008,4.6,,7.5,1990
Estonia,EST,2009,4,,7.5,1990
Estonia,EST,2010,3.8,,7.5,1990
Estonia,EST,2011,4.1,,7.5,1990
Estonia,EST,2012,4.5,,7.5,1990
Estonia,EST,2013,4.3,,7.5,1990
Estonia,EST,2014,4.7,,7.5,1990
Estonia,EST,2015,5.2,,7.5,1990
Estonia,EST,2016,4.8,,7.5,1990
Estonia,EST,2017,4.9,,7.5,1990
Estonia,EST,2018,5,,7.5,1990
Estonia,EST,2019,5,,7.5,1990
Estonia,EST,2020,4.6,,7.5,1990
Estonia,EST,2023,,Europe,7.5,1990
Eswatini,SWZ,2023,,Africa,,
Ethiopia,ETH,2023,,Africa,,
Ethiopia (former),OWID_ERE,2023,,Africa,,
Falkland Islands,FLK,2023,,South America,,
Faroe Islands,FRO,2023,,Europe,,
Federal Republic of Central America,,2023,,North America,,
Fiji,FJI,2023,,Oceania,,
Finland,FIN,1960,7.4,,5,1990
Finland,FIN,1961,7.7,,5,1990
Finland,FIN,1962,7.6,,5,1990
Finland,FIN,1963,7.4,,5,1990
Finland,FIN,1964,7.6,,5,1990
Finland,FIN,1965,7.9,,5,1990
Finland,FIN,1966,8.4,,5,1990
Finland,FIN,1967,9,,5,1990
Finland,FIN,1968,8.7,,5,1990
Finland,FIN,1969,8.8,,5,1990
Finland,FIN,1970,8.8,,5,1990
Finland,FIN,1971,8.2,,5,1990
Finland,FIN,1972,7.6,,5,1990
Finland,FIN,1973,7.5,,5,1990
Finland,FIN,1974,7.4,,5,1990
Finland,FIN,1975,6.7,,5,1990
Finland,FIN,1976,6.8,,5,1990
Finland,FIN,1977,6.5,,5,1990
Finland,FIN,1978,6.3,,5,1990
Finland,FIN,1979,6.1,,5,1990
Finland,FIN,1980,6.1,,5,1990
Finland,FIN,1981,6.3,,5,1990
Finland,FIN,1982,6.3,,5,1990
Finland,FIN,1983,6.1,,5,1990
Finland,FIN,1984,5.8,,5,1990
Finland,FIN,1985,5.3,,5,1990
Finland,FIN,1986,5.2,,5,1990
Finland,FIN,1987,5.3,,5,1990
Finland,FIN,1988,5.2,,5,1990
Finland,FIN,1989,4.9,,5,1990
Finland,FIN,1990,5,,5,1990
Finland,FIN,1991,4.9,,5,1990
Finland,FIN,1992,4.7,,5,1990
Finland,FIN,1993,4.9,,5,1990
Finland,FIN,1994,4.9,,5,1990
Finland,FIN,1995,4.6,,5,1990
Finland,FIN,1997,4.6,,5,1990
Finland,FIN,1998,4.7,,5,1990
Finland,FIN,1999,4.7,,5,1990
Finland,FIN,2000,5.1,,5,1990
Finland,FIN,2001,4.8,,5,1990
Finland,FIN,2002,5.2,,5,1990
Finland,FIN,2003,5,,5,1990
Finland,FIN,2004,5.6,,5,1990
Finland,FIN,2005,5.6,,5,1990
Finland,FIN,2006,5.4,,5,1990
Finland,FIN,2007,5.6,,5,1990
Finland,FIN,2008,5.8,,5,1990
Finland,FIN,2009,5.6,,5,1990
Finland,FIN,2010,5.6,,5,1990
Finland,FIN,2011,5.3,,5,1990
Finland,FIN,2012,5.3,,5,1990
Finland,FIN,2013,4.6,,5,1990
Finland,FIN,2014,4.5,,5,1990
Finland,FIN,2015,4.5,,5,1990
Finland,FIN,2016,4.5,,5,1990
Finland,FIN,2017,4.8,,5,1990
Finland,FIN,2018,4.3,,5,1990
Finland,FIN,2019,4,,5,1990
Finland,FIN,2020,4,,5,1990
Finland,FIN,2023,,Europe,5,1990
France,FRA,1994,4.4,,,
France,FRA,1995,4.4,,,
France,FRA,1996,4.8,,,
France,FRA,1997,4.9,,,
France,FRA,1998,4.6,,,
France,FRA,1999,4.9,,,
France,FRA,2000,5,,,
France,FRA,2001,4.8,,,
France,FRA,2002,4.6,,,
France,FRA,2003,4.6,,,
France,FRA,2004,4.5,,,
France,FRA,2005,4.5,,,
France,FRA,2006,4.3,,,
France,FRA,2007,4.3,,,
France,FRA,2008,4.1,,,
France,FRA,2009,3.9,,,
France,FRA,2010,3.9,,,
France,FRA,2011,3.6,,,
France,FRA,2012,3.7,,,
France,FRA,2013,3.6,,,
France,FRA,2014,3.6,,,
France,FRA,2015,3.6,,,
France,FRA,2016,3.5,,,
France,FRA,2017,3.5,,,
France,FRA,2018,3.5,,,
France,FRA,2020,2.2,,,
France,FRA,2023,,Europe,,
French Guiana,GUF,2023,,South America,,
French Polynesia,PYF,2023,,Oceania,,
Gabon,GAB,2023,,Africa,,
Gambia,GMB,2023,,Africa,,
Georgia,GEO,2023,,Asia,,
Germany,DEU,1960,9.5,,6.5,1990
Germany,DEU,1961,9.5,,6.5,1990
Germany,DEU,1962,9.4,,6.5,1990
Germany,DEU,1963,8.8,,6.5,1990
Germany,DEU,1964,8.5,,6.5,1990
Germany,DEU,1965,8.2,,6.5,1990
Germany,DEU,1966,7.9,,6.5,1990
Germany,DEU,1967,7.8,,6.5,1990
Germany,DEU,1968,7.3,,6.5,1990
Germany,DEU,1969,7.3,,6.5,1990
Germany,DEU,1970,7.4,,6.5,1990
Germany,DEU,1971,7.2,,6.5,1990
Germany,DEU,1972,7,,6.5,1990
Germany,DEU,1973,6.7,,6.5,1990
Germany,DEU,1974,6.5,,6.5,1990
Germany,DEU,1975,6.7,,6.5,1990
Germany,DEU,1976,6.5,,6.5,1990
Germany,DEU,1977,6.5,,6.5,1990
Germany,DEU,1978,6,,6.5,1990
Germany,DEU,1979,6.2,,6.5,1990
Germany,DEU,1980,6.3,,6.5,1990
Germany,DEU,1981,6.2,,6.5,1990
Germany,DEU,1982,6.2,,6.5,1990
Germany,DEU,1983,6.3,,6.5,1990
Germany,DEU,1984,6.4,,6.5,1990
Germany,DEU,1985,6.4,,6.5,1990
Germany,DEU,1986,6.6,,6.5,1990
Germany,DEU,1987,6.7,,6.5,1990
Germany,DEU,1988,6.8,,6.5,1990
Germany,DEU,1989,6.7,,6.5,1990
Germany,DEU,1990,6.5,,6.5,1990
Germany,DEU,1991,5.7,,6.5,1990
Germany,DEU,1992,5.6,,6.5,1990
Germany,DEU,1993,5.5,,6.5,1990
Germany,DEU,1994,5.4,,6.5,1990
Germany,DEU,1995,5.3,,6.5,1990
Germany,DEU,1996,5.2,,6.5,1990
Germany,DEU,1997,5.2,,6.5,1990
Germany,DEU,1998,5.1,,6.5,1990
Germany,DEU,1999,5.2,,6.5,1990
Germany,DEU,2000,5.1,,6.5,1990
Germany,DEU,2001,4.7,,6.5,1990
Germany,DEU,2002,4.6,,6.5,1990
Germany,DEU,2003,4.6,,6.5,1990
Germany,DEU,2004,4.8,,6.5,1990
Germany,DEU,2005,4.7,,6.5,1990
Germany,DEU,2006,4.5,,6.5,1990
Germany,DEU,2007,4.5,,6.5,1990
Germany,DEU,2008,4.6,,6.5,1990
Germany,DEU,2009,4.6,,6.5,1990
Germany,DEU,2010,4.7,,6.5,1990
Germany,DEU,2011,4.6,,6.5,1990
Germany,DEU,2012,4.8,,6.5,1990
Germany,DEU,2013,4.6,,6.5,1990
Germany,DEU,2014,4.8,,6.5,1990
Germany,DEU,2015,4.9,,6.5,1990
Germany,DEU,2016,5,,6.5,1990
Germany,DEU,2017,4.9,,6.5,1990
Germany,DEU,2018,5.4,,6.5,1990
Germany,DEU,2019,5,,6.5,1990
Germany,DEU,2020,4.5,,6.5,1990
Germany,DEU,2023,,Europe,6.5,1990
Ghana,GHA,2023,,Africa,,
Gibraltar,GIB,2023,,Europe,,
Grand Duchy of Baden,,2023,,Europe,,
Grand Duchy of Tuscany,,2023,,Europe,,
Great Colombia,,2023,,South America,,
Greece,GRC,1960,7,,5.8,1990
Greece,GRC,1961,8.4,,5.8,1990
Greece,GRC,1962,8.4,,5.8,1990
Greece,GRC,1963,9.2,,5.8,1990
Greece,GRC,1964,8.9,,5.8,1990
Greece,GRC,1965,9.4,,5.8,1990
Greece,GRC,1966,8.3,,5.8,1990
Greece,GRC,1967,9.4,,5.8,1990
Greece,GRC,1968,7.5,,5.8,1990
Greece,GRC,1969,8.3,,5.8,1990
Greece,GRC,1970,7.7,,5.8,1990
Greece,GRC,1971,8.3,,5.8,1990
Greece,GRC,1972,6.8,,5.8,1990
Greece,GRC,1973,8.3,,5.8,1990
Greece,GRC,1974,7.6,,5.8,1990
Greece,GRC,1975,8.5,,5.8,1990
Greece,GRC,1976,6.9,,5.8,1990
Greece,GRC,1977,8.2,,5.8,1990
Greece,GRC,1978,7.7,,5.8,1990
Greece,GRC,1979,8.3,,5.8,1990
Greece,GRC,1980,6.5,,5.8,1990
Greece,GRC,1981,7.3,,5.8,1990
Greece,GRC,1982,6.9,,5.8,1990
Greece,GRC,1983,7.2,,5.8,1990
Greece,GRC,1984,5.5,,5.8,1990
Greece,GRC,1985,6.4,,5.8,1990
Greece,GRC,1986,5.8,,5.8,1990
Greece,GRC,1987,6.6,,5.8,1990
Greece,GRC,1988,4.8,,5.8,1990
Greece,GRC,1989,6.1,,5.8,1990
Greece,GRC,1990,5.8,,5.8,1990
Greece,GRC,1991,6.4,,5.8,1990
Greece,GRC,1992,4.7,,5.8,1990
Greece,GRC,1993,5.9,,5.8,1990
Greece,GRC,1994,5.4,,5.8,1990
Greece,GRC,1995,6.1,,5.8,1990
Greece,GRC,1996,4.3,,5.8,1990
Greece,GRC,1997,5.6,,5.8,1990
Greece,GRC,1998,5.1,,5.8,1990
Greece,GRC,1999,5.6,,5.8,1990
Greece,GRC,2000,4.5,,5.8,1990
Greece,GRC,2001,5.3,,5.8,1990
Greece,GRC,2002,5.3,,5.8,1990
Greece,GRC,2003,5.5,,5.8,1990
Greece,GRC,2004,4.6,,5.8,1990
Greece,GRC,2005,5.5,,5.8,1990
Greece,GRC,2006,5.2,,5.8,1990
Greece,GRC,2007,5.5,,5.8,1990
Greece,GRC,2008,4.8,,5.8,1990
Greece,GRC,2009,5.3,,5.8,1990
Greece,GRC,2010,5.1,,5.8,1990
Greece,GRC,2011,5,,5.8,1990
Greece,GRC,2012,4.5,,5.8,1990
Greece,GRC,2013,4.7,,5.8,1990
Greece,GRC,2014,4.9,,5.8,1990
Greece,GRC,2015,5,,5.8,1990
Greece,GRC,2016,4.6,,5.8,1990
Greece,GRC,2017,4.7,,5.8,1990
Greece,GRC,2018,4.4,,5.8,1990
Greece,GRC,2019,4.4,,5.8,1990
Greece,GRC,2020,2.9,,5.8,1990
Greece,GRC,2023,,Europe,5.8,1990
Greenland,GRL,2023,,North America,,
Grenada,GRD,2023,,North America,,
Guadeloupe,GLP,2023,,North America,,
Guam,GUM,2023,,Oceania,,
Guatemala,GTM,2023,,North America,,
Guernsey,GGY,2023,,Europe,,
Guinea,GIN,2023,,Africa,,
Guinea-Bissau,GNB,2023,,Africa,,
Guyana,GUY,2023,,South America,,
Haiti,HTI,2023,,North America,,
Honduras,HND,2023,,North America,,
Hong Kong,HKG,2023,,Asia,,
Hungary,HUN,1960,8.9,,6.4,1990
Hungary,HUN,1961,8.3,,6.4,1990
Hungary,HUN,1962,8.1,,6.4,1990
Hungary,HUN,1963,8.4,,6.4,1990
Hungary,HUN,1964,8.7,,6.4,1990
Hungary,HUN,1965,8.8,,6.4,1990
Hungary,HUN,1966,9.2,,6.4,1990
Hungary,HUN,1967,9.4,,6.4,1990
Hungary,HUN,1968,9.3,,6.4,1990
Hungary,HUN,1969,9.3,,6.4,1990
Hungary,HUN,1970,9.3,,6.4,1990
Hungary,HUN,1971,9.1,,6.4,1990
Hungary,HUN,1972,9.4,,6.4,1990
Hungary,HUN,1973,9.7,,6.4,1990
Hungary,HUN,1974,9.5,,6.4,1990
Hungary,HUN,1975,9.8,,6.4,1990
Hungary,HUN,1976,9.5,,6.4,1990
Hungary,HUN,1977,9.1,,6.4,1990
Hungary,HUN,1978,8.7,,6.4,1990
Hungary,HUN,1979,8.1,,6.4,1990
Hungary,HUN,1980,7.5,,6.4,1990
Hungary,HUN,1981,7.2,,6.4,1990
Hungary,HUN,1982,7.1,,6.4,1990
Hungary,HUN,1983,7.1,,6.4,1990
Hungary,HUN,1984,7,,6.4,1990
Hungary,HUN,1985,6.9,,6.4,1990
Hungary,HUN,1986,6.8,,6.4,1990
Hungary,HUN,1987,6.2,,6.4,1990
Hungary,HUN,1988,6.2,,6.4,1990
Hungary,HUN,1989,6.4,,6.4,1990
Hungary,HUN,1990,6.4,,6.4,1990
Hungary,HUN,1991,5.9,,6.4,1990
Hungary,HUN,1992,5.5,,6.4,1990
Hungary,HUN,1993,5.2,,6.4,1990
Hungary,HUN,1994,5.2,,6.4,1990
Hungary,HUN,1995,5.2,,6.4,1990
Hungary,HUN,1996,4.7,,6.4,1990
Hungary,HUN,1997,4.6,,6.4,1990
Hungary,HUN,1998,4.4,,6.4,1990
Hungary,HUN,1999,4.4,,6.4,1990
Hungary,HUN,2000,4.7,,6.4,1990
Hungary,HUN,2001,4.3,,6.4,1990
Hungary,HUN,2002,4.5,,6.4,1990
Hungary,HUN,2003,4.5,,6.4,1990
Hungary,HUN,2004,4.3,,6.4,1990
Hungary,HUN,2005,4.4,,6.4,1990
Hungary,HUN,2006,4.4,,6.4,1990
Hungary,HUN,2007,4.1,,6.4,1990
Hungary,HUN,2008,4,,6.4,1990
Hungary,HUN,2009,3.7,,6.4,1990
Hungary,HUN,2010,3.6,,6.4,1990
Hungary,HUN,2011,3.6,,6.4,1990
Hungary,HUN,2012,3.6,,6.4,1990
Hungary,HUN,2013,3.7,,6.4,1990
Hungary,HUN,2014,3.9,,6.4,1990
Hungary,HUN,2015,4.7,,6.4,1990
Hungary,HUN,2016,5.3,,6.4,1990
Hungary,HUN,2017,5.2,,6.4,1990
Hungary,HUN,2018,5.2,,6.4,1990
Hungary,HUN,2019,6.7,,6.4,1990
Hungary,HUN,2020,6.9,,6.4,1990
Hungary,HUN,2023,,Europe,6.4,1990
Iceland,ISL,1960,7.5,,4.5,1990
Iceland,ISL,1961,7.5,,4.5,1990
Iceland,ISL,1962,7.4,,4.5,1990
Iceland,ISL,1963,7.8,,4.5,1990
Iceland,ISL,1964,8.3,,4.5,1990
Iceland,ISL,1965,8.1,,4.5,1990
Iceland,ISL,1966,7.9,,4.5,1990
Iceland,ISL,1967,8.6,,4.5,1990
Iceland,ISL,1968,8.4,,4.5,1990
Iceland,ISL,1969,8.5,,4.5,1990
Iceland,ISL,1970,7.8,,4.5,1990
Iceland,ISL,1971,7.9,,4.5,1990
Iceland,ISL,1972,8.1,,4.5,1990
Iceland,ISL,1973,8.3,,4.5,1990
Iceland,ISL,1974,8.8,,4.5,1990
Iceland,ISL,1975,7.7,,4.5,1990
Iceland,ISL,1976,7.5,,4.5,1990
Iceland,ISL,1977,7.1,,4.5,1990
Iceland,ISL,1978,7.1,,4.5,1990
Iceland,ISL,1979,6.4,,4.5,1990
Iceland,ISL,1980,5.7,,4.5,1990
Iceland,ISL,1981,5.9,,4.5,1990
Iceland,ISL,1982,5.6,,4.5,1990
Iceland,ISL,1983,5.9,,4.5,1990
Iceland,ISL,1984,5.9,,4.5,1990
Iceland,ISL,1985,5.2,,4.5,1990
Iceland,ISL,1986,5.1,,4.5,1990
Iceland,ISL,1987,4.7,,4.5,1990
Iceland,ISL,1988,5.2,,4.5,1990
Iceland,ISL,1989,4.7,,4.5,1990
Iceland,ISL,1990,4.5,,4.5,1990
Iceland,ISL,1991,4.8,,4.5,1990
Iceland,ISL,1992,4.8,,4.5,1990
Iceland,ISL,1993,4.6,,4.5,1990
Iceland,ISL,1994,4.9,,4.5,1990
Iceland,ISL,1995,4.6,,4.5,1990
Iceland,ISL,1996,5,,4.5,1990
Iceland,ISL,1997,5.5,,4.5,1990
Iceland,ISL,1998,5.6,,4.5,1990
Iceland,ISL,1999,5.6,,4.5,1990
Iceland,ISL,2000,6.3,,4.5,1990
Iceland,ISL,2001,5.2,,4.5,1990
Iceland,ISL,2002,5.6,,4.5,1990
Iceland,ISL,2003,5.1,,4.5,1990
Iceland,ISL,2004,5,,4.5,1990
Iceland,ISL,2005,5.4,,4.5,1990
Iceland,ISL,2006,5.5,,4.5,1990
Iceland,ISL,2007,5.5,,4.5,1990
Iceland,ISL,2008,5.2,,4.5,1990
Iceland,ISL,2009,4.6,,4.5,1990
Iceland,ISL,2010,4.9,,4.5,1990
Iceland,ISL,2011,4.6,,4.5,1990
Iceland,ISL,2012,4.6,,4.5,1990
Iceland,ISL,2013,4.4,,4.5,1990
Iceland,ISL,2014,4.1,,4.5,1990
Iceland,ISL,2015,4.6,,4.5,1990
Iceland,ISL,2016,4.9,,4.5,1990
Iceland,ISL,2017,5.8,,4.5,1990
Iceland,ISL,2018,6,,4.5,1990
Iceland,ISL,2019,5.8,,4.5,1990
Iceland,ISL,2020,5,,4.5,1990
Iceland,ISL,2023,,Europe,4.5,1990
India,IND,2023,,Asia,,
Indonesia,IDN,2023,,Asia,,
Iran,IRN,2023,,Asia,,
Iraq,IRQ,2023,,Asia,,
Ireland,IRL,1960,5.5,,5.1,1990
Ireland,IRL,1961,5.4,,5.1,1990
Ireland,IRL,1962,5.5,,5.1,1990
Ireland,IRL,1963,5.5,,5.1,1990
Ireland,IRL,1964,5.6,,5.1,1990
Ireland,IRL,1965,5.9,,5.1,1990
Ireland,IRL,1966,5.8,,5.1,1990
Ireland,IRL,1967,6.1,,5.1,1990
Ireland,IRL,1968,6.5,,5.1,1990
Ireland,IRL,1969,6.9,,5.1,1990
Ireland,IRL,1970,7,,5.1,1990
Ireland,IRL,1971,7.4,,5.1,1990
Ireland,IRL,1972,7.3,,5.1,1990
Ireland,IRL,1973,7.4,,5.1,1990
Ireland,IRL,1974,7.3,,5.1,1990
Ireland,IRL,1975,6.7,,5.1,1990
Ireland,IRL,1976,6.4,,5.1,1990
Ireland,IRL,1977,6.1,,5.1,1990
Ireland,IRL,1978,6.4,,5.1,1990
Ireland,IRL,1979,6.2,,5.1,1990
Ireland,IRL,1980,6.4,,5.1,1990
Ireland,IRL,1981,6,,5.1,1990
Ireland,IRL,1982,5.8,,5.1,1990
Ireland,IRL,1983,5.5,,5.1,1990
Ireland,IRL,1984,5.2,,5.1,1990
Ireland,IRL,1985,5.3,,5.1,1990
Ireland,IRL,1986,5.2,,5.1,1990
Ireland,IRL,1987,5.2,,5.1,1990
Ireland,IRL,1988,5.2,,5.1,1990
Ireland,IRL,1989,5.2,,5.1,1990
Ireland,IRL,1990,5.1,,5.1,1990
Ireland,IRL,1991,4.9,,5.1,1990
Ireland,IRL,1992,4.7,,5.1,1990
Ireland,IRL,1993,4.7,,5.1,1990
Ireland,IRL,1994,4.6,,5.1,1990
Ireland,IRL,1995,4.3,,5.1,1990
Ireland,IRL,1996,4.4,,5.1,1990
Ireland,IRL,1997,4.3,,5.1,1990
Ireland,IRL,1998,4.5,,5.1,1990
Ireland,IRL,1999,4.9,,5.1,1990
Ireland,IRL,2000,5,,5.1,1990
Ireland,IRL,2001,5,,5.1,1990
Ireland,IRL,2002,5.2,,5.1,1990
Ireland,IRL,2003,5.1,,5.1,1990
Ireland,IRL,2004,5.2,,5.1,1990
Ireland,IRL,2005,5.1,,5.1,1990
Ireland,IRL,2006,5.2,,5.1,1990
Ireland,IRL,2007,5.2,,5.1,1990
Ireland,IRL,2008,4.9,,5.1,1990
Ireland,IRL,2009,4.8,,5.1,1990
Ireland,IRL,2010,4.5,,5.1,1990
Ireland,IRL,2011,4.3,,5.1,1990
Ireland,IRL,2012,4.5,,5.1,1990
Ireland,IRL,2013,4.5,,5.1,1990
Ireland,IRL,2014,4.7,,5.1,1990
Ireland,IRL,2015,4.7,,5.1,1990
Ireland,IRL,2016,4.8,,5.1,1990
Ireland,IRL,2017,4.6,,5.1,1990
Ireland,IRL,2018,4.3,,5.1,1990
Ireland,IRL,2019,4.1,,5.1,1990
Ireland,IRL,2020,1.9,,5.1,1990
Ireland,IRL,2023,,Europe,5.1,1990
Isle of Man,IMN,2023,,Europe,,
Israel,ISR,1970,8.9,,6.8,1990
Israel,ISR,1985,6.9,,6.8,1990
Israel,ISR,1986,7,,6.8,1990
Israel,ISR,1987,6.9,,6.8,1990
Israel,ISR,1988,7,,6.8,1990
Israel,ISR,1989,7.1,,6.8,1990
Israel,ISR,1990,6.8,,6.8,1990
Israel,ISR,1991,6.5,,6.8,1990
Israel,ISR,1992,6.4,,6.8,1990
Israel,ISR,1993,6.6,,6.8,1990
Israel,ISR,1994,6.7,,6.8,1990
Israel,ISR,1995,6.5,,6.8,1990
Israel,ISR,1996,6.3,,6.8,1990
Israel,ISR,1997,6.5,,6.8,1990
Israel,ISR,1998,6.7,,6.8,1990
Israel,ISR,1999,6.6,,6.8,1990
Israel,ISR,2000,6.4,,6.8,1990
Israel,ISR,2001,6.3,,6.8,1990
Israel,ISR,2002,6.2,,6.8,1990
Israel,ISR,2003,6.1,,6.8,1990
Israel,ISR,2004,5.9,,6.8,1990
Israel,ISR,2005,5.9,,6.8,1990
Israel,ISR,2006,6.3,,6.8,1990
Israel,ISR,2007,6.5,,6.8,1990
Israel,ISR,2008,6.8,,6.8,1990
Israel,ISR,2009,6.5,,6.8,1990
