country,year,indicator,birth_order,unit,value,source
Iceland,1995,births_by_birth_order,Third birth or higher,%,32.0,OECD
Latvia,1995,births_by_birth_order,First birth,%,52.1,OECD
Latvia,1995,births_by_birth_order,Second birth,%,30.0,OECD
Latvia,1995,births_by_birth_order,Third birth or higher,%,17.9,OECD
Lithuania,1995,births_by_birth_order,First birth,%,50.2,OECD
Lithuania,1995,births_by_birth_order,Second birth,%,34.6,OECD
Lithuania,1995,births_by_birth_order,Third birth or higher,%,15.2,OECD
Luxembourg,1995,births_by_birth_order,First birth,%,36.7,OECD
Luxembourg,1995,births_by_birth_order,Second birth,%,33.0,OECD
Luxembourg,1995,births_by_birth_order,Third birth or higher,%,17.1,OECD
Netherlands,1995,births_by_birth_order,First birth,%,44.6,OECD
Netherlands,1995,births_by_birth_order,Second birth,%,36.5,OECD
Netherlands,1995,births_by_birth_order,Third birth or higher,%,18.8,OECD
Norway,1995,births_by_birth_order,First birth,%,40.6,OECD
Norway,1995,births_by_birth_order,Second birth,%,36.3,OECD
Norway,1995,births_by_birth_order,Third birth or higher,%,23.1,OECD
Poland,1995,births_by_birth_order,First birth,%,40.8,OECD
Poland,1995,births_by_birth_order,Second birth,%,30.6,OECD
Poland,1995,births_by_birth_order,Third birth or higher,%,28.6,OECD
Slovenia,1995,births_by_birth_order,First birth,%,46.3,OECD
Slovenia,1995,births_by_birth_order,Second birth,%,39.4,OECD
Slovenia,1995,births_by_birth_order,Third birth or higher,%,14.3,OECD
Spain,1995,births_by_birth_order,First birth,%,51.2,OECD
Spain,1995,births_by_birth_order,Second birth,%,36.5,OECD
Spain,1995,births_by_birth_order,Third birth or higher,%,12.2,OECD
Switzerland,1995,births_by_birth_order,First birth,%,41.1,OECD
Switzerland,1995,births_by_birth_order,Second birth,%,35.4,OECD
Switzerland,1995,births_by_birth_order,Third birth or higher,%,16.7,OECD
Romania,1995,births_by_birth_order,First birth,%,54.4,OECD
Romania,1995,births_by_birth_order,Second birth,%,27.7,OECD
Romania,1995,births_by_birth_order,Third birth or higher,%,17.9,OECD
Austria,1996,births_by_birth_order,First birth,%,44.4,OECD
Austria,1996,births_by_birth_order,Second birth,%,36.5,OECD
Austria,1996,births_by_birth_order,Third birth or higher,%,19.0,OECD
Belgium,1996,births_by_birth_order,First birth,%,46.9,OECD
Belgium,1996,births_by_birth_order,Second birth,%,33.1,OECD
Belgium,1996,births_by_birth_order,Third birth or higher,%,20.0,OECD
Czechia,1996,births_by_birth_order,First birth,%,46.6,OECD
Czechia,1996,births_by_birth_order,Second birth,%,38.5,OECD
Czechia,1996,births_by_birth_order,Third birth or higher,%,15.0,OECD
Estonia,1996,births_by_birth_order,First birth,%,50.2,OECD
Estonia,1996,births_by_birth_order,Second birth,%,30.9,OECD
Estonia,1996,births_by_birth_order,Third birth or higher,%,18.9,OECD
Finland,1996,births_by_birth_order,First birth,%,39.2,OECD
Finland,1996,births_by_birth_order,Second birth,%,34.1,OECD
Finland,1996,births_by_birth_order,Third birth or higher,%,26.7,OECD
Greece,1996,births_by_birth_order,First birth,%,46.7,OECD
Greece,1996,births_by_birth_order,Second birth,%,36.8,OECD
Greece,1996,births_by_birth_order,Third birth or higher,%,16.5,OECD
Iceland,1996,births_by_birth_order,First birth,%,35.5,OECD
Iceland,1996,births_by_birth_order,Second birth,%,34.3,OECD
Iceland,1996,births_by_birth_order,Third birth or higher,%,30.2,OECD
Latvia,1996,births_by_birth_order,First birth,%,51.9,OECD
Latvia,1996,births_by_birth_order,Second birth,%,30.0,OECD
Latvia,1996,births_by_birth_order,Third birth or higher,%,18.1,OECD
Lithuania,1996,births_by_birth_order,First birth,%,49.2,OECD
Lithuania,1996,births_by_birth_order,Second birth,%,35.2,OECD
Lithuania,1996,births_by_birth_order,Third birth or higher,%,15.6,OECD
Luxembourg,1996,births_by_birth_order,First birth,%,35.0,OECD
Luxembourg,1996,births_by_birth_order,Second birth,%,33.6,OECD
Luxembourg,1996,births_by_birth_order,Third birth or higher,%,16.5,OECD
Netherlands,1996,births_by_birth_order,First birth,%,45.3,OECD
Netherlands,1996,births_by_birth_order,Second birth,%,36.1,OECD
Netherlands,1996,births_by_birth_order,Third birth or higher,%,18.7,OECD
Norway,1996,births_by_birth_order,First birth,%,41.2,OECD
Norway,1996,births_by_birth_order,Second birth,%,34.5,OECD
Norway,1996,births_by_birth_order,Third birth or higher,%,24.3,OECD
Poland,1996,births_by_birth_order,First birth,%,42.1,OECD
Poland,1996,births_by_birth_order,Second birth,%,30.7,OECD
Poland,1996,births_by_birth_order,Third birth or higher,%,27.2,OECD
Slovenia,1996,births_by_birth_order,First birth,%,46.7,OECD
Slovenia,1996,births_by_birth_order,Second birth,%,39.2,OECD
Slovenia,1996,births_by_birth_order,Third birth or higher,%,14.1,OECD
Spain,1996,births_by_birth_order,First birth,%,49.7,OECD
Spain,1996,births_by_birth_order,Second birth,%,37.8,OECD
Spain,1996,births_by_birth_order,Third birth or higher,%,12.4,OECD
Switzerland,1996,births_by_birth_order,First birth,%,41.3,OECD
Switzerland,1996,births_by_birth_order,Second birth,%,35.0,OECD
Switzerland,1996,births_by_birth_order,Third birth or higher,%,16.4,OECD
Romania,1996,births_by_birth_order,First birth,%,54.2,OECD
Romania,1996,births_by_birth_order,Second birth,%,28.2,OECD
Romania,1996,births_by_birth_order,Third birth or higher,%,17.6,OECD
Austria,1997,births_by_birth_order,First birth,%,45.1,OECD
Austria,1997,births_by_birth_order,Second birth,%,35.8,OECD
Austria,1997,births_by_birth_order,Third birth or higher,%,19.1,OECD
Belgium,1997,births_by_birth_order,First birth,%,46.9,OECD
Belgium,1997,births_by_birth_order,Second birth,%,32.8,OECD
Belgium,1997,births_by_birth_order,Third birth or higher,%,20.3,OECD
Czechia,1997,births_by_birth_order,First birth,%,47.2,OECD
Czechia,1997,births_by_birth_order,Second birth,%,38.1,OECD
Czechia,1997,births_by_birth_order,Third birth or higher,%,14.7,OECD
Estonia,1997,births_by_birth_order,First birth,%,49.3,OECD
Estonia,1997,births_by_birth_order,Second birth,%,32.4,OECD
Estonia,1997,births_by_birth_order,Third birth or higher,%,18.4,OECD
Finland,1997,births_by_birth_order,First birth,%,39.8,OECD
Finland,1997,births_by_birth_order,Second birth,%,34.1,OECD
Finland,1997,births_by_birth_order,Third birth or higher,%,26.1,OECD
Greece,1997,births_by_birth_order,First birth,%,46.2,OECD
Greece,1997,births_by_birth_order,Second birth,%,37.5,OECD
Greece,1997,births_by_birth_order,Third birth or higher,%,16.3,OECD
Iceland,1997,births_by_birth_order,First birth,%,39.1,OECD
Iceland,1997,births_by_birth_order,Second birth,%,31.8,OECD
Iceland,1997,births_by_birth_order,Third birth or higher,%,29.1,OECD
Latvia,1997,births_by_birth_order,First birth,%,51.6,OECD
Latvia,1997,births_by_birth_order,Second birth,%,30.6,OECD
Latvia,1997,births_by_birth_order,Third birth or higher,%,17.8,OECD
Lithuania,1997,births_by_birth_order,First birth,%,48.3,OECD
Lithuania,1997,births_by_birth_order,Second birth,%,35.4,OECD
Lithuania,1997,births_by_birth_order,Third birth or higher,%,16.4,OECD
Luxembourg,1997,births_by_birth_order,First birth,%,35.2,OECD
Luxembourg,1997,births_by_birth_order,Second birth,%,31.5,OECD
Luxembourg,1997,births_by_birth_order,Third birth or higher,%,16.3,OECD
Netherlands,1997,births_by_birth_order,First birth,%,46.4,OECD
Netherlands,1997,births_by_birth_order,Second birth,%,35.4,OECD
Netherlands,1997,births_by_birth_order,Third birth or higher,%,18.2,OECD
Norway,1997,births_by_birth_order,First birth,%,41.2,OECD
Norway,1997,births_by_birth_order,Second birth,%,33.3,OECD
Norway,1997,births_by_birth_order,Third birth or higher,%,25.4,OECD
Poland,1997,births_by_birth_order,First birth,%,43.8,OECD
Poland,1997,births_by_birth_order,Second birth,%,30.7,OECD
Poland,1997,births_by_birth_order,Third birth or higher,%,25.5,OECD
Slovenia,1997,births_by_birth_order,First birth,%,47.7,OECD
Slovenia,1997,births_by_birth_order,Second birth,%,37.7,OECD
Slovenia,1997,births_by_birth_order,Third birth or higher,%,14.6,OECD
Spain,1997,births_by_birth_order,First birth,%,50.9,OECD
Spain,1997,births_by_birth_order,Second birth,%,37.4,OECD
Spain,1997,births_by_birth_order,Third birth or higher,%,11.7,OECD
Switzerland,1997,births_by_birth_order,First birth,%,40.7,OECD
Switzerland,1997,births_by_birth_order,Second birth,%,35.0,OECD
Switzerland,1997,births_by_birth_order,Third birth or higher,%,16.2,OECD
Romania,1997,births_by_birth_order,First birth,%,53.8,OECD
Romania,1997,births_by_birth_order,Second birth,%,28.6,OECD
Romania,1997,births_by_birth_order,Third birth or higher,%,17.6,OECD
Austria,1998,births_by_birth_order,First birth,%,44.8,OECD
Austria,1998,births_by_birth_order,Second birth,%,36.3,OECD
Austria,1998,births_by_birth_order,Third birth or higher,%,18.9,OECD
Belgium,1998,births_by_birth_order,First birth,%,46.6,OECD
Belgium,1998,births_by_birth_order,Second birth,%,32.0,OECD
Belgium,1998,births_by_birth_order,Third birth or higher,%,21.4,OECD
Czechia,1998,births_by_birth_order,First birth,%,47.6,OECD
Czechia,1998,births_by_birth_order,Second birth,%,38.0,OECD
Czechia,1998,births_by_birth_order,Third birth or higher,%,14.4,OECD
Estonia,1998,births_by_birth_order,First birth,%,50.2,OECD
Estonia,1998,births_by_birth_order,Second birth,%,31.3,OECD
Estonia,1998,births_by_birth_order,Third birth or higher,%,18.6,OECD
Finland,1998,births_by_birth_order,First birth,%,39.8,OECD
Finland,1998,births_by_birth_order,Second birth,%,33.8,OECD
Finland,1998,births_by_birth_order,Third birth or higher,%,26.4,OECD
Greece,1998,births_by_birth_order,First birth,%,47.0,OECD
Greece,1998,births_by_birth_order,Second birth,%,37.7,OECD
Greece,1998,births_by_birth_order,Third birth or higher,%,15.3,OECD
Iceland,1998,births_by_birth_order,First birth,%,38.3,OECD
Iceland,1998,births_by_birth_order,Second birth,%,33.5,OECD
Iceland,1998,births_by_birth_order,Third birth or higher,%,28.2,OECD
Latvia,1998,births_by_birth_order,First birth,%,50.3,OECD
Latvia,1998,births_by_birth_order,Second birth,%,31.2,OECD
Latvia,1998,births_by_birth_order,Third birth or higher,%,18.5,OECD
Lithuania,1998,births_by_birth_order,First birth,%,46.5,OECD
Lithuania,1998,births_by_birth_order,Second birth,%,35.9,OECD
Lithuania,1998,births_by_birth_order,Third birth or higher,%,17.6,OECD
Luxembourg,1998,births_by_birth_order,First birth,%,33.9,OECD
Luxembourg,1998,births_by_birth_order,Second birth,%,32.5,OECD
Luxembourg,1998,births_by_birth_order,Third birth or higher,%,16.0,OECD
Netherlands,1998,births_by_birth_order,First birth,%,47.1,OECD
Netherlands,1998,births_by_birth_order,Second birth,%,35.0,OECD
Netherlands,1998,births_by_birth_order,Third birth or higher,%,17.9,OECD
Norway,1998,births_by_birth_order,First birth,%,41.7,OECD
Norway,1998,births_by_birth_order,Second birth,%,33.8,OECD
Norway,1998,births_by_birth_order,Third birth or higher,%,24.5,OECD
Poland,1998,births_by_birth_order,First birth,%,45.3,OECD
Poland,1998,births_by_birth_order,Second birth,%,30.6,OECD
Poland,1998,births_by_birth_order,Third birth or higher,%,24.1,OECD
Slovenia,1998,births_by_birth_order,First birth,%,48.5,OECD
Slovenia,1998,births_by_birth_order,Second birth,%,37.4,OECD
Slovenia,1998,births_by_birth_order,Third birth or higher,%,14.2,OECD
Spain,1998,births_by_birth_order,First birth,%,51.5,OECD
Spain,1998,births_by_birth_order,Second birth,%,37.1,OECD
Spain,1998,births_by_birth_order,Third birth or higher,%,11.4,OECD
Switzerland,1998,births_by_birth_order,First birth,%,40.0,OECD
Switzerland,1998,births_by_birth_order,Second birth,%,34.8,OECD
Switzerland,1998,births_by_birth_order,Third birth or higher,%,16.1,OECD
Romania,1998,births_by_birth_order,First birth,%,53.1,OECD
Romania,1998,births_by_birth_order,Second birth,%,29.2,OECD
Romania,1998,births_by_birth_order,Third birth or higher,%,17.7,OECD
Austria,1999,births_by_birth_order,First birth,%,45.4,OECD
Austria,1999,births_by_birth_order,Second birth,%,35.7,OECD
Austria,1999,births_by_birth_order,Third birth or higher,%,18.9,OECD
Belgium,1999,births_by_birth_order,First birth,%,43.5,OECD
Belgium,1999,births_by_birth_order,Second birth,%,34.5,OECD
Belgium,1999,births_by_birth_order,Third birth or higher,%,22.0,OECD
Czechia,1999,births_by_birth_order,First birth,%,48.1,OECD
Czechia,1999,births_by_birth_order,Second birth,%,37.6,OECD
Czechia,1999,births_by_birth_order,Third birth or higher,%,14.3,OECD
Estonia,1999,births_by_birth_order,First birth,%,49.4,OECD
Estonia,1999,births_by_birth_order,Second birth,%,32.4,OECD
Estonia,1999,births_by_birth_order,Third birth or higher,%,18.3,OECD
Finland,1999,births_by_birth_order,First birth,%,40.3,OECD
Finland,1999,births_by_birth_order,Second birth,%,33.1,OECD
Finland,1999,births_by_birth_order,Third birth or higher,%,26.6,OECD
Greece,1999,births_by_birth_order,First birth,%,47.2,OECD
Greece,1999,births_by_birth_order,Second birth,%,37.7,OECD
Greece,1999,births_by_birth_order,Third birth or higher,%,15.1,OECD
Iceland,1999,births_by_birth_order,First birth,%,39.0,OECD
Iceland,1999,births_by_birth_order,Second birth,%,33.3,OECD
Iceland,1999,births_by_birth_order,Third birth or higher,%,27.7,OECD
Latvia,1999,births_by_birth_order,First birth,%,50.0,OECD
Latvia,1999,births_by_birth_order,Second birth,%,31.9,OECD
Latvia,1999,births_by_birth_order,Third birth or higher,%,18.1,OECD
Lithuania,1999,births_by_birth_order,First birth,%,46.4,OECD
Lithuania,1999,births_by_birth_order,Second birth,%,34.9,OECD
Lithuania,1999,births_by_birth_order,Third birth or higher,%,18.6,OECD
Luxembourg,1999,births_by_birth_order,First birth,%,33.8,OECD
Luxembourg,1999,births_by_birth_order,Second birth,%,31.2,OECD
Luxembourg,1999,births_by_birth_order,Third birth or higher,%,16.2,OECD
Netherlands,1999,births_by_birth_order,First birth,%,46.8,OECD
Netherlands,1999,births_by_birth_order,Second birth,%,35.6,OECD
Netherlands,1999,births_by_birth_order,Third birth or higher,%,17.6,OECD
Norway,1999,births_by_birth_order,First birth,%,40.3,OECD
Norway,1999,births_by_birth_order,Second birth,%,35.8,OECD
Norway,1999,births_by_birth_order,Third birth or higher,%,23.9,OECD
Poland,1999,births_by_birth_order,First birth,%,46.5,OECD
Poland,1999,births_by_birth_order,Second birth,%,30.3,OECD
Poland,1999,births_by_birth_order,Third birth or higher,%,23.2,OECD
Slovenia,1999,births_by_birth_order,First birth,%,49.5,OECD
Slovenia,1999,births_by_birth_order,Second birth,%,36.5,OECD
Slovenia,1999,births_by_birth_order,Third birth or higher,%,14.0,OECD
Spain,1999,births_by_birth_order,First birth,%,52.1,OECD
Spain,1999,births_by_birth_order,Second birth,%,36.9,OECD
Spain,1999,births_by_birth_order,Third birth or higher,%,11.0,OECD
Switzerland,1999,births_by_birth_order,First birth,%,40.3,OECD
Switzerland,1999,births_by_birth_order,Second birth,%,34.1,OECD
Switzerland,1999,births_by_birth_order,Third birth or higher,%,25.6,OECD
Romania,1999,births_by_birth_order,First birth,%,52.3,OECD
Romania,1999,births_by_birth_order,Second birth,%,29.5,OECD
Romania,1999,births_by_birth_order,Third birth or higher,%,18.2,OECD
Austria,2000,births_by_birth_order,First birth,%,45.5,OECD
Austria,2000,births_by_birth_order,Second birth,%,36.0,OECD
Austria,2000,births_by_birth_order,Third birth or higher,%,18.5,OECD
Belgium,2000,births_by_birth_order,First birth,%,45.9,OECD
Belgium,2000,births_by_birth_order,Second birth,%,33.2,OECD
Belgium,2000,births_by_birth_order,Third birth or higher,%,20.9,OECD
Czechia,2000,births_by_birth_order,First birth,%,48.3,OECD
Czechia,2000,births_by_birth_order,Second birth,%,37.3,OECD
Czechia,2000,births_by_birth_order,Third birth or higher,%,14.4,OECD
Estonia,2000,births_by_birth_order,First birth,%,48.4,OECD
Estonia,2000,births_by_birth_order,Second birth,%,32.1,OECD
Estonia,2000,births_by_birth_order,Third birth or higher,%,19.5,OECD
Finland,2000,births_by_birth_order,First birth,%,40.2,OECD
Finland,2000,births_by_birth_order,Second birth,%,33.4,OECD
Finland,2000,births_by_birth_order,Third birth or higher,%,26.4,OECD
Greece,2000,births_by_birth_order,First birth,%,47.7,OECD
Greece,2000,births_by_birth_order,Second birth,%,37.3,OECD
Greece,2000,births_by_birth_order,Third birth or higher,%,15.0,OECD
Iceland,2000,births_by_birth_order,First birth,%,41.1,OECD
Iceland,2000,births_by_birth_order,Second birth,%,32.0,OECD
Iceland,2000,births_by_birth_order,Third birth or higher,%,26.9,OECD
Latvia,2000,births_by_birth_order,First birth,%,49.7,OECD
Latvia,2000,births_by_birth_order,Second birth,%,32.0,OECD
Latvia,2000,births_by_birth_order,Third birth or higher,%,18.3,OECD
Lithuania,2000,births_by_birth_order,First birth,%,46.8,OECD
Lithuania,2000,births_by_birth_order,Second birth,%,34.2,OECD
Lithuania,2000,births_by_birth_order,Third birth or higher,%,19.0,OECD
Luxembourg,2000,births_by_birth_order,First birth,%,31.4,OECD
Luxembourg,2000,births_by_birth_order,Second birth,%,31.2,OECD
Luxembourg,2000,births_by_birth_order,Third birth or higher,%,15.3,OECD
Netherlands,2000,births_by_birth_order,First birth,%,46.4,OECD
Netherlands,2000,births_by_birth_order,Second birth,%,35.8,OECD
Netherlands,2000,births_by_birth_order,Third birth or higher,%,17.7,OECD
Norway,2000,births_by_birth_order,First birth,%,40.3,OECD
Norway,2000,births_by_birth_order,Second birth,%,35.9,OECD
Norway,2000,births_by_birth_order,Third birth or higher,%,23.8,OECD
Poland,2000,births_by_birth_order,First birth,%,47.8,OECD
Poland,2000,births_by_birth_order,Second birth,%,30.4,OECD
Poland,2000,births_by_birth_order,Third birth or higher,%,21.8,OECD
Slovenia,2000,births_by_birth_order,First birth,%,50.2,OECD
Slovenia,2000,births_by_birth_order,Second birth,%,36.0,OECD
Slovenia,2000,births_by_birth_order,Third birth or higher,%,13.8,OECD
Spain,2000,births_by_birth_order,First birth,%,53.0,OECD
Spain,2000,births_by_birth_order,Second birth,%,36.3,OECD
Spain,2000,births_by_birth_order,Third birth or higher,%,10.7,OECD
Switzerland,2000,births_by_birth_order,First birth,%,40.0,OECD
Switzerland,2000,births_by_birth_order,Second birth,%,33.9,OECD
Switzerland,2000,births_by_birth_order,Third birth or higher,%,15.4,OECD
Romania,2000,births_by_birth_order,First birth,%,51.6,OECD
Romania,2000,births_by_birth_order,Second birth,%,29.4,OECD
Romania,2000,births_by_birth_order,Third birth or higher,%,19.1,OECD
Austria,2001,births_by_birth_order,First birth,%,46.0,OECD
Austria,2001,births_by_birth_order,Second birth,%,35.4,OECD
Austria,2001,births_by_birth_order,Third birth or higher,%,18.5,OECD
Belgium,2001,births_by_birth_order,First birth,%,45.6,OECD
Belgium,2001,births_by_birth_order,Second birth,%,33.5,OECD
Belgium,2001,births_by_birth_order,Third birth or higher,%,21.0,OECD
Czechia,2001,births_by_birth_order,First birth,%,47.8,OECD
Czechia,2001,births_by_birth_order,Second birth,%,37.7,OECD
Czechia,2001,births_by_birth_order,Third birth or higher,%,14.5,OECD
Estonia,2001,births_by_birth_order,First birth,%,48.3,OECD
Estonia,2001,births_by_birth_order,Second birth,%,32.5,OECD
Estonia,2001,births_by_birth_order,Third birth or higher,%,19.2,OECD
Finland,2001,births_by_birth_order,First birth,%,40.6,OECD
Finland,2001,births_by_birth_order,Second birth,%,33.0,OECD
Finland,2001,births_by_birth_order,Third birth or higher,%,26.4,OECD
Greece,2001,births_by_birth_order,First birth,%,47.2,OECD
Greece,2001,births_by_birth_order,Second birth,%,38.2,OECD
Greece,2001,births_by_birth_order,Third birth or higher,%,14.6,OECD
Iceland,2001,births_by_birth_order,First birth,%,41.1,OECD
Iceland,2001,births_by_birth_order,Second birth,%,32.2,OECD
Iceland,2001,births_by_birth_order,Third birth or higher,%,26.7,OECD
Latvia,2001,births_by_birth_order,First birth,%,50.6,OECD
Latvia,2001,births_by_birth_order,Second birth,%,31.6,OECD
Latvia,2001,births_by_birth_order,Third birth or higher,%,17.7,OECD
Lithuania,2001,births_by_birth_order,First birth,%,47.0,OECD
Lithuania,2001,births_by_birth_order,Second birth,%,34.3,OECD
Lithuania,2001,births_by_birth_order,Third birth or higher,%,18.8,OECD
Luxembourg,2001,births_by_birth_order,First birth,%,31.2,OECD
Luxembourg,2001,births_by_birth_order,Second birth,%,31.0,OECD
Luxembourg,2001,births_by_birth_order,Third birth or higher,%,15.1,OECD
Netherlands,2001,births_by_birth_order,First birth,%,46.2,OECD
Netherlands,2001,births_by_birth_order,Second birth,%,36.3,OECD
Netherlands,2001,births_by_birth_order,Third birth or higher,%,17.5,OECD
Norway,2001,births_by_birth_order,First birth,%,40.5,OECD
Norway,2001,births_by_birth_order,Second birth,%,36.2,OECD
Norway,2001,births_by_birth_order,Third birth or higher,%,23.3,OECD
Poland,2001,births_by_birth_order,First birth,%,48.1,OECD
Poland,2001,births_by_birth_order,Second birth,%,30.8,OECD
Poland,2001,births_by_birth_order,Third birth or higher,%,21.1,OECD
Slovenia,2001,births_by_birth_order,First birth,%,49.2,OECD
Slovenia,2001,births_by_birth_order,Second birth,%,36.5,OECD
Slovenia,2001,births_by_birth_order,Third birth or higher,%,14.3,OECD
Spain,2001,births_by_birth_order,First birth,%,54.3,OECD
Spain,2001,births_by_birth_order,Second birth,%,35.7,OECD
Spain,2001,births_by_birth_order,Third birth or higher,%,10.0,OECD
Switzerland,2001,births_by_birth_order,First birth,%,41.0,OECD
Switzerland,2001,births_by_birth_order,Second birth,%,34.3,OECD
Switzerland,2001,births_by_birth_order,Third birth or higher,%,14.9,OECD
Romania,2001,births_by_birth_order,First birth,%,51.1,OECD
Romania,2001,births_by_birth_order,Second birth,%,29.6,OECD
Romania,2001,births_by_birth_order,Third birth or higher,%,19.3,OECD
Austria,2002,births_by_birth_order,First birth,%,45.7,OECD
Austria,2002,births_by_birth_order,Second birth,%,35.3,OECD
Austria,2002,births_by_birth_order,Third birth or higher,%,19.1,OECD
Belgium,2002,births_by_birth_order,First birth,%,45.9,OECD
Belgium,2002,births_by_birth_order,Second birth,%,33.7,OECD
Belgium,2002,births_by_birth_order,Third birth or higher,%,20.4,OECD
Czechia,2002,births_by_birth_order,First birth,%,48.2,OECD
Czechia,2002,births_by_birth_order,Second birth,%,37.1,OECD
Czechia,2002,births_by_birth_order,Third birth or higher,%,14.7,OECD
Estonia,2002,births_by_birth_order,First birth,%,48.2,OECD
Estonia,2002,births_by_birth_order,Second birth,%,33.1,OECD
Estonia,2002,births_by_birth_order,Third birth or higher,%,18.7,OECD
Finland,2002,births_by_birth_order,First birth,%,41.2,OECD
Finland,2002,births_by_birth_order,Second birth,%,32.9,OECD
Finland,2002,births_by_birth_order,Third birth or higher,%,25.9,OECD
Greece,2002,births_by_birth_order,First birth,%,47.2,OECD
Greece,2002,births_by_birth_order,Second birth,%,38.2,OECD
Greece,2002,births_by_birth_order,Third birth or higher,%,14.6,OECD
Iceland,2002,births_by_birth_order,First birth,%,39.0,OECD
Iceland,2002,births_by_birth_order,Second birth,%,35.6,OECD
Iceland,2002,births_by_birth_order,Third birth or higher,%,25.4,OECD
Latvia,2002,births_by_birth_order,First birth,%,50.2,OECD
Latvia,2002,births_by_birth_order,Second birth,%,32.3,OECD
Latvia,2002,births_by_birth_order,Third birth or higher,%,17.5,OECD
Lithuania,2002,births_by_birth_order,First birth,%,48.5,OECD
Lithuania,2002,births_by_birth_order,Second birth,%,33.8,OECD
Lithuania,2002,births_by_birth_order,Third birth or higher,%,17.6,OECD
Luxembourg,2002,births_by_birth_order,First birth,%,32.0,OECD
Luxembourg,2002,births_by_birth_order,Second birth,%,29.5,OECD
Luxembourg,2002,births_by_birth_order,Third birth or higher,%,15.3,OECD
Netherlands,2002,births_by_birth_order,First birth,%,45.8,OECD
Netherlands,2002,births_by_birth_order,Second birth,%,36.7,OECD
Netherlands,2002,births_by_birth_order,Third birth or higher,%,17.5,OECD
Norway,2002,births_by_birth_order,First birth,%,40.8,OECD
Norway,2002,births_by_birth_order,Second birth,%,36.8,OECD
Norway,2002,births_by_birth_order,Third birth or higher,%,22.5,OECD
Poland,2002,births_by_birth_order,First birth,%,48.7,OECD
Poland,2002,births_by_birth_order,Second birth,%,31.1,OECD
Poland,2002,births_by_birth_order,Third birth or higher,%,20.3,OECD
Slovenia,2002,births_by_birth_order,First birth,%,51.2,OECD
Slovenia,2002,births_by_birth_order,Second birth,%,34.9,OECD
Slovenia,2002,births_by_birth_order,Third birth or higher,%,13.9,OECD
Spain,2002,births_by_birth_order,First birth,%,55.3,OECD
Spain,2002,births_by_birth_order,Second birth,%,34.9,OECD
Spain,2002,births_by_birth_order,Third birth or higher,%,9.8,OECD
Switzerland,2002,births_by_birth_order,First birth,%,40.5,OECD
Switzerland,2002,births_by_birth_order,Second birth,%,33.8,OECD
Switzerland,2002,births_by_birth_order,Third birth or higher,%,14.4,OECD
Romania,2002,births_by_birth_order,First birth,%,50.7,OECD
Romania,2002,births_by_birth_order,Second birth,%,30.1,OECD
Romania,2002,births_by_birth_order,Third birth or higher,%,19.2,OECD
Austria,2003,births_by_birth_order,First birth,%,45.8,OECD
Austria,2003,births_by_birth_order,Second birth,%,35.1,OECD
Austria,2003,births_by_birth_order,Third birth or higher,%,19.1,OECD
Belgium,2003,births_by_birth_order,First birth,%,45.9,OECD
Belgium,2003,births_by_birth_order,Second birth,%,33.6,OECD
Belgium,2003,births_by_birth_order,Third birth or higher,%,20.5,OECD
Czechia,2003,births_by_birth_order,First birth,%,48.4,OECD
Czechia,2003,births_by_birth_order,Second birth,%,37.2,OECD
Czechia,2003,births_by_birth_order,Third birth or higher,%,14.4,OECD
Estonia,2003,births_by_birth_order,First birth,%,49.3,OECD
Estonia,2003,births_by_birth_order,Second birth,%,32.6,OECD
Estonia,2003,births_by_birth_order,Third birth or higher,%,18.1,OECD
Finland,2003,births_by_birth_order,First birth,%,41.9,OECD
Finland,2003,births_by_birth_order,Second birth,%,32.8,OECD
Finland,2003,births_by_birth_order,Third birth or higher,%,25.3,OECD
Greece,2003,births_by_birth_order,First birth,%,47.6,OECD
Greece,2003,births_by_birth_order,Second birth,%,38.0,OECD
Greece,2003,births_by_birth_order,Third birth or higher,%,14.4,OECD
Iceland,2003,births_by_birth_order,First birth,%,40.2,OECD
Iceland,2003,births_by_birth_order,Second birth,%,34.6,OECD
Iceland,2003,births_by_birth_order,Third birth or higher,%,25.2,OECD
Latvia,2003,births_by_birth_order,First birth,%,51.5,OECD
Latvia,2003,births_by_birth_order,Second birth,%,31.3,OECD
Latvia,2003,births_by_birth_order,Third birth or higher,%,17.2,OECD
Lithuania,2003,births_by_birth_order,First birth,%,48.7,OECD
Lithuania,2003,births_by_birth_order,Second birth,%,33.3,OECD
Lithuania,2003,births_by_birth_order,Third birth or higher,%,18.0,OECD
Luxembourg,2003,births_by_birth_order,First birth,%,31.0,OECD
Luxembourg,2003,births_by_birth_order,Second birth,%,28.2,OECD
Luxembourg,2003,births_by_birth_order,Third birth or higher,%,15.6,OECD
Netherlands,2003,births_by_birth_order,First birth,%,45.5,OECD
Netherlands,2003,births_by_birth_order,Second birth,%,36.9,OECD
Netherlands,2003,births_by_birth_order,Third birth or higher,%,17.6,OECD
Norway,2003,births_by_birth_order,First birth,%,41.2,OECD
Norway,2003,births_by_birth_order,Second birth,%,36.2,OECD
Norway,2003,births_by_birth_order,Third birth or higher,%,22.6,OECD
Poland,2003,births_by_birth_order,First birth,%,50.3,OECD
Poland,2003,births_by_birth_order,Second birth,%,30.9,OECD
Poland,2003,births_by_birth_order,Third birth or higher,%,18.8,OECD
Slovenia,2003,births_by_birth_order,First birth,%,50.1,OECD
