country,age_group,year,value,indicator,unit
Ireland,20-24,1973,148.9,fertility_by_age,per_1000
Ireland,25-29,1973,232.3,fertility_by_age,per_1000
Ireland,30-34,1973,179.0,fertility_by_age,per_1000
Ireland,35-39,1973,114.9,fertility_by_age,per_1000
Ireland,40-44,1973,41.3,fertility_by_age,per_1000
Ireland,45-49,1973,2.7,fertility_by_age,per_1000
Israel,15-19,1973,40.6,fertility_by_age,per_1000
Israel,20-24,1973,209.8,fertility_by_age,per_1000
Israel,25-29,1973,243.1,fertility_by_age,per_1000
Israel,30-34,1973,162.4,fertility_by_age,per_1000
Israel,35-39,1973,91.7,fertility_by_age,per_1000
Israel,40-44,1973,23.5,fertility_by_age,per_1000
Israel,45-49,1973,3.0,fertility_by_age,per_1000
Italy,15-19,1973,30.3,fertility_by_age,per_1000
Italy,20-24,1973,131.4,fertility_by_age,per_1000
Italy,25-29,1973,148.7,fertility_by_age,per_1000
Italy,30-34,1973,90.7,fertility_by_age,per_1000
Italy,35-39,1973,45.3,fertility_by_age,per_1000
Italy,40-44,1973,14.0,fertility_by_age,per_1000
Italy,45-49,1973,1.0,fertility_by_age,per_1000
Netherlands,15-19,1973,17.3,fertility_by_age,per_1000
Netherlands,20-24,1973,112.3,fertility_by_age,per_1000
Netherlands,25-29,1973,149.2,fertility_by_age,per_1000
Netherlands,30-34,1973,69.7,fertility_by_age,per_1000
Netherlands,35-39,1973,27.5,fertility_by_age,per_1000
Netherlands,40-44,1973,7.1,fertility_by_age,per_1000
Netherlands,45-49,1973,0.5,fertility_by_age,per_1000
Portugal,15-19,1973,30.6,fertility_by_age,per_1000
Portugal,20-24,1973,129.9,fertility_by_age,per_1000
Portugal,25-29,1973,167.2,fertility_by_age,per_1000
Portugal,30-34,1973,116.2,fertility_by_age,per_1000
Portugal,35-39,1973,73.3,fertility_by_age,per_1000
Portugal,40-44,1973,32.0,fertility_by_age,per_1000
Portugal,45-49,1973,3.5,fertility_by_age,per_1000
Slovak Republic,15-19,1973,39.7,fertility_by_age,per_1000
Slovak Republic,20-24,1973,207.3,fertility_by_age,per_1000
Slovak Republic,25-29,1973,155.9,fertility_by_age,per_1000
Slovak Republic,30-34,1973,72.4,fertility_by_age,per_1000
Slovak Republic,35-39,1973,29.2,fertility_by_age,per_1000
Slovak Republic,40-44,1973,7.8,fertility_by_age,per_1000
Slovak Republic,45-49,1973,0.5,fertility_by_age,per_1000
Switzerland,15-19,1973,19.5,fertility_by_age,per_1000
Switzerland,20-24,1973,107.7,fertility_by_age,per_1000
Switzerland,25-29,1973,129.1,fertility_by_age,per_1000
Switzerland,30-34,1973,70.5,fertility_by_age,per_1000
Switzerland,35-39,1973,29.0,fertility_by_age,per_1000
Switzerland,40-44,1973,7.5,fertility_by_age,per_1000
Switzerland,45-49,1973,0.6,fertility_by_age,per_1000
United States,15-19,1973,59.3,fertility_by_age,per_1000
United States,20-24,1973,119.7,fertility_by_age,per_1000
United States,25-29,1973,112.2,fertility_by_age,per_1000
United States,30-34,1973,55.6,fertility_by_age,per_1000
United States,35-39,1973,22.1,fertility_by_age,per_1000
United States,40-44,1973,5.4,fertility_by_age,per_1000
United States,45-49,1973,0.3,fertility_by_age,per_1000
Bulgaria,15-19,1973,72.2,fertility_by_age,per_1000
Bulgaria,20-24,1973,194.0,fertility_by_age,per_1000
Bulgaria,25-29,1973,108.6,fertility_by_age,per_1000
Bulgaria,30-34,1973,39.7,fertility_by_age,per_1000
Bulgaria,35-39,1973,12.9,fertility_by_age,per_1000
Bulgaria,40-44,1973,3.0,fertility_by_age,per_1000
Bulgaria,45-49,1973,0.3,fertility_by_age,per_1000
Australia,15-19,1974,44.2,fertility_by_age,per_1000
Australia,20-24,1974,145.4,fertility_by_age,per_1000
Australia,25-29,1974,159.3,fertility_by_age,per_1000
Australia,30-34,1974,78.5,fertility_by_age,per_1000
Australia,35-39,1974,29.1,fertility_by_age,per_1000
Australia,40-44,1974,7.2,fertility_by_age,per_1000
Australia,45-49,1974,0.4,fertility_by_age,per_1000
Austria,15-19,1974,51.7,fertility_by_age,per_1000
Austria,20-24,1974,133.0,fertility_by_age,per_1000
Austria,25-29,1974,99.8,fertility_by_age,per_1000
Austria,30-34,1974,54.5,fertility_by_age,per_1000
Austria,35-39,1974,31.4,fertility_by_age,per_1000
Austria,40-44,1974,9.6,fertility_by_age,per_1000
Austria,45-49,1974,0.5,fertility_by_age,per_1000
Belgium,15-19,1974,29.6,fertility_by_age,per_1000
Belgium,20-24,1974,125.9,fertility_by_age,per_1000
Belgium,25-29,1974,122.4,fertility_by_age,per_1000
Belgium,30-34,1974,59.3,fertility_by_age,per_1000
Belgium,35-39,1974,23.1,fertility_by_age,per_1000
Belgium,40-44,1974,6.1,fertility_by_age,per_1000
Belgium,45-49,1974,0.4,fertility_by_age,per_1000
Canada,15-19,1974,35.3,fertility_by_age,per_1000
Canada,20-24,1974,113.1,fertility_by_age,per_1000
Canada,25-29,1974,131.1,fertility_by_age,per_1000
Canada,30-34,1974,66.6,fertility_by_age,per_1000
Canada,35-39,1974,23.0,fertility_by_age,per_1000
Canada,40-44,1974,5.5,fertility_by_age,per_1000
Canada,45-49,1974,0.4,fertility_by_age,per_1000
Czech Republic,15-19,1974,57.2,fertility_by_age,per_1000
Czech Republic,20-24,1974,213.8,fertility_by_age,per_1000
Czech Republic,25-29,1974,141.6,fertility_by_age,per_1000
Czech Republic,30-34,1974,60.1,fertility_by_age,per_1000
Czech Republic,35-39,1974,17.2,fertility_by_age,per_1000
Czech Republic,40-44,1974,2.7,fertility_by_age,per_1000
Czech Republic,45-49,1974,0.1,fertility_by_age,per_1000
Denmark,15-19,1974,25.5,fertility_by_age,per_1000
Denmark,20-24,1974,133.4,fertility_by_age,per_1000
Denmark,25-29,1974,133.3,fertility_by_age,per_1000
Denmark,30-34,1974,64.4,fertility_by_age,per_1000
Denmark,35-39,1974,20.4,fertility_by_age,per_1000
Denmark,40-44,1974,3.7,fertility_by_age,per_1000
Denmark,45-49,1974,0.2,fertility_by_age,per_1000
Estonia,15-19,1974,35.4,fertility_by_age,per_1000
Estonia,20-24,1974,163.2,fertility_by_age,per_1000
Estonia,25-29,1974,117.9,fertility_by_age,per_1000
Estonia,30-34,1974,62.6,fertility_by_age,per_1000
Estonia,35-39,1974,28.6,fertility_by_age,per_1000
Estonia,40-44,1974,6.5,fertility_by_age,per_1000
Estonia,45-49,1974,0.4,fertility_by_age,per_1000
Finland,15-19,1974,27.2,fertility_by_age,per_1000
Finland,20-24,1974,103.9,fertility_by_age,per_1000
Finland,25-29,1974,107.7,fertility_by_age,per_1000
Finland,30-34,1974,56.7,fertility_by_age,per_1000
Finland,35-39,1974,23.1,fertility_by_age,per_1000
Finland,40-44,1974,5.8,fertility_by_age,per_1000
Finland,45-49,1974,0.5,fertility_by_age,per_1000
Greece,15-19,1974,44.3,fertility_by_age,per_1000
Greece,20-24,1974,155.5,fertility_by_age,per_1000
Greece,25-29,1974,142.8,fertility_by_age,per_1000
Greece,30-34,1974,83.1,fertility_by_age,per_1000
Greece,35-39,1974,37.3,fertility_by_age,per_1000
Greece,40-44,1974,9.1,fertility_by_age,per_1000
Greece,45-49,1974,0.8,fertility_by_age,per_1000
Hungary,15-19,1974,67.1,fertility_by_age,per_1000
Hungary,20-24,1974,180.5,fertility_by_age,per_1000
Hungary,25-29,1974,128.6,fertility_by_age,per_1000
Hungary,30-34,1974,59.9,fertility_by_age,per_1000
Hungary,35-39,1974,20.0,fertility_by_age,per_1000
Hungary,40-44,1974,4.4,fertility_by_age,per_1000
Hungary,45-49,1974,0.2,fertility_by_age,per_1000
Ireland,15-19,1974,22.5,fertility_by_age,per_1000
Ireland,20-24,1974,144.3,fertility_by_age,per_1000
Ireland,25-29,1974,227.1,fertility_by_age,per_1000
Ireland,30-34,1974,169.8,fertility_by_age,per_1000
Ireland,35-39,1974,110.6,fertility_by_age,per_1000
Ireland,40-44,1974,39.9,fertility_by_age,per_1000
Ireland,45-49,1974,2.8,fertility_by_age,per_1000
Israel,15-19,1974,42.2,fertility_by_age,per_1000
Israel,20-24,1974,210.2,fertility_by_age,per_1000
Israel,25-29,1974,241.8,fertility_by_age,per_1000
Israel,30-34,1974,167.0,fertility_by_age,per_1000
Israel,35-39,1974,89.1,fertility_by_age,per_1000
Israel,40-44,1974,23.5,fertility_by_age,per_1000
Israel,45-49,1974,2.5,fertility_by_age,per_1000
Italy,15-19,1974,32.5,fertility_by_age,per_1000
Italy,20-24,1974,131.1,fertility_by_age,per_1000
Italy,25-29,1974,146.6,fertility_by_age,per_1000
Italy,30-34,1974,88.5,fertility_by_age,per_1000
Italy,35-39,1974,43.5,fertility_by_age,per_1000
Italy,40-44,1974,13.7,fertility_by_age,per_1000
Italy,45-49,1974,0.9,fertility_by_age,per_1000
Netherlands,15-19,1974,15.2,fertility_by_age,per_1000
Netherlands,20-24,1974,105.6,fertility_by_age,per_1000
Netherlands,25-29,1974,143.3,fertility_by_age,per_1000
Netherlands,30-34,1974,64.2,fertility_by_age,per_1000
Netherlands,35-39,1974,22.5,fertility_by_age,per_1000
Netherlands,40-44,1974,5.9,fertility_by_age,per_1000
Netherlands,45-49,1974,0.4,fertility_by_age,per_1000
Portugal,15-19,1974,33.1,fertility_by_age,per_1000
Portugal,20-24,1974,130.2,fertility_by_age,per_1000
Portugal,25-29,1974,160.6,fertility_by_age,per_1000
Portugal,30-34,1974,109.8,fertility_by_age,per_1000
Portugal,35-39,1974,71.6,fertility_by_age,per_1000
Portugal,40-44,1974,29.2,fertility_by_age,per_1000
Portugal,45-49,1974,2.9,fertility_by_age,per_1000
Slovak Republic,15-19,1974,44.4,fertility_by_age,per_1000
Slovak Republic,20-24,1974,213.4,fertility_by_age,per_1000
Slovak Republic,25-29,1974,155.7,fertility_by_age,per_1000
Slovak Republic,30-34,1974,72.7,fertility_by_age,per_1000
Slovak Republic,35-39,1974,29.2,fertility_by_age,per_1000
Slovak Republic,40-44,1974,7.0,fertility_by_age,per_1000
Slovak Republic,45-49,1974,0.5,fertility_by_age,per_1000
Switzerland,15-19,1974,17.6,fertility_by_age,per_1000
Switzerland,20-24,1974,103.2,fertility_by_age,per_1000
Switzerland,25-29,1974,125.8,fertility_by_age,per_1000
Switzerland,30-34,1974,68.7,fertility_by_age,per_1000
Switzerland,35-39,1974,26.4,fertility_by_age,per_1000
Switzerland,40-44,1974,6.1,fertility_by_age,per_1000
Switzerland,45-49,1974,0.5,fertility_by_age,per_1000
United States,15-19,1974,57.5,fertility_by_age,per_1000
United States,20-24,1974,117.7,fertility_by_age,per_1000
United States,25-29,1974,111.5,fertility_by_age,per_1000
United States,30-34,1974,53.8,fertility_by_age,per_1000
United States,35-39,1974,20.2,fertility_by_age,per_1000
United States,40-44,1974,4.8,fertility_by_age,per_1000
United States,45-49,1974,0.3,fertility_by_age,per_1000
Bulgaria,15-19,1974,74.2,fertility_by_age,per_1000
Bulgaria,20-24,1974,204.6,fertility_by_age,per_1000
Bulgaria,25-29,1974,120.1,fertility_by_age,per_1000
Bulgaria,30-34,1974,43.7,fertility_by_age,per_1000
Bulgaria,35-39,1974,13.4,fertility_by_age,per_1000
Bulgaria,40-44,1974,3.0,fertility_by_age,per_1000
Bulgaria,45-49,1974,0.2,fertility_by_age,per_1000
Australia,15-19,1975,40.1,fertility_by_age,per_1000
Australia,20-24,1975,133.9,fertility_by_age,per_1000
Australia,25-29,1975,149.6,fertility_by_age,per_1000
Australia,30-34,1975,74.1,fertility_by_age,per_1000
Australia,35-39,1975,26.0,fertility_by_age,per_1000
Australia,40-44,1975,6.1,fertility_by_age,per_1000
Australia,45-49,1975,0.4,fertility_by_age,per_1000
Austria,15-19,1975,47.0,fertility_by_age,per_1000
Austria,20-24,1975,129.3,fertility_by_age,per_1000
Austria,25-29,1975,99.3,fertility_by_age,per_1000
Austria,30-34,1975,51.7,fertility_by_age,per_1000
Austria,35-39,1975,28.5,fertility_by_age,per_1000
Austria,40-44,1975,8.3,fertility_by_age,per_1000
Austria,45-49,1975,0.5,fertility_by_age,per_1000
Belgium,15-19,1975,28.0,fertility_by_age,per_1000
Belgium,20-24,1975,119.6,fertility_by_age,per_1000
Belgium,25-29,1975,119.2,fertility_by_age,per_1000
Belgium,30-34,1975,54.9,fertility_by_age,per_1000
Belgium,35-39,1975,20.7,fertility_by_age,per_1000
Belgium,40-44,1975,5.2,fertility_by_age,per_1000
Belgium,45-49,1975,0.3,fertility_by_age,per_1000
Canada,15-19,1975,35.3,fertility_by_age,per_1000
Canada,20-24,1975,112.7,fertility_by_age,per_1000
Canada,25-29,1975,131.2,fertility_by_age,per_1000
Canada,30-34,1975,64.4,fertility_by_age,per_1000
Canada,35-39,1975,21.6,fertility_by_age,per_1000
Canada,40-44,1975,4.8,fertility_by_age,per_1000
Canada,45-49,1975,0.4,fertility_by_age,per_1000
Czech Republic,15-19,1975,61.2,fertility_by_age,per_1000
Czech Republic,20-24,1975,213.2,fertility_by_age,per_1000
Czech Republic,25-29,1975,135.0,fertility_by_age,per_1000
Czech Republic,30-34,1975,57.3,fertility_by_age,per_1000
Czech Republic,35-39,1975,17.0,fertility_by_age,per_1000
Czech Republic,40-44,1975,2.7,fertility_by_age,per_1000
Czech Republic,45-49,1975,0.1,fertility_by_age,per_1000
Denmark,15-19,1975,26.8,fertility_by_age,per_1000
Denmark,20-24,1975,136.7,fertility_by_age,per_1000
Denmark,25-29,1975,136.0,fertility_by_age,per_1000
Denmark,30-34,1975,63.6,fertility_by_age,per_1000
Denmark,35-39,1975,18.2,fertility_by_age,per_1000
Denmark,40-44,1975,3.4,fertility_by_age,per_1000
Denmark,45-49,1975,0.2,fertility_by_age,per_1000
Estonia,15-19,1975,35.9,fertility_by_age,per_1000
Estonia,20-24,1975,163.3,fertility_by_age,per_1000
Estonia,25-29,1975,116.5,fertility_by_age,per_1000
Estonia,30-34,1975,59.7,fertility_by_age,per_1000
Estonia,35-39,1975,25.9,fertility_by_age,per_1000
Estonia,40-44,1975,6.1,fertility_by_age,per_1000
Estonia,45-49,1975,0.4,fertility_by_age,per_1000
Finland,15-19,1975,27.5,fertility_by_age,per_1000
Finland,20-24,1975,105.5,fertility_by_age,per_1000
Finland,25-29,1975,113.9,fertility_by_age,per_1000
Finland,30-34,1975,59.6,fertility_by_age,per_1000
Finland,35-39,1975,24.7,fertility_by_age,per_1000
Finland,40-44,1975,5.9,fertility_by_age,per_1000
Finland,45-49,1975,0.4,fertility_by_age,per_1000
Greece,15-19,1975,44.7,fertility_by_age,per_1000
Greece,20-24,1975,154.1,fertility_by_age,per_1000
Greece,25-29,1975,139.0,fertility_by_age,per_1000
Greece,30-34,1975,80.6,fertility_by_age,per_1000
Greece,35-39,1975,35.5,fertility_by_age,per_1000
Greece,40-44,1975,8.7,fertility_by_age,per_1000
Greece,45-49,1975,0.8,fertility_by_age,per_1000
Hungary,15-19,1975,72.1,fertility_by_age,per_1000
Hungary,20-24,1975,183.5,fertility_by_age,per_1000
Hungary,25-29,1975,133.8,fertility_by_age,per_1000
Hungary,30-34,1975,62.1,fertility_by_age,per_1000
Hungary,35-39,1975,20.2,fertility_by_age,per_1000
Hungary,40-44,1975,4.2,fertility_by_age,per_1000
Hungary,45-49,1975,0.2,fertility_by_age,per_1000
Ireland,15-19,1975,22.7,fertility_by_age,per_1000
Ireland,20-24,1975,137.6,fertility_by_age,per_1000
Ireland,25-29,1975,213.9,fertility_by_age,per_1000
Ireland,30-34,1975,160.5,fertility_by_age,per_1000
Ireland,35-39,1975,99.6,fertility_by_age,per_1000
Ireland,40-44,1975,36.8,fertility_by_age,per_1000
Ireland,45-49,1975,2.6,fertility_by_age,per_1000
Israel,15-19,1975,44.6,fertility_by_age,per_1000
Israel,20-24,1975,209.0,fertility_by_age,per_1000
Israel,25-29,1975,232.2,fertility_by_age,per_1000
Israel,30-34,1975,166.7,fertility_by_age,per_1000
Israel,35-39,1975,85.5,fertility_by_age,per_1000
Israel,40-44,1975,21.3,fertility_by_age,per_1000
Israel,45-49,1975,2.4,fertility_by_age,per_1000
Italy,15-19,1975,31.8,fertility_by_age,per_1000
Italy,20-24,1975,127.6,fertility_by_age,per_1000
Italy,25-29,1975,137.9,fertility_by_age,per_1000
Italy,30-34,1975,82.7,fertility_by_age,per_1000
Italy,35-39,1975,40.0,fertility_by_age,per_1000
Italy,40-44,1975,12.4,fertility_by_age,per_1000
Italy,45-49,1975,0.9,fertility_by_age,per_1000
Netherlands,15-19,1975,12.6,fertility_by_age,per_1000
Netherlands,20-24,1975,97.9,fertility_by_age,per_1000
Netherlands,25-29,1975,137.6,fertility_by_age,per_1000
Netherlands,30-34,1975,60.6,fertility_by_age,per_1000
Netherlands,35-39,1975,19.9,fertility_by_age,per_1000
Netherlands,40-44,1975,4.7,fertility_by_age,per_1000
Netherlands,45-49,1975,0.4,fertility_by_age,per_1000
Portugal,15-19,1975,39.3,fertility_by_age,per_1000
Portugal,20-24,1975,153.0,fertility_by_age,per_1000
Portugal,25-29,1975,160.9,fertility_by_age,per_1000
Portugal,30-34,1975,103.5,fertility_by_age,per_1000
Portugal,35-39,1975,63.6,fertility_by_age,per_1000
Portugal,40-44,1975,26.4,fertility_by_age,per_1000
Portugal,45-49,1975,2.6,fertility_by_age,per_1000
Slovak Republic,15-19,1975,46.4,fertility_by_age,per_1000
Slovak Republic,20-24,1975,208.5,fertility_by_age,per_1000
Slovak Republic,25-29,1975,152.5,fertility_by_age,per_1000
Slovak Republic,30-34,1975,68.6,fertility_by_age,per_1000
Slovak Republic,35-39,1975,27.1,fertility_by_age,per_1000
Slovak Republic,40-44,1975,6.2,fertility_by_age,per_1000
Slovak Republic,45-49,1975,0.4,fertility_by_age,per_1000
Switzerland,15-19,1975,15.3,fertility_by_age,per_1000
Switzerland,20-24,1975,94.5,fertility_by_age,per_1000
Switzerland,25-29,1975,121.0,fertility_by_age,per_1000
Switzerland,30-34,1975,64.1,fertility_by_age,per_1000
Switzerland,35-39,1975,23.0,fertility_by_age,per_1000
Switzerland,40-44,1975,5.7,fertility_by_age,per_1000
Switzerland,45-49,1975,0.3,fertility_by_age,per_1000
United States,15-19,1975,55.6,fertility_by_age,per_1000
United States,20-24,1975,113.0,fertility_by_age,per_1000
United States,25-29,1975,108.2,fertility_by_age,per_1000
United States,30-34,1975,52.3,fertility_by_age,per_1000
United States,35-39,1975,19.5,fertility_by_age,per_1000
United States,40-44,1975,4.6,fertility_by_age,per_1000
United States,45-49,1975,0.3,fertility_by_age,per_1000
Bulgaria,15-19,1975,74.6,fertility_by_age,per_1000
Bulgaria,20-24,1975,198.3,fertility_by_age,per_1000
Bulgaria,25-29,1975,115.2,fertility_by_age,per_1000
Bulgaria,30-34,1975,42.4,fertility_by_age,per_1000
Bulgaria,35-39,1975,12.9,fertility_by_age,per_1000
Bulgaria,40-44,1975,2.9,fertility_by_age,per_1000
Bulgaria,45-49,1975,0.2,fertility_by_age,per_1000
Australia,15-19,1976,35.2,fertility_by_age,per_1000
Australia,20-24,1976,128.2,fertility_by_age,per_1000
Australia,25-29,1976,146.2,fertility_by_age,per_1000
Australia,30-34,1976,72.5,fertility_by_age,per_1000
Australia,35-39,1976,24.1,fertility_by_age,per_1000
Australia,40-44,1976,5.5,fertility_by_age,per_1000
Australia,45-49,1976,0.4,fertility_by_age,per_1000
Austria,15-19,1976,40.9,fertility_by_age,per_1000
Austria,20-24,1976,120.0,fertility_by_age,per_1000
Austria,25-29,1976,96.2,fertility_by_age,per_1000
Austria,30-34,1976,47.4,fertility_by_age,per_1000
Austria,35-39,1976,24.1,fertility_by_age,per_1000
Austria,40-44,1976,7.0,fertility_by_age,per_1000
Austria,45-49,1976,0.4,fertility_by_age,per_1000
Belgium,15-19,1976,26.8,fertility_by_age,per_1000
Belgium,20-24,1976,118.4,fertility_by_age,per_1000
Belgium,25-29,1976,121.6,fertility_by_age,per_1000
Belgium,30-34,1976,55.0,fertility_by_age,per_1000
Belgium,35-39,1976,19.0,fertility_by_age,per_1000
Belgium,40-44,1976,4.6,fertility_by_age,per_1000
Belgium,45-49,1976,0.3,fertility_by_age,per_1000
Canada,15-19,1976,33.4,fertility_by_age,per_1000
Canada,20-24,1976,110.3,fertility_by_age,per_1000
Canada,25-29,1976,129.9,fertility_by_age,per_1000
Canada,30-34,1976,65.6,fertility_by_age,per_1000
Canada,35-39,1976,21.1,fertility_by_age,per_1000
Canada,40-44,1976,4.3,fertility_by_age,per_1000
Canada,45-49,1976,0.3,fertility_by_age,per_1000
Czech Republic,15-19,1976,62.4,fertility_by_age,per_1000
Czech Republic,20-24,1976,210.5,fertility_by_age,per_1000
Czech Republic,25-29,1976,129.8,fertility_by_age,per_1000
Czech Republic,30-34,1976,55.1,fertility_by_age,per_1000
Czech Republic,35-39,1976,17.5,fertility_by_age,per_1000
Czech Republic,40-44,1976,2.5,fertility_by_age,per_1000
Czech Republic,45-49,1976,0.2,fertility_by_age,per_1000
Denmark,15-19,1976,23.0,fertility_by_age,per_1000
Denmark,20-24,1976,121.2,fertility_by_age,per_1000
Denmark,25-29,1976,125.0,fertility_by_age,per_1000
Denmark,30-34,1976,59.1,fertility_by_age,per_1000
Denmark,35-39,1976,18.2,fertility_by_age,per_1000
Denmark,40-44,1976,3.2,fertility_by_age,per_1000
Denmark,45-49,1976,0.1,fertility_by_age,per_1000
Estonia,15-19,1976,36.8,fertility_by_age,per_1000
Estonia,20-24,1976,168.1,fertility_by_age,per_1000
Estonia,25-29,1976,115.1,fertility_by_age,per_1000
Estonia,30-34,1976,60.2,fertility_by_age,per_1000
Estonia,35-39,1976,25.7,fertility_by_age,per_1000
Estonia,40-44,1976,6.1,fertility_by_age,per_1000
Estonia,45-49,1976,0.1,fertility_by_age,per_1000
Finland,15-19,1976,26.1,fertility_by_age,per_1000
Finland,20-24,1976,103.8,fertility_by_age,per_1000
Finland,25-29,1976,116.3,fertility_by_age,per_1000
Finland,30-34,1976,65.6,fertility_by_age,per_1000
Finland,35-39,1976,25.2,fertility_by_age,per_1000
Finland,40-44,1976,5.7,fertility_by_age,per_1000
Finland,45-49,1976,0.5,fertility_by_age,per_1000
Greece,15-19,1976,48.0,fertility_by_age,per_1000
Greece,20-24,1976,159.8,fertility_by_age,per_1000
Greece,25-29,1976,141.0,fertility_by_age,per_1000
Greece,30-34,1976,77.7,fertility_by_age,per_1000
Greece,35-39,1976,33.4,fertility_by_age,per_1000
Greece,40-44,1976,8.2,fertility_by_age,per_1000
Greece,45-49,1976,0.8,fertility_by_age,per_1000
Hungary,15-19,1976,74.6,fertility_by_age,per_1000
Hungary,20-24,1976,178.1,fertility_by_age,per_1000
Hungary,25-29,1976,121.9,fertility_by_age,per_1000
Hungary,30-34,1976,54.3,fertility_by_age,per_1000
Hungary,35-39,1976,18.3,fertility_by_age,per_1000
Hungary,40-44,1976,3.8,fertility_by_age,per_1000
Hungary,45-49,1976,0.2,fertility_by_age,per_1000
Ireland,15-19,1976,21.8,fertility_by_age,per_1000
Ireland,20-24,1976,132.9,fertility_by_age,per_1000
Ireland,25-29,1976,209.7,fertility_by_age,per_1000
Ireland,30-34,1976,160.5,fertility_by_age,per_1000
Ireland,35-39,1976,94.5,fertility_by_age,per_1000
Ireland,40-44,1976,34.9,fertility_by_age,per_1000
Ireland,45-49,1976,3.1,fertility_by_age,per_1000
Israel,15-19,1976,43.6,fertility_by_age,per_1000
Israel,20-24,1976,209.9,fertility_by_age,per_1000
Israel,25-29,1976,229.2,fertility_by_age,per_1000
Israel,30-34,1976,169.1,fertility_by_age,per_1000
Israel,35-39,1976,84.8,fertility_by_age,per_1000
Israel,40-44,1976,21.7,fertility_by_age,per_1000
Israel,45-49,1976,2.5,fertility_by_age,per_1000
Italy,15-19,1976,30.2,fertility_by_age,per_1000
Italy,20-24,1976,121.6,fertility_by_age,per_1000
Italy,25-29,1976,129.3,fertility_by_age,per_1000
Italy,30-34,1976,78.5,fertility_by_age,per_1000
Italy,35-39,1976,36.2,fertility_by_age,per_1000
Italy,40-44,1976,11.0,fertility_by_age,per_1000
Italy,45-49,1976,0.9,fertility_by_age,per_1000
Netherlands,15-19,1976,11.3,fertility_by_age,per_1000
Netherlands,20-24,1976,94.5,fertility_by_age,per_1000
Netherlands,25-29,1976,138.0,fertility_by_age,per_1000
Netherlands,30-34,1976,60.4,fertility_by_age,per_1000
Netherlands,35-39,1976,18.2,fertility_by_age,per_1000
Netherlands,40-44,1976,4.4,fertility_by_age,per_1000
Netherlands,45-49,1976,0.3,fertility_by_age,per_1000
Portugal,15-19,1976,50.8,fertility_by_age,per_1000
Portugal,20-24,1976,180.5,fertility_by_age,per_1000
Portugal,25-29,1976,156.0,fertility_by_age,per_1000
Portugal,30-34,1976,93.2,fertility_by_age,per_1000
Portugal,35-39,1976,56.0,fertility_by_age,per_1000
Portugal,40-44,1976,23.4,fertility_by_age,per_1000
Portugal,45-49,1976,2.4,fertility_by_age,per_1000
Slovak Republic,15-19,1976,48.0,fertility_by_age,per_1000
Slovak Republic,20-24,1976,209.7,fertility_by_age,per_1000
Slovak Republic,25-29,1976,150.2,fertility_by_age,per_1000
Slovak Republic,30-34,1976,68.8,fertility_by_age,per_1000
Slovak Republic,35-39,1976,26.0,fertility_by_age,per_1000
Slovak Republic,40-44,1976,5.9,fertility_by_age,per_1000
Slovak Republic,45-49,1976,0.4,fertility_by_age,per_1000
Switzerland,15-19,1976,12.6,fertility_by_age,per_1000
Switzerland,20-24,1976,89.0,fertility_by_age,per_1000
Switzerland,25-29,1976,118.3,fertility_by_age,per_1000
Switzerland,30-34,1976,63.7,fertility_by_age,per_1000
Switzerland,35-39,1976,21.4,fertility_by_age,per_1000
Switzerland,40-44,1976,4.8,fertility_by_age,per_1000
Switzerland,45-49,1976,0.4,fertility_by_age,per_1000
United States,15-19,1976,52.8,fertility_by_age,per_1000
United States,20-24,1976,110.3,fertility_by_age,per_1000
United States,25-29,1976,106.2,fertility_by_age,per_1000
United States,30-34,1976,53.6,fertility_by_age,per_1000
United States,35-39,1976,19.0,fertility_by_age,per_1000
United States,40-44,1976,4.3,fertility_by_age,per_1000
United States,45-49,1976,0.2,fertility_by_age,per_1000
Bulgaria,15-19,1976,77.3,fertility_by_age,per_1000
Bulgaria,20-24,1976,202.8,fertility_by_age,per_1000
Bulgaria,25-29,1976,112.2,fertility_by_age,per_1000
Bulgaria,30-34,1976,41.0,fertility_by_age,per_1000
Bulgaria,35-39,1976,13.1,fertility_by_age,per_1000
Bulgaria,40-44,1976,2.7,fertility_by_age,per_1000
Bulgaria,45-49,1976,0.2,fertility_by_age,per_1000
Australia,15-19,1977,32.1,fertility_by_age,per_1000
Australia,20-24,1977,122.0,fertility_by_age,per_1000
Australia,25-29,1977,145.7,fertility_by_age,per_1000
Australia,30-34,1977,74.1,fertility_by_age,per_1000
Australia,35-39,1977,23.9,fertility_by_age,per_1000
Australia,40-44,1977,5.0,fertility_by_age,per_1000
Australia,45-49,1977,0.3,fertility_by_age,per_1000
Austria,15-19,1977,36.5,fertility_by_age,per_1000
Austria,20-24,1977,117.6,fertility_by_age,per_1000
Austria,25-29,1977,94.0,fertility_by_age,per_1000
Austria,30-34,1977,47.2,fertility_by_age,per_1000
Austria,35-39,1977,21.9,fertility_by_age,per_1000
Austria,40-44,1977,6.7,fertility_by_age,per_1000
Austria,45-49,1977,0.5,fertility_by_age,per_1000
Belgium,15-19,1977,25.0,fertility_by_age,per_1000
Belgium,20-24,1977,116.4,fertility_by_age,per_1000
Belgium,25-29,1977,123.2,fertility_by_age,per_1000
Belgium,30-34,1977,54.6,fertility_by_age,per_1000
Belgium,35-39,1977,18.6,fertility_by_age,per_1000
Belgium,40-44,1977,4.2,fertility_by_age,per_1000
