country,year,value,category,sex,indicator,unit,source
Denmark,1979,30.7,total,all,mean_age_first_marriage,%,OECD
Finland,1979,12.0,total,all,mean_age_first_marriage,%,OECD
Germany,1979,10.7,total,all,mean_age_first_marriage,%,OECD
Greece,1979,1.4,total,all,mean_age_first_marriage,%,OECD
Hungary,1979,6.6,total,all,mean_age_first_marriage,%,OECD
Italy,1979,3.9,total,all,mean_age_first_marriage,%,OECD
Latvia,1979,12.3,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1979,5.6,total,all,mean_age_first_marriage,%,OECD
Netherlands,1979,3.4,total,all,mean_age_first_marriage,%,OECD
New Zealand,1979,20.9,total,all,mean_age_first_marriage,%,OECD
Norway,1979,13.0,total,all,mean_age_first_marriage,%,OECD
Portugal,1979,8.2,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1979,5.4,total,all,mean_age_first_marriage,%,OECD
Slovenia,1979,11.8,total,all,mean_age_first_marriage,%,OECD
Spain,1979,2.8,total,all,mean_age_first_marriage,%,OECD
Sweden,1979,37.5,total,all,mean_age_first_marriage,%,OECD
Switzerland,1979,4.4,total,all,mean_age_first_marriage,%,OECD
United States,1979,17.1,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1979,10.6,total,all,mean_age_first_marriage,%,OECD
Croatia,1979,5.1,total,all,mean_age_first_marriage,%,OECD
Austria,1980,17.8,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1980,5.6,total,all,mean_age_first_marriage,%,OECD
Denmark,1980,33.2,total,all,mean_age_first_marriage,%,OECD
Finland,1980,13.1,total,all,mean_age_first_marriage,%,OECD
Germany,1980,11.9,total,all,mean_age_first_marriage,%,OECD
Greece,1980,1.5,total,all,mean_age_first_marriage,%,OECD
Hungary,1980,7.1,total,all,mean_age_first_marriage,%,OECD
Italy,1980,4.3,total,all,mean_age_first_marriage,%,OECD
Latvia,1980,12.5,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1980,6.0,total,all,mean_age_first_marriage,%,OECD
Netherlands,1980,4.1,total,all,mean_age_first_marriage,%,OECD
New Zealand,1980,21.5,total,all,mean_age_first_marriage,%,OECD
Norway,1980,14.5,total,all,mean_age_first_marriage,%,OECD
Portugal,1980,9.2,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1980,5.7,total,all,mean_age_first_marriage,%,OECD
Slovenia,1980,13.1,total,all,mean_age_first_marriage,%,OECD
Spain,1980,3.9,total,all,mean_age_first_marriage,%,OECD
Sweden,1980,39.7,total,all,mean_age_first_marriage,%,OECD
Switzerland,1980,4.7,total,all,mean_age_first_marriage,%,OECD
United States,1980,18.4,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1980,10.9,total,all,mean_age_first_marriage,%,OECD
Croatia,1980,5.1,total,all,mean_age_first_marriage,%,OECD
Austria,1981,19.5,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1981,5.8,total,all,mean_age_first_marriage,%,OECD
Denmark,1981,35.7,total,all,mean_age_first_marriage,%,OECD
Finland,1981,13.3,total,all,mean_age_first_marriage,%,OECD
Germany,1981,12.8,total,all,mean_age_first_marriage,%,OECD
Greece,1981,1.6,total,all,mean_age_first_marriage,%,OECD
Hungary,1981,7.4,total,all,mean_age_first_marriage,%,OECD
Italy,1981,4.4,total,all,mean_age_first_marriage,%,OECD
Latvia,1981,12.9,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1981,7.1,total,all,mean_age_first_marriage,%,OECD
Netherlands,1981,4.8,total,all,mean_age_first_marriage,%,OECD
New Zealand,1981,22.5,total,all,mean_age_first_marriage,%,OECD
Norway,1981,16.1,total,all,mean_age_first_marriage,%,OECD
Portugal,1981,9.5,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1981,5.7,total,all,mean_age_first_marriage,%,OECD
Slovenia,1981,14.1,total,all,mean_age_first_marriage,%,OECD
Spain,1981,4.4,total,all,mean_age_first_marriage,%,OECD
Sweden,1981,41.2,total,all,mean_age_first_marriage,%,OECD
Switzerland,1981,5.2,total,all,mean_age_first_marriage,%,OECD
United States,1981,18.9,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1981,10.3,total,all,mean_age_first_marriage,%,OECD
Croatia,1981,5.2,total,all,mean_age_first_marriage,%,OECD
Austria,1982,21.6,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1982,6.4,total,all,mean_age_first_marriage,%,OECD
Denmark,1982,38.3,total,all,mean_age_first_marriage,%,OECD
Finland,1982,13.6,total,all,mean_age_first_marriage,%,OECD
Germany,1982,14.3,total,all,mean_age_first_marriage,%,OECD
Greece,1982,1.5,total,all,mean_age_first_marriage,%,OECD
Hungary,1982,7.7,total,all,mean_age_first_marriage,%,OECD
Italy,1982,4.7,total,all,mean_age_first_marriage,%,OECD
Latvia,1982,13.2,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1982,6.2,total,all,mean_age_first_marriage,%,OECD
Netherlands,1982,5.9,total,all,mean_age_first_marriage,%,OECD
New Zealand,1982,22.8,total,all,mean_age_first_marriage,%,OECD
Norway,1982,17.6,total,all,mean_age_first_marriage,%,OECD
Portugal,1982,10.0,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1982,5.9,total,all,mean_age_first_marriage,%,OECD
Slovenia,1982,15.2,total,all,mean_age_first_marriage,%,OECD
Spain,1982,5.1,total,all,mean_age_first_marriage,%,OECD
Sweden,1982,42.0,total,all,mean_age_first_marriage,%,OECD
Switzerland,1982,5.5,total,all,mean_age_first_marriage,%,OECD
United States,1982,19.4,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1982,11.4,total,all,mean_age_first_marriage,%,OECD
Croatia,1982,5.4,total,all,mean_age_first_marriage,%,OECD
Austria,1983,22.4,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1983,6.8,total,all,mean_age_first_marriage,%,OECD
Denmark,1983,40.6,total,all,mean_age_first_marriage,%,OECD
Finland,1983,14.0,total,all,mean_age_first_marriage,%,OECD
Germany,1983,15.4,total,all,mean_age_first_marriage,%,OECD
Greece,1983,1.6,total,all,mean_age_first_marriage,%,OECD
Hungary,1983,8.3,total,all,mean_age_first_marriage,%,OECD
Italy,1983,4.9,total,all,mean_age_first_marriage,%,OECD
Latvia,1983,13.5,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1983,8.1,total,all,mean_age_first_marriage,%,OECD
Netherlands,1983,7.0,total,all,mean_age_first_marriage,%,OECD
New Zealand,1983,23.7,total,all,mean_age_first_marriage,%,OECD
Norway,1983,19.3,total,all,mean_age_first_marriage,%,OECD
Portugal,1983,10.7,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1983,6.0,total,all,mean_age_first_marriage,%,OECD
Slovenia,1983,16.9,total,all,mean_age_first_marriage,%,OECD
Spain,1983,5.2,total,all,mean_age_first_marriage,%,OECD
Sweden,1983,43.6,total,all,mean_age_first_marriage,%,OECD
Switzerland,1983,5.4,total,all,mean_age_first_marriage,%,OECD
United States,1983,20.3,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1983,11.3,total,all,mean_age_first_marriage,%,OECD
Croatia,1983,5.5,total,all,mean_age_first_marriage,%,OECD
Austria,1984,21.5,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1984,7.2,total,all,mean_age_first_marriage,%,OECD
Denmark,1984,41.9,total,all,mean_age_first_marriage,%,OECD
Finland,1984,15.1,total,all,mean_age_first_marriage,%,OECD
Germany,1984,15.9,total,all,mean_age_first_marriage,%,OECD
Greece,1984,1.7,total,all,mean_age_first_marriage,%,OECD
Hungary,1984,8.8,total,all,mean_age_first_marriage,%,OECD
Italy,1984,5.1,total,all,mean_age_first_marriage,%,OECD
Latvia,1984,14.3,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1984,8.2,total,all,mean_age_first_marriage,%,OECD
Netherlands,1984,7.7,total,all,mean_age_first_marriage,%,OECD
New Zealand,1984,24.3,total,all,mean_age_first_marriage,%,OECD
Norway,1984,21.3,total,all,mean_age_first_marriage,%,OECD
Portugal,1984,11.5,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1984,6.2,total,all,mean_age_first_marriage,%,OECD
Slovenia,1984,18.2,total,all,mean_age_first_marriage,%,OECD
Spain,1984,6.8,total,all,mean_age_first_marriage,%,OECD
Sweden,1984,44.6,total,all,mean_age_first_marriage,%,OECD
Switzerland,1984,5.7,total,all,mean_age_first_marriage,%,OECD
United States,1984,21.0,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1984,11.4,total,all,mean_age_first_marriage,%,OECD
Croatia,1984,5.5,total,all,mean_age_first_marriage,%,OECD
Austria,1985,22.4,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1985,7.3,total,all,mean_age_first_marriage,%,OECD
Denmark,1985,43.0,total,all,mean_age_first_marriage,%,OECD
Finland,1985,16.4,total,all,mean_age_first_marriage,%,OECD
Germany,1985,16.2,total,all,mean_age_first_marriage,%,OECD
Greece,1985,1.8,total,all,mean_age_first_marriage,%,OECD
Hungary,1985,9.2,total,all,mean_age_first_marriage,%,OECD
Italy,1985,5.4,total,all,mean_age_first_marriage,%,OECD
Latvia,1985,14.4,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1985,8.7,total,all,mean_age_first_marriage,%,OECD
Netherlands,1985,8.3,total,all,mean_age_first_marriage,%,OECD
New Zealand,1985,24.9,total,all,mean_age_first_marriage,%,OECD
Norway,1985,25.8,total,all,mean_age_first_marriage,%,OECD
Portugal,1985,12.3,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1985,6.6,total,all,mean_age_first_marriage,%,OECD
Slovenia,1985,19.1,total,all,mean_age_first_marriage,%,OECD
Spain,1985,8.0,total,all,mean_age_first_marriage,%,OECD
Sweden,1985,46.4,total,all,mean_age_first_marriage,%,OECD
Switzerland,1985,5.6,total,all,mean_age_first_marriage,%,OECD
United States,1985,22.0,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1985,11.7,total,all,mean_age_first_marriage,%,OECD
Croatia,1985,5.9,total,all,mean_age_first_marriage,%,OECD
Austria,1986,23.3,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1986,7.4,total,all,mean_age_first_marriage,%,OECD
Denmark,1986,43.9,total,all,mean_age_first_marriage,%,OECD
Finland,1986,18.0,total,all,mean_age_first_marriage,%,OECD
Germany,1986,16.1,total,all,mean_age_first_marriage,%,OECD
Greece,1986,1.8,total,all,mean_age_first_marriage,%,OECD
Hungary,1986,9.5,total,all,mean_age_first_marriage,%,OECD
Italy,1986,5.7,total,all,mean_age_first_marriage,%,OECD
Latvia,1986,15.0,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1986,10.2,total,all,mean_age_first_marriage,%,OECD
Netherlands,1986,8.8,total,all,mean_age_first_marriage,%,OECD
New Zealand,1986,27.0,total,all,mean_age_first_marriage,%,OECD
Norway,1986,27.9,total,all,mean_age_first_marriage,%,OECD
Portugal,1986,12.8,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1986,6.8,total,all,mean_age_first_marriage,%,OECD
Slovenia,1986,19.7,total,all,mean_age_first_marriage,%,OECD
Spain,1986,8.0,total,all,mean_age_first_marriage,%,OECD
Sweden,1986,48.4,total,all,mean_age_first_marriage,%,OECD
Switzerland,1986,5.7,total,all,mean_age_first_marriage,%,OECD
United States,1986,23.4,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1986,10.9,total,all,mean_age_first_marriage,%,OECD
Croatia,1986,6.2,total,all,mean_age_first_marriage,%,OECD
Austria,1987,23.4,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1987,7.2,total,all,mean_age_first_marriage,%,OECD
Denmark,1987,44.5,total,all,mean_age_first_marriage,%,OECD
Finland,1987,19.2,total,all,mean_age_first_marriage,%,OECD
Germany,1987,15.7,total,all,mean_age_first_marriage,%,OECD
Greece,1987,2.1,total,all,mean_age_first_marriage,%,OECD
Hungary,1987,10.4,total,all,mean_age_first_marriage,%,OECD
Italy,1987,5.8,total,all,mean_age_first_marriage,%,OECD
Latvia,1987,15.5,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1987,11.0,total,all,mean_age_first_marriage,%,OECD
Netherlands,1987,9.3,total,all,mean_age_first_marriage,%,OECD
New Zealand,1987,28.6,total,all,mean_age_first_marriage,%,OECD
Norway,1987,30.9,total,all,mean_age_first_marriage,%,OECD
Portugal,1987,13.2,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1987,7.1,total,all,mean_age_first_marriage,%,OECD
Slovenia,1987,21.8,total,all,mean_age_first_marriage,%,OECD
Spain,1987,8.3,total,all,mean_age_first_marriage,%,OECD
Sweden,1987,49.9,total,all,mean_age_first_marriage,%,OECD
Switzerland,1987,5.9,total,all,mean_age_first_marriage,%,OECD
United States,1987,24.5,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1987,10.8,total,all,mean_age_first_marriage,%,OECD
Croatia,1987,6.4,total,all,mean_age_first_marriage,%,OECD
Austria,1988,21.0,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1988,7.5,total,all,mean_age_first_marriage,%,OECD
Denmark,1988,44.7,total,all,mean_age_first_marriage,%,OECD
Finland,1988,20.6,total,all,mean_age_first_marriage,%,OECD
Germany,1988,15.7,total,all,mean_age_first_marriage,%,OECD
Greece,1988,2.1,total,all,mean_age_first_marriage,%,OECD
Hungary,1988,11.9,total,all,mean_age_first_marriage,%,OECD
Italy,1988,5.8,total,all,mean_age_first_marriage,%,OECD
Latvia,1988,15.5,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1988,12.1,total,all,mean_age_first_marriage,%,OECD
Netherlands,1988,10.2,total,all,mean_age_first_marriage,%,OECD
New Zealand,1988,30.6,total,all,mean_age_first_marriage,%,OECD
Norway,1988,33.7,total,all,mean_age_first_marriage,%,OECD
Portugal,1988,13.7,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1988,6.8,total,all,mean_age_first_marriage,%,OECD
Slovenia,1988,22.6,total,all,mean_age_first_marriage,%,OECD
Spain,1988,9.1,total,all,mean_age_first_marriage,%,OECD
Sweden,1988,50.9,total,all,mean_age_first_marriage,%,OECD
Switzerland,1988,6.1,total,all,mean_age_first_marriage,%,OECD
United States,1988,25.7,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1988,11.0,total,all,mean_age_first_marriage,%,OECD
Croatia,1988,6.3,total,all,mean_age_first_marriage,%,OECD
Austria,1989,22.6,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1989,7.9,total,all,mean_age_first_marriage,%,OECD
Denmark,1989,46.1,total,all,mean_age_first_marriage,%,OECD
Finland,1989,22.9,total,all,mean_age_first_marriage,%,OECD
Germany,1989,15.5,total,all,mean_age_first_marriage,%,OECD
Greece,1989,2.1,total,all,mean_age_first_marriage,%,OECD
Hungary,1989,12.4,total,all,mean_age_first_marriage,%,OECD
Italy,1989,6.1,total,all,mean_age_first_marriage,%,OECD
Latvia,1989,15.9,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1989,11.6,total,all,mean_age_first_marriage,%,OECD
Netherlands,1989,10.7,total,all,mean_age_first_marriage,%,OECD
New Zealand,1989,33.1,total,all,mean_age_first_marriage,%,OECD
Norway,1989,36.4,total,all,mean_age_first_marriage,%,OECD
Portugal,1989,14.5,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1989,7.2,total,all,mean_age_first_marriage,%,OECD
Slovenia,1989,23.2,total,all,mean_age_first_marriage,%,OECD
Spain,1989,9.4,total,all,mean_age_first_marriage,%,OECD
Sweden,1989,51.8,total,all,mean_age_first_marriage,%,OECD
Switzerland,1989,5.9,total,all,mean_age_first_marriage,%,OECD
United States,1989,27.1,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1989,11.4,total,all,mean_age_first_marriage,%,OECD
Croatia,1989,6.6,total,all,mean_age_first_marriage,%,OECD
Austria,1990,23.6,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1990,8.6,total,all,mean_age_first_marriage,%,OECD
Denmark,1990,46.4,total,all,mean_age_first_marriage,%,OECD
Finland,1990,25.2,total,all,mean_age_first_marriage,%,OECD
Germany,1990,15.3,total,all,mean_age_first_marriage,%,OECD
Greece,1990,2.2,total,all,mean_age_first_marriage,%,OECD
Hungary,1990,13.1,total,all,mean_age_first_marriage,%,OECD
Italy,1990,6.5,total,all,mean_age_first_marriage,%,OECD
Latvia,1990,16.9,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1990,12.8,total,all,mean_age_first_marriage,%,OECD
Netherlands,1990,11.4,total,all,mean_age_first_marriage,%,OECD
New Zealand,1990,34.0,total,all,mean_age_first_marriage,%,OECD
Norway,1990,38.6,total,all,mean_age_first_marriage,%,OECD
Portugal,1990,14.7,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1990,7.6,total,all,mean_age_first_marriage,%,OECD
Slovenia,1990,24.5,total,all,mean_age_first_marriage,%,OECD
Spain,1990,9.6,total,all,mean_age_first_marriage,%,OECD
Sweden,1990,47.0,total,all,mean_age_first_marriage,%,OECD
Switzerland,1990,6.1,total,all,mean_age_first_marriage,%,OECD
United States,1990,28.0,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1990,12.4,total,all,mean_age_first_marriage,%,OECD
Croatia,1990,7.0,total,all,mean_age_first_marriage,%,OECD
Austria,1991,24.8,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1991,9.8,total,all,mean_age_first_marriage,%,OECD
Denmark,1991,46.5,total,all,mean_age_first_marriage,%,OECD
Finland,1991,27.4,total,all,mean_age_first_marriage,%,OECD
Germany,1991,15.1,total,all,mean_age_first_marriage,%,OECD
Greece,1991,2.4,total,all,mean_age_first_marriage,%,OECD
Hungary,1991,14.1,total,all,mean_age_first_marriage,%,OECD
Italy,1991,6.7,total,all,mean_age_first_marriage,%,OECD
Latvia,1991,18.4,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1991,12.2,total,all,mean_age_first_marriage,%,OECD
Netherlands,1991,12.0,total,all,mean_age_first_marriage,%,OECD
New Zealand,1991,35.7,total,all,mean_age_first_marriage,%,OECD
Norway,1991,40.9,total,all,mean_age_first_marriage,%,OECD
Portugal,1991,15.6,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1991,8.9,total,all,mean_age_first_marriage,%,OECD
Slovenia,1991,26.4,total,all,mean_age_first_marriage,%,OECD
Spain,1991,10.0,total,all,mean_age_first_marriage,%,OECD
Sweden,1991,48.2,total,all,mean_age_first_marriage,%,OECD
Switzerland,1991,6.5,total,all,mean_age_first_marriage,%,OECD
United States,1991,29.5,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1991,15.5,total,all,mean_age_first_marriage,%,OECD
Croatia,1991,7.5,total,all,mean_age_first_marriage,%,OECD
Austria,1992,25.2,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1992,10.7,total,all,mean_age_first_marriage,%,OECD
Denmark,1992,46.4,total,all,mean_age_first_marriage,%,OECD
Finland,1992,28.9,total,all,mean_age_first_marriage,%,OECD
Germany,1992,14.9,total,all,mean_age_first_marriage,%,OECD
Greece,1992,2.6,total,all,mean_age_first_marriage,%,OECD
Hungary,1992,15.6,total,all,mean_age_first_marriage,%,OECD
Italy,1992,6.7,total,all,mean_age_first_marriage,%,OECD
Latvia,1992,19.6,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1992,12.7,total,all,mean_age_first_marriage,%,OECD
Netherlands,1992,12.4,total,all,mean_age_first_marriage,%,OECD
New Zealand,1992,36.7,total,all,mean_age_first_marriage,%,OECD
Norway,1992,42.9,total,all,mean_age_first_marriage,%,OECD
Portugal,1992,16.1,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1992,9.8,total,all,mean_age_first_marriage,%,OECD
Slovenia,1992,27.7,total,all,mean_age_first_marriage,%,OECD
Spain,1992,10.5,total,all,mean_age_first_marriage,%,OECD
Sweden,1992,49.5,total,all,mean_age_first_marriage,%,OECD
Switzerland,1992,6.2,total,all,mean_age_first_marriage,%,OECD
United States,1992,30.1,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1992,18.5,total,all,mean_age_first_marriage,%,OECD
Croatia,1992,7.7,total,all,mean_age_first_marriage,%,OECD
Austria,1993,26.3,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1993,12.7,total,all,mean_age_first_marriage,%,OECD
Denmark,1993,46.8,total,all,mean_age_first_marriage,%,OECD
Finland,1993,30.3,total,all,mean_age_first_marriage,%,OECD
Germany,1993,14.8,total,all,mean_age_first_marriage,%,OECD
Greece,1993,2.8,total,all,mean_age_first_marriage,%,OECD
Hungary,1993,17.6,total,all,mean_age_first_marriage,%,OECD
Italy,1993,7.4,total,all,mean_age_first_marriage,%,OECD
Latvia,1993,23.0,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1993,12.9,total,all,mean_age_first_marriage,%,OECD
Netherlands,1993,13.1,total,all,mean_age_first_marriage,%,OECD
New Zealand,1993,38.0,total,all,mean_age_first_marriage,%,OECD
Norway,1993,44.4,total,all,mean_age_first_marriage,%,OECD
Portugal,1993,16.9,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1993,10.6,total,all,mean_age_first_marriage,%,OECD
Slovenia,1993,28.0,total,all,mean_age_first_marriage,%,OECD
Spain,1993,10.8,total,all,mean_age_first_marriage,%,OECD
Sweden,1993,50.4,total,all,mean_age_first_marriage,%,OECD
Switzerland,1993,6.3,total,all,mean_age_first_marriage,%,OECD
United States,1993,31.0,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1993,22.1,total,all,mean_age_first_marriage,%,OECD
Croatia,1993,7.7,total,all,mean_age_first_marriage,%,OECD
Austria,1994,26.8,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1994,14.5,total,all,mean_age_first_marriage,%,OECD
Denmark,1994,46.9,total,all,mean_age_first_marriage,%,OECD
Finland,1994,31.3,total,all,mean_age_first_marriage,%,OECD
Germany,1994,15.4,total,all,mean_age_first_marriage,%,OECD
Greece,1994,2.9,total,all,mean_age_first_marriage,%,OECD
Hungary,1994,19.4,total,all,mean_age_first_marriage,%,OECD
Italy,1994,7.8,total,all,mean_age_first_marriage,%,OECD
Latvia,1994,26.4,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1994,12.7,total,all,mean_age_first_marriage,%,OECD
Netherlands,1994,14.3,total,all,mean_age_first_marriage,%,OECD
New Zealand,1994,38.7,total,all,mean_age_first_marriage,%,OECD
Norway,1994,45.9,total,all,mean_age_first_marriage,%,OECD
Portugal,1994,17.8,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1994,11.7,total,all,mean_age_first_marriage,%,OECD
Slovenia,1994,28.8,total,all,mean_age_first_marriage,%,OECD
Spain,1994,10.8,total,all,mean_age_first_marriage,%,OECD
Sweden,1994,51.6,total,all,mean_age_first_marriage,%,OECD
Switzerland,1994,6.4,total,all,mean_age_first_marriage,%,OECD
United States,1994,32.6,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1994,24.5,total,all,mean_age_first_marriage,%,OECD
Croatia,1994,7.6,total,all,mean_age_first_marriage,%,OECD
Austria,1995,27.4,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1995,15.6,total,all,mean_age_first_marriage,%,OECD
Denmark,1995,46.5,total,all,mean_age_first_marriage,%,OECD
Finland,1995,33.1,total,all,mean_age_first_marriage,%,OECD
Germany,1995,16.1,total,all,mean_age_first_marriage,%,OECD
Greece,1995,3.0,total,all,mean_age_first_marriage,%,OECD
Hungary,1995,20.7,total,all,mean_age_first_marriage,%,OECD
Italy,1995,8.1,total,all,mean_age_first_marriage,%,OECD
Latvia,1995,29.9,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1995,13.1,total,all,mean_age_first_marriage,%,OECD
Netherlands,1995,15.5,total,all,mean_age_first_marriage,%,OECD
New Zealand,1995,40.7,total,all,mean_age_first_marriage,%,OECD
Norway,1995,47.6,total,all,mean_age_first_marriage,%,OECD
Portugal,1995,18.6,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1995,12.6,total,all,mean_age_first_marriage,%,OECD
Slovenia,1995,29.8,total,all,mean_age_first_marriage,%,OECD
Spain,1995,11.1,total,all,mean_age_first_marriage,%,OECD
Sweden,1995,53.0,total,all,mean_age_first_marriage,%,OECD
Switzerland,1995,6.8,total,all,mean_age_first_marriage,%,OECD
United States,1995,32.2,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1995,25.7,total,all,mean_age_first_marriage,%,OECD
Croatia,1995,7.5,total,all,mean_age_first_marriage,%,OECD
Austria,1996,28.0,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1996,16.9,total,all,mean_age_first_marriage,%,OECD
Denmark,1996,46.3,total,all,mean_age_first_marriage,%,OECD
Finland,1996,35.4,total,all,mean_age_first_marriage,%,OECD
Germany,1996,17.0,total,all,mean_age_first_marriage,%,OECD
Greece,1996,3.3,total,all,mean_age_first_marriage,%,OECD
Hungary,1996,22.6,total,all,mean_age_first_marriage,%,OECD
Italy,1996,8.3,total,all,mean_age_first_marriage,%,OECD
Latvia,1996,33.1,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1996,15.0,total,all,mean_age_first_marriage,%,OECD
Netherlands,1996,17.0,total,all,mean_age_first_marriage,%,OECD
New Zealand,1996,41.7,total,all,mean_age_first_marriage,%,OECD
Norway,1996,48.3,total,all,mean_age_first_marriage,%,OECD
Portugal,1996,18.6,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1996,14.0,total,all,mean_age_first_marriage,%,OECD
Slovenia,1996,31.9,total,all,mean_age_first_marriage,%,OECD
Spain,1996,11.7,total,all,mean_age_first_marriage,%,OECD
Sweden,1996,53.9,total,all,mean_age_first_marriage,%,OECD
Switzerland,1996,7.3,total,all,mean_age_first_marriage,%,OECD
United States,1996,32.4,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1996,28.1,total,all,mean_age_first_marriage,%,OECD
Croatia,1996,7.1,total,all,mean_age_first_marriage,%,OECD
Austria,1997,28.8,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1997,17.8,total,all,mean_age_first_marriage,%,OECD
Denmark,1997,45.1,total,all,mean_age_first_marriage,%,OECD
Finland,1997,36.5,total,all,mean_age_first_marriage,%,OECD
Germany,1997,18.0,total,all,mean_age_first_marriage,%,OECD
Greece,1997,3.5,total,all,mean_age_first_marriage,%,OECD
Hungary,1997,25.0,total,all,mean_age_first_marriage,%,OECD
Italy,1997,8.7,total,all,mean_age_first_marriage,%,OECD
Latvia,1997,34.8,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1997,16.8,total,all,mean_age_first_marriage,%,OECD
Netherlands,1997,19.2,total,all,mean_age_first_marriage,%,OECD
New Zealand,1997,41.8,total,all,mean_age_first_marriage,%,OECD
Norway,1997,48.7,total,all,mean_age_first_marriage,%,OECD
Portugal,1997,19.5,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1997,15.1,total,all,mean_age_first_marriage,%,OECD
Slovenia,1997,32.7,total,all,mean_age_first_marriage,%,OECD
Spain,1997,13.1,total,all,mean_age_first_marriage,%,OECD
Sweden,1997,54.1,total,all,mean_age_first_marriage,%,OECD
Switzerland,1997,8.1,total,all,mean_age_first_marriage,%,OECD
United States,1997,32.4,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1997,30.0,total,all,mean_age_first_marriage,%,OECD
Croatia,1997,7.3,total,all,mean_age_first_marriage,%,OECD
Austria,1998,29.5,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1998,19.0,total,all,mean_age_first_marriage,%,OECD
Denmark,1998,44.8,total,all,mean_age_first_marriage,%,OECD
Finland,1998,37.2,total,all,mean_age_first_marriage,%,OECD
Germany,1998,20.0,total,all,mean_age_first_marriage,%,OECD
