country,isocode,sex,agegroup,age_start,age_end,datavalue,dataprocess,datasource
Cabo Verde,132,Women,[10-14],10,14,0.14,Census,INED
Cabo Verde,132,Women,[15-19],15,19,3.79,Census,INED
Cabo Verde,132,Women,[20-24],20,24,24.59,Census,INED
Cabo Verde,132,Women,[25-29],25,29,43.39,Census,INED
Cabo Verde,132,Women,[30-34],30,34,49.18,Census,INED
Cabo Verde,132,Women,[35-39],35,39,49.52,Census,INED
Cabo Verde,132,Women,[40-44],40,44,48.39,Census,INED
Cabo Verde,132,Women,[45-49],45,49,47.42,Census,INED
Cabo Verde,132,Women,[50-54],50,54,47.65,Census,INED
Cabo Verde,132,Women,[55-59],55,59,49.91,Census,INED
Cabo Verde,132,Women,[60-64],60,64,45.31,Census,INED
Cabo Verde,132,Women,[65-69],65,69,43.24,Census,INED
Cabo Verde,132,Women,[70-74],70,74,41.21,Census,INED
Cabo Verde,132,Women,[75+],75,999,41.15,Census,INED
Cabo Verde,132,Men,[10-14],10,14,0.0,Census,UNSD
Cabo Verde,132,Men,[15-19],15,19,0.85,Census,UNSD
Cabo Verde,132,Men,[20-24],20,24,15.88,Census,UNSD
Cabo Verde,132,Men,[25-29],25,29,56.37,Census,UNSD
Cabo Verde,132,Men,[30-34],30,34,75.27,Census,UNSD
Cabo Verde,132,Men,[35-39],35,39,82.01,Census,UNSD
Cabo Verde,132,Men,[40-44],40,44,86.29,Census,UNSD
Cabo Verde,132,Men,[45-49],45,49,88.01,Census,UNSD
Cabo Verde,132,Men,[50-54],50,54,90.47,Census,UNSD
Cabo Verde,132,Men,[55-59],55,59,89.3,Census,UNSD
Cabo Verde,132,Men,[60-64],60,64,87.53,Census,UNSD
Cabo Verde,132,Men,[65-69],65,69,88.19,Census,UNSD
Cabo Verde,132,Men,[70-74],70,74,88.58,Census,UNSD
Cabo Verde,132,Men,[75+],75,999,80.45,Census,UNSD
Cabo Verde,132,Women,[10-14],10,14,0.03,Census,UNSD
Cabo Verde,132,Women,[15-19],15,19,4.58,Census,UNSD
Cabo Verde,132,Women,[20-24],20,24,31.73,Census,UNSD
Cabo Verde,132,Women,[25-29],25,29,59.27,Census,UNSD
Cabo Verde,132,Women,[30-34],30,34,72.53,Census,UNSD
Cabo Verde,132,Women,[35-39],35,39,79.18,Census,UNSD
Cabo Verde,132,Women,[40-44],40,44,80.63,Census,UNSD
Cabo Verde,132,Women,[45-49],45,49,80.0,Census,UNSD
Cabo Verde,132,Women,[50-54],50,54,74.57,Census,UNSD
Cabo Verde,132,Women,[55-59],55,59,72.83,Census,UNSD
Cabo Verde,132,Women,[60-64],60,64,69.42,Census,UNSD
Cabo Verde,132,Women,[65-69],65,69,67.58,Census,UNSD
Cabo Verde,132,Women,[70-74],70,74,64.01,Census,UNSD
Cabo Verde,132,Women,[75+],75,999,56.01,Census,UNSD
Cabo Verde,132,Men,[10-14],10,14,0.04,Census,UNSD
Cabo Verde,132,Men,[15-19],15,19,1.08,Census,UNSD
Cabo Verde,132,Men,[20-24],20,24,14.67,Census,UNSD
Cabo Verde,132,Men,[25-29],25,29,47.53,Census,UNSD
Cabo Verde,132,Men,[30-34],30,34,70.79,Census,UNSD
Cabo Verde,132,Men,[35-39],35,39,80.67,Census,UNSD
Cabo Verde,132,Men,[40-44],40,44,81.19,Census,UNSD
Cabo Verde,132,Men,[45-49],45,49,85.53,Census,UNSD
Cabo Verde,132,Men,[50-54],50,54,88.29,Census,UNSD
Cabo Verde,132,Men,[55-59],55,59,89.05,Census,UNSD
Cabo Verde,132,Men,[60-64],60,64,91.88,Census,UNSD
Cabo Verde,132,Men,[65-69],65,69,89.44,Census,UNSD
Cabo Verde,132,Men,[70-74],70,74,87.48,Census,UNSD
Cabo Verde,132,Men,[75+],75,999,86.32,Census,UNSD
Cabo Verde,132,Women,[10-14],10,14,0.2,Census,UNSD
Cabo Verde,132,Women,[15-19],15,19,6.68,Census,UNSD
Cabo Verde,132,Women,[20-24],20,24,32.28,Census,UNSD
Cabo Verde,132,Women,[25-29],25,29,53.35,Census,UNSD
Cabo Verde,132,Women,[30-34],30,34,65.59,Census,UNSD
Cabo Verde,132,Women,[35-39],35,39,70.19,Census,UNSD
Cabo Verde,132,Women,[40-44],40,44,74.63,Census,UNSD
Cabo Verde,132,Women,[45-49],45,49,77.65,Census,UNSD
Cabo Verde,132,Women,[50-54],50,54,78.81,Census,UNSD
Cabo Verde,132,Women,[55-59],55,59,76.18,Census,UNSD
Cabo Verde,132,Women,[60-64],60,64,70.37,Census,UNSD
Cabo Verde,132,Women,[65-69],65,69,68.32,Census,UNSD
Cabo Verde,132,Women,[70-74],70,74,64.85,Census,UNSD
Cabo Verde,132,Women,[75+],75,999,58.26,Census,UNSD
Cabo Verde,132,Men,[15-19],15,19,1.7,Survey,RHS
Cabo Verde,132,Men,[20-24],20,24,15.4,Survey,RHS
Cabo Verde,132,Men,[25-29],25,29,48.7,Survey,RHS
Cabo Verde,132,Men,[30-34],30,34,75.2,Survey,RHS
Cabo Verde,132,Men,[35-39],35,39,88.3,Survey,RHS
Cabo Verde,132,Men,[40-44],40,44,92.9,Survey,RHS
Cabo Verde,132,Men,[45-49],45,49,96.0,Survey,RHS
Cabo Verde,132,Men,[50-54],50,54,97.9,Survey,RHS
Cabo Verde,132,Women,[15-19],15,19,9.3,Survey,RHS
Cabo Verde,132,Women,[20-24],20,24,43.9,Survey,RHS
Cabo Verde,132,Women,[25-29],25,29,65.9,Survey,RHS
Cabo Verde,132,Women,[30-34],30,34,76.9,Survey,RHS
Cabo Verde,132,Women,[35-39],35,39,81.4,Survey,RHS
Cabo Verde,132,Women,[40-44],40,44,85.9,Survey,RHS
Cabo Verde,132,Women,[45-49],45,49,85.7,Survey,RHS
Cabo Verde,132,Men,[15-19],15,19,1.2,Census,National statistics
Cabo Verde,132,Men,[20-24],20,24,15.31,Census,National statistics
Cabo Verde,132,Men,[25-29],25,29,40.1,Census,National statistics
Cabo Verde,132,Men,[30-34],30,34,61.9,Census,National statistics
Cabo Verde,132,Men,[35-39],35,39,75.23,Census,National statistics
Cabo Verde,132,Men,[40-44],40,44,82.22,Census,National statistics
Cabo Verde,132,Men,[45-49],45,49,85.3,Census,National statistics
Cabo Verde,132,Men,[50-54],50,54,85.12,Census,National statistics
Cabo Verde,132,Men,[55-59],55,59,87.7,Census,National statistics
Cabo Verde,132,Men,[60-64],60,64,89.82,Census,National statistics
Cabo Verde,132,Men,[65+],65,999,91.19,Census,National statistics
Cabo Verde,132,Women,[15-19],15,19,10.2,Census,National statistics
Cabo Verde,132,Women,[20-24],20,24,38.0,Census,National statistics
Cabo Verde,132,Women,[25-29],25,29,56.9,Census,National statistics
Cabo Verde,132,Women,[30-34],30,34,67.14,Census,National statistics
Cabo Verde,132,Women,[35-39],35,39,72.5,Census,National statistics
Cabo Verde,132,Women,[40-44],40,44,74.93,Census,National statistics
Cabo Verde,132,Women,[45-49],45,49,77.12,Census,National statistics
Cabo Verde,132,Women,[50-54],50,54,79.02,Census,National statistics
Cabo Verde,132,Women,[55-59],55,59,82.3,Census,National statistics
Cabo Verde,132,Women,[60-64],60,64,81.8,Census,National statistics
Cabo Verde,132,Women,[65+],65,999,75.88,Census,National statistics
Cabo Verde,132,Men,[15-19],15,19,2.71,Survey,National statistics
Cabo Verde,132,Men,[20-24],20,24,23.4,Survey,National statistics
Cabo Verde,132,Men,[25-29],25,29,52.01,Survey,National statistics
Cabo Verde,132,Men,[30-34],30,34,69.37,Survey,National statistics
Cabo Verde,132,Men,[35-39],35,39,81.21,Survey,National statistics
Cabo Verde,132,Men,[40-44],40,44,87.7,Survey,National statistics
Cabo Verde,132,Men,[45-49],45,49,92.5,Survey,National statistics
Cabo Verde,132,Women,[15-19],15,19,10.61,Survey,National statistics
Cabo Verde,132,Women,[20-24],20,24,41.31,Survey,National statistics
Cabo Verde,132,Women,[25-29],25,29,70.51,Survey,National statistics
Cabo Verde,132,Women,[30-34],30,34,79.56,Survey,National statistics
Cabo Verde,132,Women,[35-39],35,39,81.11,Survey,National statistics
Cabo Verde,132,Women,[40-44],40,44,84.94,Survey,National statistics
Cabo Verde,132,Women,[45-49],45,49,82.87,Survey,National statistics
Cambodia,116,Men,[10-14],10,14,0.04,Census,UNSD
Cambodia,116,Men,[15-19],15,19,3.01,Census,UNSD
Cambodia,116,Men,[20-24],20,24,41.54,Census,UNSD
Cambodia,116,Men,[25-29],25,29,78.55,Census,UNSD
Cambodia,116,Men,[30-34],30,34,92.99,Census,UNSD
Cambodia,116,Men,[35-39],35,39,97.42,Census,UNSD
Cambodia,116,Men,[40-44],40,44,98.53,Census,UNSD
Cambodia,116,Men,[45-49],45,49,99.02,Census,UNSD
Cambodia,116,Men,[50-54],50,54,99.1,Census,UNSD
Cambodia,116,Men,[55-59],55,59,99.21,Census,UNSD
Cambodia,116,Men,[60-64],60,64,98.91,Census,UNSD
Cambodia,116,Men,[65-69],65,69,98.77,Census,UNSD
Cambodia,116,Men,[70-74],70,74,97.85,Census,UNSD
Cambodia,116,Men,[75+],75,999,95.93,Census,UNSD
Cambodia,116,Women,[10-14],10,14,0.08,Census,UNSD
Cambodia,116,Women,[15-19],15,19,12.4,Census,UNSD
Cambodia,116,Women,[20-24],20,24,60.55,Census,UNSD
Cambodia,116,Women,[25-29],25,29,83.18,Census,UNSD
Cambodia,116,Women,[30-34],30,34,90.04,Census,UNSD
Cambodia,116,Women,[35-39],35,39,93.2,Census,UNSD
Cambodia,116,Women,[40-44],40,44,94.57,Census,UNSD
Cambodia,116,Women,[45-49],45,49,95.77,Census,UNSD
Cambodia,116,Women,[50-54],50,54,96.81,Census,UNSD
Cambodia,116,Women,[55-59],55,59,97.67,Census,UNSD
Cambodia,116,Women,[60-64],60,64,97.72,Census,UNSD
Cambodia,116,Women,[65-69],65,69,97.94,Census,UNSD
Cambodia,116,Women,[70-74],70,74,97.41,Census,UNSD
Cambodia,116,Women,[75+],75,999,97.3,Census,UNSD
Cambodia,116,Women,[15-19],15,19,14.9,Survey,National statistics
Cambodia,116,Women,[20-24],20,24,62.3,Survey,National statistics
Cambodia,116,Women,[25-29],25,29,84.3,Survey,National statistics
Cambodia,116,Women,[30-34],30,34,89.9,Survey,National statistics
Cambodia,116,Women,[35-39],35,39,94.0,Survey,National statistics
Cambodia,116,Women,[40-44],40,44,94.6,Survey,National statistics
Cambodia,116,Women,[45-49],45,49,96.1,Survey,National statistics
Cambodia,116,Women,[15-19],15,19,12.9,Survey,DHS_STATcompiler
Cambodia,116,Women,[20-24],20,24,55.5,Survey,DHS_STATcompiler
Cambodia,116,Women,[25-29],25,29,83.7,Survey,DHS_STATcompiler
Cambodia,116,Women,[30-34],30,34,90.9,Survey,DHS_STATcompiler
Cambodia,116,Women,[35-39],35,39,93.7,Survey,DHS_STATcompiler
Cambodia,116,Women,[40-44],40,44,94.6,Survey,DHS_STATcompiler
Cambodia,116,Women,[45-49],45,49,95.0,Survey,DHS_STATcompiler
Cambodia,116,Men,[10-14],10,14,0.0,Survey,UNSD
Cambodia,116,Men,[15-19],15,19,1.59,Survey,UNSD
Cambodia,116,Men,[20-24],20,24,37.41,Survey,UNSD
Cambodia,116,Men,[25-29],25,29,78.37,Survey,UNSD
Cambodia,116,Men,[30-34],30,34,92.87,Survey,UNSD
Cambodia,116,Men,[35-39],35,39,97.32,Survey,UNSD
Cambodia,116,Men,[40-44],40,44,99.14,Survey,UNSD
Cambodia,116,Men,[45-49],45,49,99.63,Survey,UNSD
Cambodia,116,Men,[50-54],50,54,99.6,Survey,UNSD
Cambodia,116,Men,[55-59],55,59,99.61,Survey,UNSD
Cambodia,116,Men,[60-64],60,64,99.69,Survey,UNSD
Cambodia,116,Men,[65-69],65,69,99.37,Survey,UNSD
Cambodia,116,Men,[70-74],70,74,99.78,Survey,UNSD
Cambodia,116,Men,[75+],75,999,98.7,Survey,UNSD
Cambodia,116,Women,[10-14],10,14,0.01,Survey,UNSD
Cambodia,116,Women,[15-19],15,19,10.55,Survey,UNSD
Cambodia,116,Women,[20-24],20,24,56.25,Survey,UNSD
Cambodia,116,Women,[25-29],25,29,81.06,Survey,UNSD
Cambodia,116,Women,[30-34],30,34,90.38,Survey,UNSD
Cambodia,116,Women,[35-39],35,39,92.38,Survey,UNSD
Cambodia,116,Women,[40-44],40,44,94.0,Survey,UNSD
Cambodia,116,Women,[45-49],45,49,94.84,Survey,UNSD
Cambodia,116,Women,[50-54],50,54,96.15,Survey,UNSD
Cambodia,116,Women,[55-59],55,59,96.17,Survey,UNSD
Cambodia,116,Women,[60-64],60,64,97.68,Survey,UNSD
Cambodia,116,Women,[65-69],65,69,98.91,Survey,UNSD
Cambodia,116,Women,[70-74],70,74,98.32,Survey,UNSD
Cambodia,116,Women,[75+],75,999,98.26,Survey,UNSD
Cambodia,116,Men,[15-19],15,19,2.9,Survey,DHS_HH
Cambodia,116,Men,[15-19],15,19,2.0,Survey,DHS_STATcompiler
Cambodia,116,Men,[20-24],20,24,39.4,Survey,DHS_STATcompiler
Cambodia,116,Men,[20-24],20,24,34.8,Survey,DHS_HH
Cambodia,116,Men,[25-29],25,29,74.1,Survey,DHS_HH
Cambodia,116,Men,[25-29],25,29,77.6,Survey,DHS_STATcompiler
Cambodia,116,Men,[30-34],30,34,96.8,Survey,DHS_STATcompiler
Cambodia,116,Men,[30-34],30,34,95.2,Survey,DHS_HH
Cambodia,116,Men,[35-39],35,39,96.8,Survey,DHS_HH
Cambodia,116,Men,[35-39],35,39,97.6,Survey,DHS_STATcompiler
Cambodia,116,Men,[40-44],40,44,99.3,Survey,DHS_STATcompiler
Cambodia,116,Men,[40-44],40,44,99.0,Survey,DHS_HH
Cambodia,116,Men,[45-49],45,49,99.4,Survey,DHS_HH
Cambodia,116,Men,[45-49],45,49,100.0,Survey,DHS_STATcompiler
Cambodia,116,Men,[50-54],50,54,99.6,Survey,DHS_HH
Cambodia,116,Men,[55-59],55,59,99.7,Survey,DHS_HH
Cambodia,116,Men,[60-64],60,64,99.3,Survey,DHS_HH
Cambodia,116,Men,[65-69],65,69,99.6,Survey,DHS_HH
Cambodia,116,Men,[70-74],70,74,99.8,Survey,DHS_HH
Cambodia,116,Men,[75+],75,999,100.0,Survey,DHS_HH
Cambodia,116,Women,[15-19],15,19,10.6,Survey,DHS_HH
Cambodia,116,Women,[15-19],15,19,10.9,Survey,DHS_STATcompiler
Cambodia,116,Women,[20-24],20,24,59.1,Survey,DHS_STATcompiler
Cambodia,116,Women,[20-24],20,24,58.4,Survey,DHS_HH
Cambodia,116,Women,[25-29],25,29,80.9,Survey,DHS_HH
Cambodia,116,Women,[25-29],25,29,82.3,Survey,DHS_STATcompiler
Cambodia,116,Women,[30-34],30,34,91.7,Survey,DHS_STATcompiler
Cambodia,116,Women,[30-34],30,34,90.6,Survey,DHS_HH
Cambodia,116,Women,[35-39],35,39,92.6,Survey,DHS_HH
Cambodia,116,Women,[35-39],35,39,92.9,Survey,DHS_STATcompiler
Cambodia,116,Women,[40-44],40,44,93.9,Survey,DHS_STATcompiler
Cambodia,116,Women,[40-44],40,44,93.5,Survey,DHS_HH
Cambodia,116,Women,[45-49],45,49,95.8,Survey,DHS_HH
Cambodia,116,Women,[45-49],45,49,96.1,Survey,DHS_STATcompiler
Cambodia,116,Women,[50-54],50,54,96.5,Survey,DHS_HH
Cambodia,116,Women,[55-59],55,59,96.9,Survey,DHS_HH
Cambodia,116,Women,[60-64],60,64,96.0,Survey,DHS_HH
Cambodia,116,Women,[65-69],65,69,98.0,Survey,DHS_HH
Cambodia,116,Women,[70-74],70,74,98.6,Survey,DHS_HH
Cambodia,116,Women,[75+],75,999,98.6,Survey,DHS_HH
Cambodia,116,Men,[10-14],10,14,0.08,Census,UNSD
Cambodia,116,Men,[15-19],15,19,1.8,Census,UNSD
Cambodia,116,Men,[20-24],20,24,29.16,Census,UNSD
Cambodia,116,Men,[25-29],25,29,69.3,Census,UNSD
Cambodia,116,Men,[30-34],30,34,89.85,Census,UNSD
Cambodia,116,Men,[35-39],35,39,95.7,Census,UNSD
Cambodia,116,Men,[40-44],40,44,97.6,Census,UNSD
Cambodia,116,Men,[45-49],45,49,98.69,Census,UNSD
Cambodia,116,Men,[50-54],50,54,98.73,Census,UNSD
Cambodia,116,Men,[55-59],55,59,99.04,Census,UNSD
Cambodia,116,Men,[60-64],60,64,98.55,Census,UNSD
Cambodia,116,Men,[65-69],65,69,98.65,Census,UNSD
Cambodia,116,Men,[70-74],70,74,97.78,Census,UNSD
Cambodia,116,Men,[75+],75,999,96.25,Census,UNSD
Cambodia,116,Women,[10-14],10,14,0.1,Census,UNSD
Cambodia,116,Women,[15-19],15,19,8.68,Census,UNSD
Cambodia,116,Women,[20-24],20,24,50.77,Census,UNSD
Cambodia,116,Women,[25-29],25,29,78.15,Census,UNSD
Cambodia,116,Women,[30-34],30,34,88.83,Census,UNSD
Cambodia,116,Women,[35-39],35,39,92.79,Census,UNSD
Cambodia,116,Women,[40-44],40,44,93.97,Census,UNSD
Cambodia,116,Women,[45-49],45,49,95.04,Census,UNSD
Cambodia,116,Women,[50-54],50,54,95.33,Census,UNSD
Cambodia,116,Women,[55-59],55,59,96.08,Census,UNSD
Cambodia,116,Women,[60-64],60,64,96.41,Census,UNSD
Cambodia,116,Women,[65-69],65,69,97.08,Census,UNSD
Cambodia,116,Women,[70-74],70,74,96.77,Census,UNSD
Cambodia,116,Women,[75+],75,999,96.46,Census,UNSD
Cambodia,116,Men,[15-19],15,19,2.2,Survey,DHS_HH
Cambodia,116,Men,[15-19],15,19,2.0,Survey,DHS_STATcompiler
Cambodia,116,Men,[20-24],20,24,33.2,Survey,DHS_STATcompiler
Cambodia,116,Men,[20-24],20,24,28.3,Survey,DHS_HH
Cambodia,116,Men,[25-29],25,29,72.0,Survey,DHS_HH
Cambodia,116,Men,[25-29],25,29,76.8,Survey,DHS_STATcompiler
Cambodia,116,Men,[30-34],30,34,93.4,Survey,DHS_STATcompiler
Cambodia,116,Men,[30-34],30,34,90.7,Survey,DHS_HH
Cambodia,116,Men,[35-39],35,39,97.3,Survey,DHS_HH
Cambodia,116,Men,[35-39],35,39,98.0,Survey,DHS_STATcompiler
Cambodia,116,Men,[40-44],40,44,98.3,Survey,DHS_STATcompiler
Cambodia,116,Men,[40-44],40,44,98.4,Survey,DHS_HH
Cambodia,116,Men,[45-49],45,49,99.5,Survey,DHS_HH
Cambodia,116,Men,[45-49],45,49,99.8,Survey,DHS_STATcompiler
Cambodia,116,Men,[50-54],50,54,98.9,Survey,DHS_HH
Cambodia,116,Men,[55-59],55,59,99.3,Survey,DHS_HH
Cambodia,116,Men,[60-64],60,64,99.5,Survey,DHS_HH
Cambodia,116,Men,[65-69],65,69,99.4,Survey,DHS_HH
Cambodia,116,Men,[70-74],70,74,99.9,Survey,DHS_HH
Cambodia,116,Men,[75+],75,999,99.5,Survey,DHS_HH
Cambodia,116,Women,[15-19],15,19,10.5,Survey,DHS_HH
Cambodia,116,Women,[15-19],15,19,10.9,Survey,DHS_STATcompiler
Cambodia,116,Women,[20-24],20,24,56.9,Survey,DHS_STATcompiler
Cambodia,116,Women,[20-24],20,24,55.1,Survey,DHS_HH
Cambodia,116,Women,[25-29],25,29,82.5,Survey,DHS_HH
Cambodia,116,Women,[25-29],25,29,83.6,Survey,DHS_STATcompiler
Cambodia,116,Women,[30-34],30,34,91.4,Survey,DHS_STATcompiler
Cambodia,116,Women,[30-34],30,34,90.4,Survey,DHS_HH
Cambodia,116,Women,[35-39],35,39,93.2,Survey,DHS_HH
Cambodia,116,Women,[35-39],35,39,93.6,Survey,DHS_STATcompiler
Cambodia,116,Women,[40-44],40,44,94.9,Survey,DHS_STATcompiler
Cambodia,116,Women,[40-44],40,44,94.9,Survey,DHS_HH
Cambodia,116,Women,[45-49],45,49,93.3,Survey,DHS_HH
Cambodia,116,Women,[45-49],45,49,93.9,Survey,DHS_STATcompiler
Cambodia,116,Women,[50-54],50,54,95.3,Survey,DHS_HH
Cambodia,116,Women,[55-59],55,59,95.0,Survey,DHS_HH
Cambodia,116,Women,[60-64],60,64,97.0,Survey,DHS_HH
Cambodia,116,Women,[65-69],65,69,97.7,Survey,DHS_HH
Cambodia,116,Women,[70-74],70,74,98.4,Survey,DHS_HH
Cambodia,116,Women,[75+],75,999,98.8,Survey,DHS_HH
Cambodia,116,Men,[15-19],15,19,4.44,Survey,DHS_HH
Cambodia,116,Men,[15-19],15,19,3.2,Survey,DHS_STATcompiler
Cambodia,116,Men,[20-24],20,24,40.6,Survey,DHS_STATcompiler
Cambodia,116,Men,[20-24],20,24,34.46,Survey,DHS_HH
Cambodia,116,Men,[25-29],25,29,73.58,Survey,DHS_HH
Cambodia,116,Men,[25-29],25,29,75.4,Survey,DHS_STATcompiler
Cambodia,116,Men,[30-34],30,34,94.5,Survey,DHS_STATcompiler
Cambodia,116,Men,[30-34],30,34,91.21,Survey,DHS_HH
Cambodia,116,Men,[35-39],35,39,96.59,Survey,DHS_HH
Cambodia,116,Men,[35-39],35,39,97.5,Survey,DHS_STATcompiler
Cambodia,116,Men,[40-44],40,44,98.9,Survey,DHS_STATcompiler
Cambodia,116,Men,[40-44],40,44,98.59,Survey,DHS_HH
Cambodia,116,Men,[45-49],45,49,99.14,Survey,DHS_HH
Cambodia,116,Men,[45-49],45,49,99.9,Survey,DHS_STATcompiler
Cambodia,116,Men,[50-54],50,54,99.16,Survey,DHS_HH
Cambodia,116,Men,[55-59],55,59,99.36,Survey,DHS_HH
Cambodia,116,Men,[60-64],60,64,99.68,Survey,DHS_HH
Cambodia,116,Men,[65-69],65,69,99.94,Survey,DHS_HH
Cambodia,116,Men,[70-74],70,74,100.0,Survey,DHS_HH
Cambodia,116,Men,[75+],75,999,99.7,Survey,DHS_HH
Cambodia,116,Women,[15-19],15,19,15.72,Survey,DHS_HH
Cambodia,116,Women,[15-19],15,19,16.6,Survey,DHS_STATcompiler
Cambodia,116,Women,[20-24],20,24,64.1,Survey,DHS_STATcompiler
Cambodia,116,Women,[20-24],20,24,60.52,Survey,DHS_HH
Cambodia,116,Women,[25-29],25,29,83.28,Survey,DHS_HH
Cambodia,116,Women,[25-29],25,29,85.0,Survey,DHS_STATcompiler
Cambodia,116,Women,[30-34],30,34,92.5,Survey,DHS_STATcompiler
Cambodia,116,Women,[30-34],30,34,91.35,Survey,DHS_HH
Cambodia,116,Women,[35-39],35,39,94.42,Survey,DHS_HH
Cambodia,116,Women,[35-39],35,39,94.9,Survey,DHS_STATcompiler
Cambodia,116,Women,[40-44],40,44,95.0,Survey,DHS_STATcompiler
Cambodia,116,Women,[40-44],40,44,94.71,Survey,DHS_HH
Cambodia,116,Women,[45-49],45,49,95.72,Survey,DHS_HH
Cambodia,116,Women,[45-49],45,49,95.8,Survey,DHS_STATcompiler
Cambodia,116,Women,[50-54],50,54,94.53,Survey,DHS_HH
Cambodia,116,Women,[55-59],55,59,94.88,Survey,DHS_HH
Cambodia,116,Women,[60-64],60,64,95.32,Survey,DHS_HH
Cambodia,116,Women,[65-69],65,69,96.44,Survey,DHS_HH
Cambodia,116,Women,[70-74],70,74,97.16,Survey,DHS_HH
Cambodia,116,Women,[75+],75,999,98.07,Survey,DHS_HH
Cameroon,120,Men,[10-14],10,14,0.04,Census,UNSD
Cameroon,120,Men,[15-19],15,19,2.89,Census,UNSD
Cameroon,120,Men,[20-24],20,24,23.61,Census,UNSD
Cameroon,120,Men,[25-29],25,29,58.23,Census,UNSD
Cameroon,120,Men,[30-34],30,34,77.79,Census,UNSD
Cameroon,120,Men,[35-39],35,39,84.35,Census,UNSD
Cameroon,120,Men,[40-44],40,44,87.4,Census,UNSD
Cameroon,120,Men,[45-49],45,49,89.04,Census,UNSD
Cameroon,120,Men,[50-54],50,54,90.65,Census,UNSD
Cameroon,120,Men,[55-59],55,59,91.44,Census,UNSD
Cameroon,120,Men,[60-64],60,64,92.08,Census,UNSD
Cameroon,120,Men,[65-69],65,69,92.69,Census,UNSD
Cameroon,120,Men,[70-74],70,74,92.53,Census,UNSD
Cameroon,120,Men,[75+],75,999,92.04,Census,UNSD
Cameroon,120,Women,[10-14],10,14,0.85,Census,UNSD
Cameroon,120,Women,[15-19],15,19,45.62,Census,UNSD
Cameroon,120,Women,[20-24],20,24,80.23,Census,UNSD
Cameroon,120,Women,[25-29],25,29,90.78,Census,UNSD
Cameroon,120,Women,[30-34],30,34,93.92,Census,UNSD
Cameroon,120,Women,[35-39],35,39,94.87,Census,UNSD
Cameroon,120,Women,[40-44],40,44,95.44,Census,UNSD
Cameroon,120,Women,[45-49],45,49,95.73,Census,UNSD
Cameroon,120,Women,[50-54],50,54,95.5,Census,UNSD
Cameroon,120,Women,[55-59],55,59,95.79,Census,UNSD
Cameroon,120,Women,[60-64],60,64,94.62,Census,UNSD
Cameroon,120,Women,[65-69],65,69,94.58,Census,UNSD
Cameroon,120,Women,[70-74],70,74,93.06,Census,UNSD
Cameroon,120,Women,[75+],75,999,92.79,Census,UNSD
Cameroon,120,Men,[15-19],15,19,3.36,Census,US Census Bureau
Cameroon,120,Men,[20-24],20,24,22.61,Census,US Census Bureau
Cameroon,120,Men,[25-29],25,29,56.66,Census,US Census Bureau
Cameroon,120,Men,[30-34],30,34,80.08,Census,US Census Bureau
Cameroon,120,Men,[35-39],35,39,88.06,Census,US Census Bureau
Cameroon,120,Men,[40-44],40,44,90.9,Census,US Census Bureau
Cameroon,120,Men,[45-49],45,49,91.73,Census,US Census Bureau
Cameroon,120,Men,[50-54],50,54,92.28,Census,US Census Bureau
Cameroon,120,Men,[55-59],55,59,92.56,Census,US Census Bureau
Cameroon,120,Men,[60-64],60,64,92.86,Census,US Census Bureau
Cameroon,120,Men,[65+],65,999,93.43,Census,US Census Bureau
Cameroon,120,Women,[15-19],15,19,38.45,Census,US Census Bureau
Cameroon,120,Women,[20-24],20,24,72.2,Census,US Census Bureau
Cameroon,120,Women,[25-29],25,29,85.96,Census,US Census Bureau
Cameroon,120,Women,[30-34],30,34,91.86,Census,US Census Bureau
Cameroon,120,Women,[35-39],35,39,94.26,Census,US Census Bureau
Cameroon,120,Women,[40-44],40,44,95.52,Census,US Census Bureau
Cameroon,120,Women,[45-49],45,49,95.49,Census,US Census Bureau
Cameroon,120,Women,[50-54],50,54,95.84,Census,US Census Bureau
Cameroon,120,Women,[55-59],55,59,95.71,Census,US Census Bureau
Cameroon,120,Women,[60-64],60,64,95.89,Census,US Census Bureau
Cameroon,120,Women,[65+],65,999,95.67,Census,US Census Bureau
Cameroon,120,Women,[15-19],15,19,44.2,Survey,DHS_STATcompiler
Cameroon,120,Women,[20-24],20,24,81.6,Survey,DHS_STATcompiler
Cameroon,120,Women,[25-29],25,29,94.4,Survey,DHS_STATcompiler
Cameroon,120,Women,[30-34],30,34,96.9,Survey,DHS_STATcompiler
Cameroon,120,Women,[35-39],35,39,98.5,Survey,DHS_STATcompiler
Cameroon,120,Women,[40-44],40,44,99.3,Survey,DHS_STATcompiler
Cameroon,120,Women,[45-49],45,49,99.4,Survey,DHS_STATcompiler
Cameroon,120,Men,[15-19],15,19,4.2,Survey,DHS_STATcompiler
Cameroon,120,Men,[20-24],20,24,28.0,Survey,DHS_STATcompiler
Cameroon,120,Men,[25-29],25,29,58.1,Survey,DHS_STATcompiler
Cameroon,120,Men,[30-34],30,34,82.0,Survey,DHS_STATcompiler
Cameroon,120,Men,[35-39],35,39,93.7,Survey,DHS_STATcompiler
Cameroon,120,Men,[40-44],40,44,97.0,Survey,DHS_STATcompiler
Cameroon,120,Men,[45-49],45,49,99.1,Survey,DHS_STATcompiler
Cameroon,120,Men,[50-54],50,54,99.6,Survey,DHS_STATcompiler
Cameroon,120,Men,[55-59],55,59,97.3,Survey,DHS_STATcompiler
