country,isocode,sex,agegroup,age_start,ageend,data_value,dataprocess,datacatalogshortname,data_source
Gabon,266,Men,[55-59],55,59,80.73,Census,1993 Census,UNSD
Gabon,266,Men,[60-64],60,64,79.85,Census,1993 Census,UNSD
Gabon,266,Men,[65+],65,999,73.86,Census,1993 Census,UNSD
Gabon,266,Women,[10-14],10,14,0.64,Census,1993 Census,UNSD
Gabon,266,Women,[15-19],15,19,15.6,Census,1993 Census,UNSD
Gabon,266,Women,[20-24],20,24,47.18,Census,1993 Census,UNSD
Gabon,266,Women,[25-29],25,29,65.94,Census,1993 Census,UNSD
Gabon,266,Women,[30-34],30,34,72.89,Census,1993 Census,UNSD
Gabon,266,Women,[35-39],35,39,74.13,Census,1993 Census,UNSD
Gabon,266,Women,[40-44],40,44,73.25,Census,1993 Census,UNSD
Gabon,266,Women,[45-49],45,49,72.42,Census,1993 Census,UNSD
Gabon,266,Women,[50-54],50,54,67.95,Census,1993 Census,UNSD
Gabon,266,Women,[55-59],55,59,62.97,Census,1993 Census,UNSD
Gabon,266,Women,[60-64],60,64,54.53,Census,1993 Census,UNSD
Gabon,266,Women,[65+],65,999,34.8,Census,1993 Census,UNSD
Gabon,266,Men,[15-19],15,19,2.0,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Men,[20-24],20,24,17.9,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Men,[25-29],25,29,44.1,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Men,[30-34],30,34,64.8,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Men,[35-39],35,39,77.3,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Men,[40-44],40,44,78.9,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Men,[45-49],45,49,82.1,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Men,[50-54],50,54,87.7,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Men,[55-59],55,59,80.4,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Women,[15-19],15,19,18.1,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Women,[20-24],20,24,52.7,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Women,[25-29],25,29,65.7,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Women,[30-34],30,34,74.7,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Women,[35-39],35,39,75.0,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Women,[40-44],40,44,71.9,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Women,[45-49],45,49,76.5,Survey,2000 DHS,DHS_STATcompiler
Gabon,266,Men,[15-19],15,19,1.5,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[15-19],15,19,1.4,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Men,[20-24],20,24,16.7,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Men,[20-24],20,24,11.4,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[25-29],25,29,36.8,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[25-29],25,29,44.1,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Men,[30-34],30,34,66.2,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Men,[30-34],30,34,59.0,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[35-39],35,39,72.7,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[35-39],35,39,78.0,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Men,[40-44],40,44,84.4,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Men,[40-44],40,44,80.5,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[45-49],45,49,81.6,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[45-49],45,49,87.3,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Men,[50-54],50,54,83.5,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Men,[50-54],50,54,84.3,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[55-59],55,59,83.8,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[55-59],55,59,88.6,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Men,[60-64],60,64,81.4,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[65-69],65,69,79.6,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[70-74],70,74,73.8,Survey,2012 DHS,DHS_HH
Gabon,266,Men,[75+],75,999,63.2,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[15-19],15,19,10.1,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[15-19],15,19,13.5,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Women,[20-24],20,24,43.4,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Women,[20-24],20,24,38.6,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[25-29],25,29,60.0,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[25-29],25,29,65.7,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Women,[30-34],30,34,70.6,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Women,[30-34],30,34,65.2,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[35-39],35,39,73.8,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[35-39],35,39,78.3,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Women,[40-44],40,44,73.5,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Women,[40-44],40,44,70.9,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[45-49],45,49,63.5,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[45-49],45,49,65.1,Survey,2012 DHS,DHS_STATcompiler
Gabon,266,Women,[50-54],50,54,57.2,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[55-59],55,59,46.5,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[60-64],60,64,44.4,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[65-69],65,69,33.3,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[70-74],70,74,23.6,Survey,2012 DHS,DHS_HH
Gabon,266,Women,[75+],75,999,12.5,Survey,2012 DHS,DHS_HH
Gambia,270,Men,[10-14],10,14,0.46,Census,1993 Census,UNSD
Gambia,270,Men,[15-19],15,19,1.83,Census,1993 Census,UNSD
Gambia,270,Men,[20-24],20,24,10.84,Census,1993 Census,UNSD
Gambia,270,Men,[25-29],25,29,37.12,Census,1993 Census,UNSD
Gambia,270,Men,[30-34],30,34,67.46,Census,1993 Census,UNSD
Gambia,270,Men,[35-39],35,39,81.96,Census,1993 Census,UNSD
Gambia,270,Men,[40-44],40,44,87.25,Census,1993 Census,UNSD
Gambia,270,Men,[45-49],45,49,90.3,Census,1993 Census,UNSD
Gambia,270,Men,[50-54],50,54,90.83,Census,1993 Census,UNSD
Gambia,270,Men,[55-59],55,59,91.78,Census,1993 Census,UNSD
Gambia,270,Men,[60-64],60,64,90.89,Census,1993 Census,UNSD
Gambia,270,Men,[65+],65,999,89.58,Census,1993 Census,UNSD
Gambia,270,Women,[15-19],15,19,33.82,Survey,2000 MICS,MICS
Gambia,270,Women,[20-24],20,24,71.64,Survey,2000 MICS,MICS
Gambia,270,Women,[25-29],25,29,92.07,Survey,2000 MICS,MICS
Gambia,270,Women,[30-34],30,34,96.04,Survey,2000 MICS,MICS
Gambia,270,Women,[35-39],35,39,97.88,Survey,2000 MICS,MICS
Gambia,270,Women,[40-44],40,44,99.37,Survey,2000 MICS,MICS
Gambia,270,Women,[45-49],45,49,99.91,Survey,2000 MICS,MICS
Gambia,270,Men,[15-19],15,19,4.24,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[20-24],20,24,10.42,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[25-29],25,29,36.21,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[30-34],30,34,66.99,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[35-39],35,39,85.41,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[40-44],40,44,91.35,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[45-49],45,49,93.57,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[50-54],50,54,93.01,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[55-59],55,59,92.17,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[60-64],60,64,94.93,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[65-69],65,69,97.28,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[70-74],70,74,91.43,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[75+],75,999,87.66,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[15-19],15,19,31.85,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[20-24],20,24,68.59,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[25-29],25,29,88.24,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[30-34],30,34,88.81,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[35-39],35,39,89.61,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[40-44],40,44,92.95,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[45-49],45,49,93.87,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[50-54],50,54,81.21,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[55-59],55,59,70.18,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[60-64],60,64,56.18,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[65-69],65,69,43.02,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[70-74],70,74,33.49,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Women,[75+],75,999,42.23,Survey,2000 MICS_HH,MICS_HH
Gambia,270,Men,[10-14],10,14,0.15,Census,2003 Census,INED
Gambia,270,Men,[15-19],15,19,0.74,Census,2003 Census,INED
Gambia,270,Men,[20-24],20,24,6.44,Census,2003 Census,INED
Gambia,270,Men,[25-29],25,29,28.14,Census,2003 Census,INED
Gambia,270,Men,[30-34],30,34,61.29,Census,2003 Census,INED
Gambia,270,Men,[35-39],35,39,78.01,Census,2003 Census,INED
Gambia,270,Men,[40-44],40,44,86.51,Census,2003 Census,INED
Gambia,270,Men,[45-49],45,49,90.74,Census,2003 Census,INED
Gambia,270,Men,[50-54],50,54,92.24,Census,2003 Census,INED
Gambia,270,Men,[55-59],55,59,93.02,Census,2003 Census,INED
Gambia,270,Men,[60-64],60,64,93.21,Census,2003 Census,INED
Gambia,270,Men,[65-69],65,69,92.64,Census,2003 Census,INED
Gambia,270,Men,[70-74],70,74,92.56,Census,2003 Census,INED
Gambia,270,Men,[75+],75,999,92.02,Census,2003 Census,INED
Gambia,270,Women,[10-14],10,14,1.65,Census,2003 Census,INED
Gambia,270,Women,[15-19],15,19,20.0,Census,2003 Census,INED
Gambia,270,Women,[20-24],20,24,57.49,Census,2003 Census,INED
Gambia,270,Women,[25-29],25,29,80.31,Census,2003 Census,INED
Gambia,270,Women,[30-34],30,34,88.15,Census,2003 Census,INED
Gambia,270,Women,[35-39],35,39,90.66,Census,2003 Census,INED
Gambia,270,Women,[40-44],40,44,89.73,Census,2003 Census,INED
Gambia,270,Women,[45-49],45,49,87.12,Census,2003 Census,INED
Gambia,270,Women,[50-54],50,54,82.18,Census,2003 Census,INED
Gambia,270,Women,[55-59],55,59,75.99,Census,2003 Census,INED
Gambia,270,Women,[60-64],60,64,70.01,Census,2003 Census,INED
Gambia,270,Women,[65-69],65,69,62.27,Census,2003 Census,INED
Gambia,270,Women,[70-74],70,74,55.58,Census,2003 Census,INED
Gambia,270,Women,[75+],75,999,49.31,Census,2003 Census,INED
Gambia,270,Women,[15-19],15,19,25.1,Survey,2005-2006 MICS,MICS
Gambia,270,Women,[20-24],20,24,63.86,Survey,2005-2006 MICS,MICS
Gambia,270,Women,[25-29],25,29,83.44,Survey,2005-2006 MICS,MICS
Gambia,270,Women,[30-34],30,34,90.67,Survey,2005-2006 MICS,MICS
Gambia,270,Women,[35-39],35,39,90.73,Survey,2005-2006 MICS,MICS
Gambia,270,Women,[40-44],40,44,89.17,Survey,2005-2006 MICS,MICS
Gambia,270,Women,[45-49],45,49,87.19,Survey,2005-2006 MICS,MICS
Gambia,270,Women,[15-19],15,19,19.0,Census,2013 Census,National statistics
Gambia,270,Women,[20-24],20,24,55.0,Census,2013 Census,National statistics
Gambia,270,Women,[25-29],25,29,77.0,Census,2013 Census,National statistics
Gambia,270,Women,[30-34],30,34,86.0,Census,2013 Census,National statistics
Gambia,270,Women,[35-39],35,39,89.0,Census,2013 Census,National statistics
Gambia,270,Women,[40-44],40,44,88.0,Census,2013 Census,National statistics
Gambia,270,Women,[45-49],45,49,85.0,Census,2013 Census,National statistics
Gambia,270,Men,[15-19],15,19,1.3,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[15-19],15,19,0.3,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Men,[20-24],20,24,6.8,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Men,[20-24],20,24,8.4,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[25-29],25,29,34.3,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[25-29],25,29,33.6,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Men,[30-34],30,34,72.3,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Men,[30-34],30,34,69.0,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[35-39],35,39,87.0,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[35-39],35,39,88.0,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Men,[40-44],40,44,90.6,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Men,[40-44],40,44,91.4,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[45-49],45,49,93.7,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[45-49],45,49,94.3,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Men,[50-54],50,54,96.4,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Men,[50-54],50,54,93.7,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[55-59],55,59,95.4,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[55-59],55,59,94.5,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Men,[60-64],60,64,94.3,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[65-69],65,69,92.5,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[70-74],70,74,92.7,Survey,2013 DHS,DHS_HH
Gambia,270,Men,[75+],75,999,85.5,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[15-19],15,19,25.0,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[15-19],15,19,23.8,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Women,[20-24],20,24,58.2,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Women,[20-24],20,24,57.6,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[25-29],25,29,81.2,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[25-29],25,29,83.8,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Women,[30-34],30,34,87.7,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Women,[30-34],30,34,88.3,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[35-39],35,39,90.6,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[35-39],35,39,91.5,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Women,[40-44],40,44,88.3,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Women,[40-44],40,44,87.6,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[45-49],45,49,88.5,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[45-49],45,49,88.7,Survey,2013 DHS,DHS_STATcompiler
Gambia,270,Women,[50-54],50,54,81.3,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[55-59],55,59,71.6,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[60-64],60,64,61.5,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[65-69],65,69,50.8,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[70-74],70,74,32.1,Survey,2013 DHS,DHS_HH
Gambia,270,Women,[75+],75,999,19.8,Survey,2013 DHS,DHS_HH
Georgia,268,Men,[15-19],15,19,2.68,Census,1979 Census,National statistics
Georgia,268,Men,[20-24],20,24,27.62,Census,1979 Census,National statistics
Georgia,268,Men,[25-29],25,29,66.57,Census,1979 Census,National statistics
Georgia,268,Men,[30-34],30,34,83.42,Census,1979 Census,National statistics
Georgia,268,Men,[35-39],35,39,90.87,Census,1979 Census,National statistics
Georgia,268,Men,[40-44],40,44,93.79,Census,1979 Census,National statistics
Georgia,268,Men,[45-49],45,49,95.29,Census,1979 Census,National statistics
Georgia,268,Men,[50-54],50,54,94.99,Census,1979 Census,National statistics
Georgia,268,Men,[55-59],55,59,93.69,Census,1979 Census,National statistics
Georgia,268,Men,[60-64],60,64,91.39,Census,1979 Census,National statistics
Georgia,268,Men,[65+],65,999,89.29,Census,1979 Census,National statistics
Georgia,268,Men,[65-69],65,69,89.29,Census,1979 Census,National statistics
Georgia,268,Women,[15-19],15,19,13.87,Census,1979 Census,National statistics
Georgia,268,Women,[20-24],20,24,54.31,Census,1979 Census,National statistics
Georgia,268,Women,[25-29],25,29,74.32,Census,1979 Census,National statistics
Georgia,268,Women,[30-34],30,34,80.8,Census,1979 Census,National statistics
Georgia,268,Women,[35-39],35,39,82.85,Census,1979 Census,National statistics
Georgia,268,Women,[40-44],40,44,82.05,Census,1979 Census,National statistics
Georgia,268,Women,[45-49],45,49,79.56,Census,1979 Census,National statistics
Georgia,268,Women,[50-54],50,54,73.15,Census,1979 Census,National statistics
Georgia,268,Women,[55-59],55,59,61.18,Census,1979 Census,National statistics
Georgia,268,Women,[60-64],60,64,47.09,Census,1979 Census,National statistics
Georgia,268,Women,[65-69],65,69,38.05,Census,1979 Census,National statistics
Georgia,268,Women,[65+],65,999,38.05,Census,1979 Census,National statistics
Georgia,268,Men,[15-19],15,19,3.41,Census,1989 Census,US Census Bureau
Georgia,268,Men,[20-24],20,24,27.76,Census,1989 Census,US Census Bureau
Georgia,268,Men,[25-29],25,29,63.33,Census,1989 Census,US Census Bureau
Georgia,268,Men,[30-34],30,34,81.81,Census,1989 Census,US Census Bureau
Georgia,268,Men,[35-39],35,39,88.54,Census,1989 Census,US Census Bureau
Georgia,268,Men,[40-44],40,44,91.46,Census,1989 Census,US Census Bureau
Georgia,268,Men,[45-49],45,49,92.75,Census,1989 Census,US Census Bureau
Georgia,268,Men,[50-54],50,54,93.31,Census,1989 Census,US Census Bureau
Georgia,268,Men,[55-59],55,59,92.98,Census,1989 Census,US Census Bureau
Georgia,268,Men,[60-64],60,64,90.6,Census,1989 Census,US Census Bureau
Georgia,268,Men,[65+],65,999,78.96,Census,1989 Census,US Census Bureau
Georgia,268,Women,[15-19],15,19,16.75,Census,1989 Census,US Census Bureau
Georgia,268,Women,[20-24],20,24,56.11,Census,1989 Census,US Census Bureau
Georgia,268,Women,[25-29],25,29,74.07,Census,1989 Census,US Census Bureau
Georgia,268,Women,[30-34],30,34,79.92,Census,1989 Census,US Census Bureau
Georgia,268,Women,[35-39],35,39,80.89,Census,1989 Census,US Census Bureau
Georgia,268,Women,[40-44],40,44,79.87,Census,1989 Census,US Census Bureau
Georgia,268,Women,[45-49],45,49,78.27,Census,1989 Census,US Census Bureau
Georgia,268,Women,[50-54],50,54,74.99,Census,1989 Census,US Census Bureau
Georgia,268,Women,[55-59],55,59,69.01,Census,1989 Census,US Census Bureau
Georgia,268,Women,[60-64],60,64,58.49,Census,1989 Census,US Census Bureau
Georgia,268,Women,[65+],65,999,27.46,Census,1989 Census,US Census Bureau
Georgia,268,Women,[15-19],15,19,15.51,Survey,1999-2000 RHS,RHS
Georgia,268,Women,[20-24],20,24,48.75,Survey,1999-2000 RHS,RHS
Georgia,268,Women,[25-29],25,29,70.73,Survey,1999-2000 RHS,RHS
Georgia,268,Women,[30-34],30,34,79.12,Survey,1999-2000 RHS,RHS
Georgia,268,Women,[35-39],35,39,82.38,Survey,1999-2000 RHS,RHS
Georgia,268,Women,[40-44],40,44,80.3,Survey,1999-2000 RHS,RHS
Georgia,268,Men,[15-19],15,19,2.23,Census,2002 Census,UNSD
Georgia,268,Men,[20-24],20,24,21.17,Census,2002 Census,UNSD
Georgia,268,Men,[25-29],25,29,48.99,Census,2002 Census,UNSD
Georgia,268,Men,[30-34],30,34,69.29,Census,2002 Census,UNSD
Georgia,268,Men,[35-39],35,39,81.3,Census,2002 Census,UNSD
Georgia,268,Men,[40-44],40,44,87.38,Census,2002 Census,UNSD
Georgia,268,Men,[45-49],45,49,90.03,Census,2002 Census,UNSD
Georgia,268,Men,[50-54],50,54,90.85,Census,2002 Census,UNSD
Georgia,268,Men,[55-59],55,59,90.75,Census,2002 Census,UNSD
Georgia,268,Men,[60-64],60,64,89.15,Census,2002 Census,UNSD
Georgia,268,Men,[65-69],65,69,86.06,Census,2002 Census,UNSD
Georgia,268,Men,[70+],70,999,73.67,Census,2002 Census,UNSD
Georgia,268,Women,[15-19],15,19,12.13,Census,2002 Census,UNSD
Georgia,268,Women,[20-24],20,24,45.09,Census,2002 Census,UNSD
Georgia,268,Women,[25-29],25,29,65.56,Census,2002 Census,UNSD
Georgia,268,Women,[30-34],30,34,74.38,Census,2002 Census,UNSD
Georgia,268,Women,[35-39],35,39,78.27,Census,2002 Census,UNSD
Georgia,268,Women,[40-44],40,44,77.97,Census,2002 Census,UNSD
Georgia,268,Women,[45-49],45,49,75.61,Census,2002 Census,UNSD
Georgia,268,Women,[50-54],50,54,71.26,Census,2002 Census,UNSD
Georgia,268,Women,[55-59],55,59,65.98,Census,2002 Census,UNSD
Georgia,268,Women,[60-64],60,64,58.97,Census,2002 Census,UNSD
Georgia,268,Women,[65-69],65,69,50.46,Census,2002 Census,UNSD
Georgia,268,Women,[70+],70,999,26.93,Census,2002 Census,UNSD
Georgia,268,Women,[15-19],15,19,10.7,Survey,2005 MICS,MICS
Georgia,268,Women,[20-24],20,24,43.56,Survey,2005 MICS,MICS
Georgia,268,Women,[25-29],25,29,67.38,Survey,2005 MICS,MICS
Georgia,268,Women,[30-34],30,34,75.43,Survey,2005 MICS,MICS
Georgia,268,Women,[35-39],35,39,79.11,Survey,2005 MICS,MICS
Georgia,268,Women,[40-44],40,44,81.41,Survey,2005 MICS,MICS
Georgia,268,Women,[45-49],45,49,79.6,Survey,2005 MICS,MICS
Georgia,268,Women,[15-19],15,19,13.3,Survey,2005 RHS,RHS
Georgia,268,Women,[20-24],20,24,45.8,Survey,2005 RHS,RHS
Georgia,268,Women,[25-29],25,29,68.1,Survey,2005 RHS,RHS
Georgia,268,Women,[30-34],30,34,76.9,Survey,2005 RHS,RHS
Georgia,268,Women,[35-39],35,39,80.3,Survey,2005 RHS,RHS
Georgia,268,Women,[40-44],40,44,81.9,Survey,2005 RHS,RHS
Georgia,268,Men,[20-24],20,24,25.56,Survey,2009 GGS,GGS
Georgia,268,Men,[25-29],25,29,51.21,Survey,2009 GGS,GGS
Georgia,268,Men,[30-34],30,34,72.68,Survey,2009 GGS,GGS
Georgia,268,Men,[35-39],35,39,79.53,Survey,2009 GGS,GGS
Georgia,268,Men,[40-44],40,44,89.33,Survey,2009 GGS,GGS
Georgia,268,Men,[45-49],45,49,90.37,Survey,2009 GGS,GGS
Georgia,268,Women,[20-24],20,24,47.57,Survey,2009 GGS,GGS
Georgia,268,Women,[25-29],25,29,67.75,Survey,2009 GGS,GGS
Georgia,268,Women,[30-34],30,34,79.22,Survey,2009 GGS,GGS
Georgia,268,Women,[35-39],35,39,84.18,Survey,2009 GGS,GGS
Georgia,268,Women,[40-44],40,44,82.22,Survey,2009 GGS,GGS
Georgia,268,Women,[45-49],45,49,76.03,Survey,2009 GGS,GGS
Georgia,268,Women,[15-19],15,19,10.6,Survey,2010 RHS,National statistics
Georgia,268,Women,[20-24],20,24,48.7,Survey,2010 RHS,National statistics
Georgia,268,Women,[25-29],25,29,71.0,Survey,2010 RHS,National statistics
Georgia,268,Women,[30-34],30,34,78.0,Survey,2010 RHS,National statistics
Georgia,268,Women,[35-39],35,39,79.2,Survey,2010 RHS,National statistics
Georgia,268,Women,[40-44],40,44,76.4,Survey,2010 RHS,National statistics
Georgia,268,Men,[15-19],15,19,3.21,Census,2014 Census,UNSD
Georgia,268,Men,[20-24],20,24,24.57,Census,2014 Census,UNSD
Georgia,268,Men,[25-29],25,29,53.63,Census,2014 Census,UNSD
Georgia,268,Men,[30-34],30,34,69.89,Census,2014 Census,UNSD
Georgia,268,Men,[35-39],35,39,77.21,Census,2014 Census,UNSD
Georgia,268,Men,[40-44],40,44,81.79,Census,2014 Census,UNSD
Georgia,268,Men,[45-49],45,49,85.68,Census,2014 Census,UNSD
Georgia,268,Men,[50-54],50,54,88.49,Census,2014 Census,UNSD
Georgia,268,Men,[55-59],55,59,90.28,Census,2014 Census,UNSD
Georgia,268,Men,[60-64],60,64,90.02,Census,2014 Census,UNSD
Georgia,268,Men,[65-69],65,69,88.47,Census,2014 Census,UNSD
Georgia,268,Men,[70-74],70,74,83.21,Census,2014 Census,UNSD
Georgia,268,Men,[75+],75,999,67.33,Census,2014 Census,UNSD
Georgia,268,Women,[15-19],15,19,13.74,Census,2014 Census,UNSD
Georgia,268,Women,[20-24],20,24,48.84,Census,2014 Census,UNSD
Georgia,268,Women,[25-29],25,29,72.41,Census,2014 Census,UNSD
Georgia,268,Women,[30-34],30,34,79.13,Census,2014 Census,UNSD
Georgia,268,Women,[35-39],35,39,80.0,Census,2014 Census,UNSD
Georgia,268,Women,[40-44],40,44,78.96,Census,2014 Census,UNSD
Georgia,268,Women,[45-49],45,49,77.11,Census,2014 Census,UNSD
Georgia,268,Women,[50-54],50,54,74.26,Census,2014 Census,UNSD
Georgia,268,Women,[55-59],55,59,68.46,Census,2014 Census,UNSD
Georgia,268,Women,[60-64],60,64,59.16,Census,2014 Census,UNSD
Georgia,268,Women,[65-69],65,69,49.39,Census,2014 Census,UNSD
Georgia,268,Women,[70-74],70,74,37.32,Census,2014 Census,UNSD
Georgia,268,Women,[75+],75,999,22.26,Census,2014 Census,UNSD
Germany,276,Men,[15-19],15,19,0.67,Census,1987 Census,IPUMS
Germany,276,Men,[20-24],20,24,10.21,Census,1987 Census,IPUMS
Germany,276,Men,[25-29],25,29,38.17,Census,1987 Census,IPUMS
Germany,276,Men,[30-34],30,34,64.02,Census,1987 Census,IPUMS
Germany,276,Men,[35-39],35,39,75.39,Census,1987 Census,IPUMS
Germany,276,Men,[40-44],40,44,79.28,Census,1987 Census,IPUMS
Germany,276,Men,[45-49],45,49,81.51,Census,1987 Census,IPUMS
Germany,276,Men,[50-54],50,54,84.62,Census,1987 Census,IPUMS
Germany,276,Men,[55-59],55,59,86.82,Census,1987 Census,IPUMS
Germany,276,Men,[60-64],60,64,87.4,Census,1987 Census,IPUMS
Germany,276,Men,[65-69],65,69,86.14,Census,1987 Census,IPUMS
Germany,276,Men,[70-74],70,74,81.36,Census,1987 Census,IPUMS
Germany,276,Men,[75+],75,999,65.28,Census,1987 Census,IPUMS
Germany,276,Women,[15-19],15,19,2.21,Census,1987 Census,IPUMS
Germany,276,Women,[20-24],20,24,22.76,Census,1987 Census,IPUMS
Germany,276,Women,[25-29],25,29,57.64,Census,1987 Census,IPUMS
Germany,276,Women,[30-34],30,34,74.94,Census,1987 Census,IPUMS
Germany,276,Women,[35-39],35,39,80.37,Census,1987 Census,IPUMS
