region,iso_code,indicator,year,age_group,percentage,number,process
Northern Africa and Western Asia,747,Married or in-union women,1988,20-24,57.74,14311,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1988,25-29,78.17,16777,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1988,30-34,85.78,15444,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1988,35-39,87.54,12807,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1988,40-44,85.25,9752,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1988,45-49,82.54,7942,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1988,15-49,64.05,82008,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1989,15-19,17.34,4995,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1989,20-24,56.99,14440,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1989,25-29,77.69,17229,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1989,30-34,85.5,15903,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1989,35-39,87.37,13346,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1989,40-44,85.23,10217,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1989,45-49,82.71,8025,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1989,15-49,63.81,84159,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1990,15-19,16.96,4998,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1990,20-24,56.23,14561,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1990,25-29,77.21,17636,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1990,30-34,85.22,16358,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1990,35-39,87.21,13864,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1990,40-44,85.2,10676,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1990,45-49,82.86,8165,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1990,15-49,63.58,86260,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1991,15-19,16.58,4996,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1991,20-24,55.47,14696,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1991,25-29,76.74,18007,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1991,30-34,84.93,16833,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1991,35-39,87.06,14382,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1991,40-44,85.18,11151,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1991,45-49,82.96,8403,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1991,15-49,63.35,88470,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1992,15-19,16.17,4994,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1992,20-24,54.66,14842,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1992,25-29,76.24,18322,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1992,30-34,84.62,17348,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1992,35-39,86.9,14891,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1992,40-44,85.13,11647,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1992,45-49,83.0,8754,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1992,15-49,63.08,90802,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1993,15-19,15.78,5000,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1993,20-24,53.84,14992,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1993,25-29,75.74,18613,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1993,30-34,84.31,17887,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1993,35-39,86.74,15370,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1993,40-44,85.11,12161,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1993,45-49,83.02,9174,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1993,15-49,62.81,93200,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1994,15-19,15.39,5011,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1994,20-24,52.98,15129,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1994,25-29,75.22,18921,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1994,30-34,83.99,18418,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1994,35-39,86.58,15855,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1994,40-44,85.1,12702,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1994,45-49,83.04,9624,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1994,15-49,62.51,95662,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1995,15-19,15.0,5024,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1995,20-24,52.15,15239,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1995,25-29,74.72,19224,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1995,30-34,83.68,18916,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1995,35-39,86.41,16352,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1995,40-44,85.09,13250,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1995,45-49,83.05,10083,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1995,15-49,62.2,98091,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1996,15-19,14.62,5039,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1996,20-24,51.32,15340,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1996,25-29,74.22,19535,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1996,30-34,83.37,19375,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1996,35-39,86.25,16859,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1996,40-44,85.09,13791,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1996,45-49,83.07,10550,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1996,15-49,61.89,100493,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1997,15-19,14.24,5045,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1997,20-24,50.48,15458,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1997,25-29,73.73,19858,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1997,30-34,83.06,19780,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1997,35-39,86.07,17398,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1997,40-44,85.1,14304,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1997,45-49,83.12,11030,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1997,15-49,61.56,102878,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1998,15-19,13.85,5038,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1998,20-24,49.65,15618,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1998,25-29,73.23,20193,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1998,30-34,82.76,20167,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1998,35-39,85.89,17981,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1998,40-44,85.1,14805,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1998,45-49,83.18,11545,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1998,15-49,61.25,105350,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1999,15-19,13.46,5015,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1999,20-24,48.83,15820,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1999,25-29,72.73,20536,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1999,30-34,82.45,20553,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1999,35-39,85.71,18553,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1999,40-44,85.09,15312,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1999,45-49,83.25,12098,Estimate
Northern Africa and Western Asia,747,Married or in-union women,1999,15-49,60.96,107890,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2000,15-19,13.08,4977,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2000,20-24,48.02,16031,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2000,25-29,72.23,20886,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2000,30-34,82.14,20931,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2000,35-39,85.52,19085,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2000,40-44,85.08,15819,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2000,45-49,83.32,12656,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2000,15-49,60.67,110389,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2001,15-19,12.7,4932,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2001,20-24,47.2,16222,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2001,25-29,71.7,21249,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2001,30-34,81.81,21306,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2001,35-39,85.32,19569,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2001,40-44,85.03,16317,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2001,45-49,83.42,13197,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2001,15-49,60.37,112794,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2002,15-19,12.36,4885,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2002,20-24,46.41,16399,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2002,25-29,71.25,21667,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2002,30-34,81.48,21697,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2002,35-39,85.11,20008,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2002,40-44,84.95,16851,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2002,45-49,83.5,13709,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2002,15-49,60.11,115220,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2003,15-19,12.03,4826,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2003,20-24,45.63,16547,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2003,25-29,70.8,22141,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2003,30-34,81.16,22096,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2003,35-39,84.9,20406,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2003,40-44,84.88,17417,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2003,45-49,83.57,14188,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2003,15-49,59.88,117626,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2004,15-19,11.75,4774,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2004,20-24,44.94,16690,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2004,25-29,70.38,22685,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2004,30-34,80.82,22517,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2004,35-39,84.67,20791,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2004,40-44,84.82,17976,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2004,45-49,83.64,14663,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2004,15-49,59.7,120100,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2005,15-19,11.48,4715,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2005,20-24,44.35,16839,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2005,25-29,69.99,23284,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2005,30-34,80.54,23006,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2005,35-39,84.42,21184,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2005,40-44,84.7,18508,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2005,45-49,83.52,15117,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2005,15-49,59.56,122656,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2006,15-19,11.21,4645,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2006,20-24,43.78,16973,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2006,25-29,69.59,23900,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2006,30-34,80.25,23572,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2006,35-39,84.18,21604,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2006,40-44,84.58,19029,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2006,45-49,83.41,15585,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2006,15-49,59.45,125311,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2007,15-19,10.97,4580,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2007,20-24,43.26,17121,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2007,25-29,69.26,24560,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2007,30-34,80.04,24256,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2007,35-39,83.98,22085,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2007,40-44,84.49,19519,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2007,45-49,83.3,16104,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2007,15-49,59.41,128229,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2008,15-19,10.8,4536,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2008,20-24,42.8,17234,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2008,25-29,68.93,25151,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2008,30-34,79.79,25011,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2008,35-39,83.74,22573,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2008,40-44,84.36,19969,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2008,45-49,83.17,16671,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2008,15-49,59.4,131146,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2009,15-19,10.7,4514,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2009,20-24,42.53,17368,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2009,25-29,68.83,25721,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2009,30-34,79.72,25866,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2009,35-39,83.57,23108,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2009,40-44,84.18,20364,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2009,45-49,83.0,17264,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2009,15-49,59.52,134207,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2010,15-19,10.6,4482,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2010,20-24,42.28,17464,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2010,25-29,68.74,26242,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2010,30-34,79.64,26711,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2010,35-39,83.43,23741,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2010,40-44,83.99,20694,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2010,45-49,82.87,17871,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2010,15-49,59.66,137208,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2011,15-19,10.5,4441,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2011,20-24,42.08,17505,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2011,25-29,68.74,26732,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2011,30-34,79.6,27486,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2011,35-39,83.32,24472,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2011,40-44,83.81,21057,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2011,45-49,82.72,18415,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2011,15-49,59.85,140110,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2012,15-19,10.39,4403,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2012,20-24,41.9,17507,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2012,25-29,68.76,27197,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2012,30-34,79.58,28204,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2012,35-39,83.22,25243,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2012,40-44,83.64,21533,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2012,45-49,82.55,18841,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2012,15-49,60.04,142931,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2013,15-19,10.28,4367,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2013,20-24,41.67,17458,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2013,25-29,68.73,27579,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2013,30-34,79.53,28890,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2013,35-39,83.09,26024,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2013,40-44,83.47,22099,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2013,45-49,82.37,19194,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2013,15-49,60.18,145615,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2014,15-19,10.15,4337,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2014,20-24,41.42,17405,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2014,25-29,68.7,27930,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2014,30-34,79.51,29582,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2014,35-39,82.97,26862,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2014,40-44,83.31,22741,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2014,45-49,82.17,19532,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2014,15-49,60.31,148392,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2015,15-19,10.03,4321,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2015,20-24,41.15,17369,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2015,25-29,68.67,28274,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2015,30-34,79.49,30281,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2015,35-39,82.85,27723,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2015,40-44,83.16,23459,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2015,45-49,81.99,19888,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2015,15-49,60.4,151317,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2016,15-19,9.9,4311,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2016,20-24,40.88,17330,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2016,25-29,68.65,28547,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2016,30-34,79.47,30920,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2016,35-39,82.73,28518,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2016,40-44,83.0,24189,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2016,45-49,81.81,20278,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2016,15-49,60.47,154096,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2017,15-19,9.79,4307,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2017,20-24,40.63,17317,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2017,25-29,68.64,28759,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2017,30-34,79.45,31479,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2017,35-39,82.61,29239,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2017,40-44,82.84,24896,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2017,45-49,81.64,20724,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2017,15-49,60.52,156724,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2018,15-19,9.67,4303,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2018,20-24,40.4,17348,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2018,25-29,68.62,28963,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2018,30-34,79.44,31975,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2018,35-39,82.49,29913,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2018,40-44,82.68,25604,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2018,45-49,81.46,21230,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2018,15-49,60.53,159339,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2019,15-19,9.53,4300,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2019,20-24,40.18,17398,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2019,25-29,68.56,29127,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2019,30-34,79.41,32368,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2019,35-39,82.37,30509,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2019,40-44,82.5,26344,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2019,45-49,81.29,21779,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2019,15-49,60.51,161828,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2020,15-19,9.38,4296,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2020,20-24,39.94,17463,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2020,25-29,68.5,29219,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2020,30-34,79.36,32637,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2020,35-39,82.25,31023,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2020,40-44,82.32,27092,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2020,45-49,81.1,22382,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2020,15-49,60.44,164115,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2021,15-19,9.24,4299,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2021,20-24,39.68,17559,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2021,25-29,68.4,29320,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2021,30-34,79.3,32878,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2021,35-39,82.13,31514,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2021,40-44,82.14,27785,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2021,45-49,80.91,22982,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2021,15-49,60.33,166340,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2022,15-19,9.14,4342,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2022,20-24,39.47,17710,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2022,25-29,68.28,29551,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2022,30-34,79.18,33210,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2022,35-39,81.99,32105,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2022,40-44,81.94,28493,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2022,45-49,80.67,23650,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2022,15-49,60.19,169064,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2023,15-19,9.03,4389,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2023,20-24,39.28,17848,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2023,25-29,68.21,29839,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2023,30-34,79.04,33527,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2023,35-39,81.82,32695,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2023,40-44,81.73,29214,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2023,45-49,80.41,24411,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2023,15-49,60.05,171925,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2024,15-19,8.92,4428,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2024,20-24,39.1,17926,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2024,25-29,68.15,30126,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2024,30-34,78.89,33765,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2024,35-39,81.66,33143,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2024,40-44,81.54,29829,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2024,45-49,80.15,25147,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2024,15-49,59.9,174368,Estimate
Northern Africa and Western Asia,747,Married or in-union women,2025,15-19,8.82,4480,Projection
Northern Africa and Western Asia,747,Married or in-union women,2025,20-24,38.95,18006,Projection
Northern Africa and Western Asia,747,Married or in-union women,2025,25-29,68.07,30486,Projection
Northern Africa and Western Asia,747,Married or in-union women,2025,30-34,78.72,34014,Projection
Northern Africa and Western Asia,747,Married or in-union women,2025,35-39,81.5,33530,Projection
Northern Africa and Western Asia,747,Married or in-union women,2025,40-44,81.35,30367,Projection
Northern Africa and Western Asia,747,Married or in-union women,2025,45-49,79.88,25866,Projection
Northern Africa and Western Asia,747,Married or in-union women,2025,15-49,59.74,176752,Projection
Northern Africa and Western Asia,747,Married or in-union women,2026,15-19,8.74,4539,Projection
Northern Africa and Western Asia,747,Married or in-union women,2026,20-24,38.8,18134,Projection
Northern Africa and Western Asia,747,Married or in-union women,2026,25-29,68.0,30882,Projection
Northern Africa and Western Asia,747,Married or in-union women,2026,30-34,78.56,34278,Projection
Northern Africa and Western Asia,747,Married or in-union women,2026,35-39,81.34,33882,Projection
Northern Africa and Western Asia,747,Married or in-union women,2026,40-44,81.16,30888,Projection
Northern Africa and Western Asia,747,Married or in-union women,2026,45-49,79.62,26546,Projection
Northern Africa and Western Asia,747,Married or in-union women,2026,15-49,59.56,179153,Projection
Northern Africa and Western Asia,747,Married or in-union women,2027,15-19,8.65,4594,Projection
Northern Africa and Western Asia,747,Married or in-union women,2027,20-24,38.64,18310,Projection
Northern Africa and Western Asia,747,Married or in-union women,2027,25-29,67.91,31208,Projection
Northern Africa and Western Asia,747,Married or in-union women,2027,30-34,78.39,34567,Projection
Northern Africa and Western Asia,747,Married or in-union women,2027,35-39,81.17,34184,Projection
Northern Africa and Western Asia,747,Married or in-union women,2027,40-44,80.99,31384,Projection
Northern Africa and Western Asia,747,Married or in-union women,2027,45-49,79.37,27164,Projection
Northern Africa and Western Asia,747,Married or in-union women,2027,15-49,59.35,181414,Projection
Northern Africa and Western Asia,747,Married or in-union women,2028,15-19,8.57,4642,Projection
Northern Africa and Western Asia,747,Married or in-union women,2028,20-24,38.44,18532,Projection
Northern Africa and Western Asia,747,Married or in-union women,2028,25-29,67.8,31443,Projection
Northern Africa and Western Asia,747,Married or in-union women,2028,30-34,78.24,34882,Projection
Northern Africa and Western Asia,747,Married or in-union women,2028,35-39,80.99,34442,Projection
Northern Africa and Western Asia,747,Married or in-union women,2028,40-44,80.81,31824,Projection
Northern Africa and Western Asia,747,Married or in-union women,2028,45-49,79.12,27734,Projection
Northern Africa and Western Asia,747,Married or in-union women,2028,15-49,59.13,183502,Projection
Northern Africa and Western Asia,747,Married or in-union women,2029,15-19,8.49,4681,Projection
Northern Africa and Western Asia,747,Married or in-union women,2029,20-24,38.24,18800,Projection
Northern Africa and Western Asia,747,Married or in-union women,2029,25-29,67.68,31646,Projection
Northern Africa and Western Asia,747,Married or in-union women,2029,30-34,78.1,35224,Projection
Northern Africa and Western Asia,747,Married or in-union women,2029,35-39,80.79,34678,Projection
Northern Africa and Western Asia,747,Married or in-union women,2029,40-44,80.64,32211,Projection
