country,year,value,category,sex,indicator,unit,source
Switzerland,1987,1.8,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1987,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,1987,1.2,total,all,mean_age_first_marriage,‰,OECD
Romania,1987,1.5,total,all,mean_age_first_marriage,‰,OECD
Austria,1988,2.0,total,all,mean_age_first_marriage,‰,OECD
Belgium,1988,2.1,total,all,mean_age_first_marriage,‰,OECD
Czechia,1988,3.0,total,all,mean_age_first_marriage,‰,OECD
Denmark,1988,2.9,total,all,mean_age_first_marriage,‰,OECD
Finland,1988,2.5,total,all,mean_age_first_marriage,‰,OECD
Germany,1988,2.3,total,all,mean_age_first_marriage,‰,OECD
Hungary,1988,2.3,total,all,mean_age_first_marriage,‰,OECD
Japan,1988,1.3,total,all,mean_age_first_marriage,‰,OECD
Korea,1988,1.0,total,all,mean_age_first_marriage,‰,OECD
Latvia,1988,4.1,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1988,3.2,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1988,2.1,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1988,1.9,total,all,mean_age_first_marriage,‰,OECD
Norway,1988,2.1,total,all,mean_age_first_marriage,‰,OECD
Poland,1988,1.3,total,all,mean_age_first_marriage,‰,OECD
Portugal,1988,0.9,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1988,1.6,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1988,1.0,total,all,mean_age_first_marriage,‰,OECD
Sweden,1988,2.1,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1988,1.9,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1988,1.4,total,all,mean_age_first_marriage,‰,OECD
Croatia,1988,1.2,total,all,mean_age_first_marriage,‰,OECD
Romania,1988,1.6,total,all,mean_age_first_marriage,‰,OECD
Austria,1989,2.0,total,all,mean_age_first_marriage,‰,OECD
Belgium,1989,2.0,total,all,mean_age_first_marriage,‰,OECD
Czechia,1989,3.0,total,all,mean_age_first_marriage,‰,OECD
Denmark,1989,3.0,total,all,mean_age_first_marriage,‰,OECD
Finland,1989,2.9,total,all,mean_age_first_marriage,‰,OECD
Germany,1989,2.2,total,all,mean_age_first_marriage,‰,OECD
Hungary,1989,2.4,total,all,mean_age_first_marriage,‰,OECD
Japan,1989,1.3,total,all,mean_age_first_marriage,‰,OECD
Korea,1989,1.0,total,all,mean_age_first_marriage,‰,OECD
Latvia,1989,4.2,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1989,3.3,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1989,2.3,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1989,1.9,total,all,mean_age_first_marriage,‰,OECD
Norway,1989,2.2,total,all,mean_age_first_marriage,‰,OECD
Poland,1989,1.2,total,all,mean_age_first_marriage,‰,OECD
Portugal,1989,1.0,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1989,1.6,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1989,1.1,total,all,mean_age_first_marriage,‰,OECD
Sweden,1989,2.2,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1989,1.9,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1989,1.4,total,all,mean_age_first_marriage,‰,OECD
Croatia,1989,1.1,total,all,mean_age_first_marriage,‰,OECD
Romania,1989,1.6,total,all,mean_age_first_marriage,‰,OECD
Austria,1990,2.1,total,all,mean_age_first_marriage,‰,OECD
Belgium,1990,2.0,total,all,mean_age_first_marriage,‰,OECD
Czechia,1990,3.1,total,all,mean_age_first_marriage,‰,OECD
Denmark,1990,2.7,total,all,mean_age_first_marriage,‰,OECD
Finland,1990,2.6,total,all,mean_age_first_marriage,‰,OECD
Germany,1990,1.9,total,all,mean_age_first_marriage,‰,OECD
Hungary,1990,2.4,total,all,mean_age_first_marriage,‰,OECD
Japan,1990,1.3,total,all,mean_age_first_marriage,‰,OECD
Korea,1990,1.1,total,all,mean_age_first_marriage,‰,OECD
Latvia,1990,4.0,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1990,3.4,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1990,2.0,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1990,1.9,total,all,mean_age_first_marriage,‰,OECD
Norway,1990,2.4,total,all,mean_age_first_marriage,‰,OECD
Poland,1990,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,1990,0.9,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1990,1.7,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1990,0.9,total,all,mean_age_first_marriage,‰,OECD
Sweden,1990,2.3,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1990,2.0,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1990,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,1990,1.1,total,all,mean_age_first_marriage,‰,OECD
Romania,1990,1.4,total,all,mean_age_first_marriage,‰,OECD
Austria,1991,2.1,total,all,mean_age_first_marriage,‰,OECD
Belgium,1991,2.1,total,all,mean_age_first_marriage,‰,OECD
Czechia,1991,2.8,total,all,mean_age_first_marriage,‰,OECD
Denmark,1991,2.5,total,all,mean_age_first_marriage,‰,OECD
Finland,1991,2.6,total,all,mean_age_first_marriage,‰,OECD
Germany,1991,1.7,total,all,mean_age_first_marriage,‰,OECD
Hungary,1991,2.4,total,all,mean_age_first_marriage,‰,OECD
Japan,1991,1.4,total,all,mean_age_first_marriage,‰,OECD
Korea,1991,1.1,total,all,mean_age_first_marriage,‰,OECD
Latvia,1991,4.2,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1991,4.1,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1991,2.0,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1991,1.9,total,all,mean_age_first_marriage,‰,OECD
Norway,1991,2.4,total,all,mean_age_first_marriage,‰,OECD
Poland,1991,0.9,total,all,mean_age_first_marriage,‰,OECD
Portugal,1991,1.1,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1991,1.5,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1991,0.9,total,all,mean_age_first_marriage,‰,OECD
Sweden,1991,2.3,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1991,2.0,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1991,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,1991,1.0,total,all,mean_age_first_marriage,‰,OECD
Romania,1991,1.6,total,all,mean_age_first_marriage,‰,OECD
Austria,1992,2.1,total,all,mean_age_first_marriage,‰,OECD
Belgium,1992,2.2,total,all,mean_age_first_marriage,‰,OECD
Czechia,1992,2.8,total,all,mean_age_first_marriage,‰,OECD
Denmark,1992,2.5,total,all,mean_age_first_marriage,‰,OECD
Finland,1992,2.6,total,all,mean_age_first_marriage,‰,OECD
Germany,1992,1.7,total,all,mean_age_first_marriage,‰,OECD
Hungary,1992,2.1,total,all,mean_age_first_marriage,‰,OECD
Japan,1992,1.5,total,all,mean_age_first_marriage,‰,OECD
Korea,1992,1.2,total,all,mean_age_first_marriage,‰,OECD
Latvia,1992,5.6,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1992,3.8,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1992,1.8,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1992,2.0,total,all,mean_age_first_marriage,‰,OECD
Norway,1992,2.4,total,all,mean_age_first_marriage,‰,OECD
Poland,1992,0.8,total,all,mean_age_first_marriage,‰,OECD
Portugal,1992,1.2,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1992,1.5,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1992,1.0,total,all,mean_age_first_marriage,‰,OECD
Sweden,1992,2.5,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1992,2.1,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1992,1.1,total,all,mean_age_first_marriage,‰,OECD
Croatia,1992,0.8,total,all,mean_age_first_marriage,‰,OECD
Romania,1992,1.3,total,all,mean_age_first_marriage,‰,OECD
Austria,1993,2.1,total,all,mean_age_first_marriage,‰,OECD
Belgium,1993,2.1,total,all,mean_age_first_marriage,‰,OECD
Czechia,1993,2.9,total,all,mean_age_first_marriage,‰,OECD
Denmark,1993,2.5,total,all,mean_age_first_marriage,‰,OECD
Finland,1993,2.5,total,all,mean_age_first_marriage,‰,OECD
Germany,1993,1.9,total,all,mean_age_first_marriage,‰,OECD
Hungary,1993,2.2,total,all,mean_age_first_marriage,‰,OECD
Japan,1993,1.5,total,all,mean_age_first_marriage,‰,OECD
Korea,1993,1.3,total,all,mean_age_first_marriage,‰,OECD
Latvia,1993,4.0,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1993,3.8,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1993,1.9,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1993,2.0,total,all,mean_age_first_marriage,‰,OECD
Norway,1993,2.5,total,all,mean_age_first_marriage,‰,OECD
Poland,1993,0.7,total,all,mean_age_first_marriage,‰,OECD
Portugal,1993,1.2,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1993,1.5,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1993,1.0,total,all,mean_age_first_marriage,‰,OECD
Sweden,1993,2.5,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1993,2.2,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1993,0.9,total,all,mean_age_first_marriage,‰,OECD
Croatia,1993,1.0,total,all,mean_age_first_marriage,‰,OECD
Romania,1993,1.4,total,all,mean_age_first_marriage,‰,OECD
Austria,1994,2.1,total,all,mean_age_first_marriage,‰,OECD
Belgium,1994,2.2,total,all,mean_age_first_marriage,‰,OECD
Czechia,1994,3.0,total,all,mean_age_first_marriage,‰,OECD
Denmark,1994,2.6,total,all,mean_age_first_marriage,‰,OECD
Finland,1994,2.7,total,all,mean_age_first_marriage,‰,OECD
Germany,1994,2.0,total,all,mean_age_first_marriage,‰,OECD
Hungary,1994,2.3,total,all,mean_age_first_marriage,‰,OECD
Japan,1994,1.6,total,all,mean_age_first_marriage,‰,OECD
Korea,1994,1.4,total,all,mean_age_first_marriage,‰,OECD
Latvia,1994,3.3,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1994,3.0,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1994,1.7,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1994,2.4,total,all,mean_age_first_marriage,‰,OECD
Norway,1994,2.5,total,all,mean_age_first_marriage,‰,OECD
Poland,1994,0.8,total,all,mean_age_first_marriage,‰,OECD
Portugal,1994,1.4,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1994,1.6,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1994,1.0,total,all,mean_age_first_marriage,‰,OECD
Sweden,1994,2.5,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1994,2.2,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1994,0.9,total,all,mean_age_first_marriage,‰,OECD
Croatia,1994,1.0,total,all,mean_age_first_marriage,‰,OECD
Romania,1994,1.7,total,all,mean_age_first_marriage,‰,OECD
Austria,1995,2.3,total,all,mean_age_first_marriage,‰,OECD
Belgium,1995,3.5,total,all,mean_age_first_marriage,‰,OECD
Czechia,1995,3.0,total,all,mean_age_first_marriage,‰,OECD
Denmark,1995,2.5,total,all,mean_age_first_marriage,‰,OECD
Finland,1995,2.7,total,all,mean_age_first_marriage,‰,OECD
Germany,1995,2.1,total,all,mean_age_first_marriage,‰,OECD
Hungary,1995,2.4,total,all,mean_age_first_marriage,‰,OECD
Japan,1995,1.6,total,all,mean_age_first_marriage,‰,OECD
Korea,1995,1.5,total,all,mean_age_first_marriage,‰,OECD
Latvia,1995,3.1,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1995,2.8,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1995,1.8,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1995,2.2,total,all,mean_age_first_marriage,‰,OECD
Norway,1995,2.4,total,all,mean_age_first_marriage,‰,OECD
Poland,1995,1.0,total,all,mean_age_first_marriage,‰,OECD
Portugal,1995,1.2,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1995,1.7,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1995,0.8,total,all,mean_age_first_marriage,‰,OECD
Sweden,1995,2.6,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1995,2.2,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1995,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,1995,0.9,total,all,mean_age_first_marriage,‰,OECD
Romania,1995,1.5,total,all,mean_age_first_marriage,‰,OECD
Austria,1996,2.3,total,all,mean_age_first_marriage,‰,OECD
Belgium,1996,2.8,total,all,mean_age_first_marriage,‰,OECD
Czechia,1996,3.2,total,all,mean_age_first_marriage,‰,OECD
Denmark,1996,2.4,total,all,mean_age_first_marriage,‰,OECD
Finland,1996,2.7,total,all,mean_age_first_marriage,‰,OECD
Germany,1996,2.1,total,all,mean_age_first_marriage,‰,OECD
Hungary,1996,2.2,total,all,mean_age_first_marriage,‰,OECD
Japan,1996,1.7,total,all,mean_age_first_marriage,‰,OECD
Korea,1996,1.7,total,all,mean_age_first_marriage,‰,OECD
Latvia,1996,2.5,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1996,3.1,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1996,2.0,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1996,2.2,total,all,mean_age_first_marriage,‰,OECD
Norway,1996,2.3,total,all,mean_age_first_marriage,‰,OECD
Poland,1996,1.0,total,all,mean_age_first_marriage,‰,OECD
Portugal,1996,1.3,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1996,1.7,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1996,1.0,total,all,mean_age_first_marriage,‰,OECD
Sweden,1996,2.4,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1996,2.3,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1996,1.2,total,all,mean_age_first_marriage,‰,OECD
Croatia,1996,0.8,total,all,mean_age_first_marriage,‰,OECD
Romania,1996,1.6,total,all,mean_age_first_marriage,‰,OECD
Austria,1997,2.3,total,all,mean_age_first_marriage,‰,OECD
Belgium,1997,2.6,total,all,mean_age_first_marriage,‰,OECD
Czechia,1997,3.2,total,all,mean_age_first_marriage,‰,OECD
Denmark,1997,2.4,total,all,mean_age_first_marriage,‰,OECD
Finland,1997,2.6,total,all,mean_age_first_marriage,‰,OECD
Germany,1997,2.3,total,all,mean_age_first_marriage,‰,OECD
Hungary,1997,2.4,total,all,mean_age_first_marriage,‰,OECD
Japan,1997,1.8,total,all,mean_age_first_marriage,‰,OECD
Korea,1997,2.0,total,all,mean_age_first_marriage,‰,OECD
Latvia,1997,2.5,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1997,3.2,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1997,2.4,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1997,2.2,total,all,mean_age_first_marriage,‰,OECD
Norway,1997,2.3,total,all,mean_age_first_marriage,‰,OECD
Poland,1997,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,1997,1.4,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1997,1.7,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1997,1.0,total,all,mean_age_first_marriage,‰,OECD
Sweden,1997,2.4,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1997,2.4,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1997,1.1,total,all,mean_age_first_marriage,‰,OECD
Croatia,1997,0.9,total,all,mean_age_first_marriage,‰,OECD
Romania,1997,1.5,total,all,mean_age_first_marriage,‰,OECD
Austria,1998,2.2,total,all,mean_age_first_marriage,‰,OECD
Belgium,1998,2.6,total,all,mean_age_first_marriage,‰,OECD
Czechia,1998,3.1,total,all,mean_age_first_marriage,‰,OECD
Denmark,1998,2.5,total,all,mean_age_first_marriage,‰,OECD
Finland,1998,2.7,total,all,mean_age_first_marriage,‰,OECD
Germany,1998,2.3,total,all,mean_age_first_marriage,‰,OECD
Hungary,1998,2.5,total,all,mean_age_first_marriage,‰,OECD
Japan,1998,1.9,total,all,mean_age_first_marriage,‰,OECD
Korea,1998,2.5,total,all,mean_age_first_marriage,‰,OECD
Latvia,1998,2.6,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1998,3.3,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1998,2.4,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1998,2.1,total,all,mean_age_first_marriage,‰,OECD
Norway,1998,2.1,total,all,mean_age_first_marriage,‰,OECD
Poland,1998,1.2,total,all,mean_age_first_marriage,‰,OECD
Portugal,1998,1.5,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1998,1.7,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1998,1.0,total,all,mean_age_first_marriage,‰,OECD
Sweden,1998,2.3,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1998,2.5,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1998,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,1998,0.9,total,all,mean_age_first_marriage,‰,OECD
Romania,1998,1.8,total,all,mean_age_first_marriage,‰,OECD
Austria,1999,2.3,total,all,mean_age_first_marriage,‰,OECD
Belgium,1999,2.6,total,all,mean_age_first_marriage,‰,OECD
Czechia,1999,2.3,total,all,mean_age_first_marriage,‰,OECD
Denmark,1999,2.5,total,all,mean_age_first_marriage,‰,OECD
Finland,1999,2.7,total,all,mean_age_first_marriage,‰,OECD
Germany,1999,2.3,total,all,mean_age_first_marriage,‰,OECD
Hungary,1999,2.5,total,all,mean_age_first_marriage,‰,OECD
Japan,1999,2.0,total,all,mean_age_first_marriage,‰,OECD
Korea,1999,2.5,total,all,mean_age_first_marriage,‰,OECD
Latvia,1999,2.5,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1999,3.2,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1999,2.4,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1999,2.1,total,all,mean_age_first_marriage,‰,OECD
Norway,1999,2.0,total,all,mean_age_first_marriage,‰,OECD
Poland,1999,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,1999,1.7,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1999,1.8,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1999,1.0,total,all,mean_age_first_marriage,‰,OECD
Sweden,1999,2.4,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1999,2.9,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1999,1.2,total,all,mean_age_first_marriage,‰,OECD
Croatia,1999,0.8,total,all,mean_age_first_marriage,‰,OECD
Romania,1999,1.5,total,all,mean_age_first_marriage,‰,OECD
Austria,2000,2.4,total,all,mean_age_first_marriage,‰,OECD
Belgium,2000,2.6,total,all,mean_age_first_marriage,‰,OECD
Czechia,2000,2.9,total,all,mean_age_first_marriage,‰,OECD
Denmark,2000,2.7,total,all,mean_age_first_marriage,‰,OECD
Finland,2000,2.7,total,all,mean_age_first_marriage,‰,OECD
Germany,2000,2.4,total,all,mean_age_first_marriage,‰,OECD
Hungary,2000,2.3,total,all,mean_age_first_marriage,‰,OECD
Japan,2000,2.1,total,all,mean_age_first_marriage,‰,OECD
Korea,2000,2.5,total,all,mean_age_first_marriage,‰,OECD
Latvia,2000,2.6,total,all,mean_age_first_marriage,‰,OECD
Lithuania,2000,3.1,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,2000,2.4,total,all,mean_age_first_marriage,‰,OECD
Netherlands,2000,2.2,total,all,mean_age_first_marriage,‰,OECD
Norway,2000,2.2,total,all,mean_age_first_marriage,‰,OECD
Poland,2000,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,2000,1.9,total,all,mean_age_first_marriage,‰,OECD
Slovakia,2000,1.7,total,all,mean_age_first_marriage,‰,OECD
Slovenia,2000,1.1,total,all,mean_age_first_marriage,‰,OECD
Sweden,2000,2.4,total,all,mean_age_first_marriage,‰,OECD
Switzerland,2000,1.5,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,2000,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,2000,1.0,total,all,mean_age_first_marriage,‰,OECD
Romania,2000,1.4,total,all,mean_age_first_marriage,‰,OECD
Austria,2001,2.6,total,all,mean_age_first_marriage,‰,OECD
Belgium,2001,2.8,total,all,mean_age_first_marriage,‰,OECD
Czechia,2001,3.1,total,all,mean_age_first_marriage,‰,OECD
Denmark,2001,2.7,total,all,mean_age_first_marriage,‰,OECD
Finland,2001,2.6,total,all,mean_age_first_marriage,‰,OECD
Germany,2001,2.4,total,all,mean_age_first_marriage,‰,OECD
Hungary,2001,2.4,total,all,mean_age_first_marriage,‰,OECD
Japan,2001,2.3,total,all,mean_age_first_marriage,‰,OECD
Korea,2001,2.8,total,all,mean_age_first_marriage,‰,OECD
Latvia,2001,2.5,total,all,mean_age_first_marriage,‰,OECD
Lithuania,2001,3.2,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,2001,2.3,total,all,mean_age_first_marriage,‰,OECD
Netherlands,2001,2.3,total,all,mean_age_first_marriage,‰,OECD
Norway,2001,2.3,total,all,mean_age_first_marriage,‰,OECD
Poland,2001,1.2,total,all,mean_age_first_marriage,‰,OECD
Portugal,2001,1.8,total,all,mean_age_first_marriage,‰,OECD
Slovakia,2001,1.8,total,all,mean_age_first_marriage,‰,OECD
Slovenia,2001,1.1,total,all,mean_age_first_marriage,‰,OECD
Sweden,2001,2.4,total,all,mean_age_first_marriage,‰,OECD
Switzerland,2001,2.2,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,2001,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,2001,1.1,total,all,mean_age_first_marriage,‰,OECD
Romania,2001,1.4,total,all,mean_age_first_marriage,‰,OECD
Austria,2002,2.5,total,all,mean_age_first_marriage,‰,OECD
Belgium,2002,3.0,total,all,mean_age_first_marriage,‰,OECD
Czechia,2002,3.1,total,all,mean_age_first_marriage,‰,OECD
Denmark,2002,2.8,total,all,mean_age_first_marriage,‰,OECD
Finland,2002,2.6,total,all,mean_age_first_marriage,‰,OECD
Germany,2002,2.5,total,all,mean_age_first_marriage,‰,OECD
Hungary,2002,2.5,total,all,mean_age_first_marriage,‰,OECD
Japan,2002,2.3,total,all,mean_age_first_marriage,‰,OECD
Korea,2002,3.0,total,all,mean_age_first_marriage,‰,OECD
Latvia,2002,2.6,total,all,mean_age_first_marriage,‰,OECD
Lithuania,2002,3.1,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,2002,2.4,total,all,mean_age_first_marriage,‰,OECD
Netherlands,2002,2.1,total,all,mean_age_first_marriage,‰,OECD
Norway,2002,2.3,total,all,mean_age_first_marriage,‰,OECD
Poland,2002,1.2,total,all,mean_age_first_marriage,‰,OECD
Portugal,2002,2.7,total,all,mean_age_first_marriage,‰,OECD
Slovakia,2002,2.0,total,all,mean_age_first_marriage,‰,OECD
Slovenia,2002,1.2,total,all,mean_age_first_marriage,‰,OECD
Sweden,2002,2.4,total,all,mean_age_first_marriage,‰,OECD
Switzerland,2002,2.2,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,2002,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,2002,1.0,total,all,mean_age_first_marriage,‰,OECD
Romania,2002,1.5,total,all,mean_age_first_marriage,‰,OECD
Austria,2003,2.3,total,all,mean_age_first_marriage,‰,OECD
Belgium,2003,3.0,total,all,mean_age_first_marriage,‰,OECD
Czechia,2003,3.8,total,all,mean_age_first_marriage,‰,OECD
Denmark,2003,2.9,total,all,mean_age_first_marriage,‰,OECD
Finland,2003,2.6,total,all,mean_age_first_marriage,‰,OECD
Germany,2003,2.6,total,all,mean_age_first_marriage,‰,OECD
Hungary,2003,2.5,total,all,mean_age_first_marriage,‰,OECD
Japan,2003,2.3,total,all,mean_age_first_marriage,‰,OECD
Korea,2003,3.4,total,all,mean_age_first_marriage,‰,OECD
Latvia,2003,2.1,total,all,mean_age_first_marriage,‰,OECD
Lithuania,2003,3.1,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,2003,2.3,total,all,mean_age_first_marriage,‰,OECD
Netherlands,2003,1.9,total,all,mean_age_first_marriage,‰,OECD
Norway,2003,2.4,total,all,mean_age_first_marriage,‰,OECD
Poland,2003,1.3,total,all,mean_age_first_marriage,‰,OECD
Portugal,2003,2.2,total,all,mean_age_first_marriage,‰,OECD
Slovakia,2003,2.0,total,all,mean_age_first_marriage,‰,OECD
Slovenia,2003,1.2,total,all,mean_age_first_marriage,‰,OECD
Sweden,2003,2.4,total,all,mean_age_first_marriage,‰,OECD
Switzerland,2003,2.3,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,2003,1.5,total,all,mean_age_first_marriage,‰,OECD
Croatia,2003,1.1,total,all,mean_age_first_marriage,‰,OECD
Romania,2003,1.5,total,all,mean_age_first_marriage,‰,OECD
Austria,2004,2.4,total,all,mean_age_first_marriage,‰,OECD
Belgium,2004,3.0,total,all,mean_age_first_marriage,‰,OECD
Czechia,2004,3.2,total,all,mean_age_first_marriage,‰,OECD
Denmark,2004,2.9,total,all,mean_age_first_marriage,‰,OECD
Finland,2004,2.5,total,all,mean_age_first_marriage,‰,OECD
Germany,2004,2.6,total,all,mean_age_first_marriage,‰,OECD
Hungary,2004,2.4,total,all,mean_age_first_marriage,‰,OECD
Japan,2004,2.2,total,all,mean_age_first_marriage,‰,OECD
Korea,2004,2.9,total,all,mean_age_first_marriage,‰,OECD
Latvia,2004,2.3,total,all,mean_age_first_marriage,‰,OECD
Lithuania,2004,3.3,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,2004,2.3,total,all,mean_age_first_marriage,‰,OECD
Netherlands,2004,1.9,total,all,mean_age_first_marriage,‰,OECD
Norway,2004,2.4,total,all,mean_age_first_marriage,‰,OECD
Poland,2004,1.5,total,all,mean_age_first_marriage,‰,OECD
Portugal,2004,2.2,total,all,mean_age_first_marriage,‰,OECD
Slovakia,2004,2.0,total,all,mean_age_first_marriage,‰,OECD
Slovenia,2004,1.2,total,all,mean_age_first_marriage,‰,OECD
Sweden,2004,2.2,total,all,mean_age_first_marriage,‰,OECD
Switzerland,2004,2.4,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,2004,1.9,total,all,mean_age_first_marriage,‰,OECD
Croatia,2004,1.2,total,all,mean_age_first_marriage,‰,OECD
Romania,2004,1.6,total,all,mean_age_first_marriage,‰,OECD
Austria,2005,2.4,total,all,mean_age_first_marriage,‰,OECD
Belgium,2005,2.9,total,all,mean_age_first_marriage,‰,OECD
Czechia,2005,3.1,total,all,mean_age_first_marriage,‰,OECD
Denmark,2005,2.8,total,all,mean_age_first_marriage,‰,OECD
Finland,2005,2.6,total,all,mean_age_first_marriage,‰,OECD
Germany,2005,2.4,total,all,mean_age_first_marriage,‰,OECD
Hungary,2005,2.5,total,all,mean_age_first_marriage,‰,OECD
Japan,2005,2.1,total,all,mean_age_first_marriage,‰,OECD
Korea,2005,2.6,total,all,mean_age_first_marriage,‰,OECD
Latvia,2005,2.8,total,all,mean_age_first_marriage,‰,OECD
Lithuania,2005,3.3,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,2005,2.2,total,all,mean_age_first_marriage,‰,OECD
Netherlands,2005,2.0,total,all,mean_age_first_marriage,‰,OECD
Norway,2005,2.4,total,all,mean_age_first_marriage,‰,OECD
Poland,2005,1.8,total,all,mean_age_first_marriage,‰,OECD
